"Frequency (Hz)","Rel. amplitude (a.u.)"
4.125482560E-1,8.653436879E-1
4.125467639E-1,8.650271031E-1
4.125465655E-1,8.641953703E-1
4.159792500E-1,8.484999831E-1
4.159810152E-1,8.465104619E-1
4.159849490E-1,8.437085752E-1
4.159832532E-1,8.408788922E-1
4.159821109E-1,8.393036609E-1
4.159819899E-1,8.353166297E-1
4.194735565E-1,8.170119872E-1
4.194738556E-1,8.145510106E-1
4.194732869E-1,8.084127840E-1
4.194751463E-1,8.026999084E-1
4.230288142E-1,7.830171023E-1
4.159822615E-1,8.032789692E-1
4.194747710E-1,7.831521225E-1
4.194726593E-1,7.779044122E-1
4.194758091E-1,7.720286483E-1
4.194766008E-1,7.686309450E-1
4.194731754E-1,7.652439188E-1
4.159797581E-1,7.765751128E-1
4.159802713E-1,7.763819067E-1
4.159801500E-1,7.762920894E-1
4.159818860E-1,7.762419544E-1
4.159810150E-1,7.762202411E-1
4.159824975E-1,7.762128374E-1
4.159830514E-1,7.761308908E-1
4.159825612E-1,7.759666344E-1
4.159800690E-1,7.758322101E-1
4.156395008E-1,7.763270734E-1
4.156386658E-1,7.760534302E-1
4.159815340E-1,7.740041414E-1
4.194728287E-1,7.600462731E-1
4.194739846E-1,7.585273462E-1
4.194735269E-1,7.558244201E-1
4.230249302E-1,7.393231187E-1
4.230827238E-1,7.371842157E-1
4.195324959E-1,7.458813746E-1
4.230883865E-1,7.294850974E-1
4.230870260E-1,7.249449595E-1
4.230865370E-1,7.198931892E-1
4.230855527E-1,7.161173642E-1
4.230840609E-1,7.144756049E-1
4.266970477E-1,6.988876851E-1
4.230826167E-1,7.071030341E-1
4.266985285E-1,6.910605930E-1
4.266990867E-1,6.876172955E-1
4.230842932E-1,6.940958827E-1
4.230853434E-1,6.916546449E-1
4.230859995E-1,6.884725390E-1
4.230852598E-1,6.862492703E-1
4.195354818E-1,6.954669204E-1
4.195346543E-1,6.934336492E-1
4.195353468E-1,6.917127950E-1
4.195347892E-1,6.904315545E-1
4.195320374E-1,6.900487993E-1
4.195307290E-1,6.894580765E-1
4.195344542E-1,6.891639993E-1
4.195351348E-1,6.890975139E-1
4.195335566E-1,6.890799042E-1
4.195343254E-1,6.890854445E-1
4.195314387E-1,6.891051983E-1
4.195297548E-1,6.889840963E-1
4.195321012E-1,6.887998988E-1
4.195319544E-1,6.884310151E-1
4.195319720E-1,6.879810570E-1
4.195342423E-1,6.875746937E-1
4.195361844E-1,6.871854359E-1
4.195326702E-1,6.860339311E-1
4.230831519E-1,6.730087414E-1
4.230852403E-1,6.718241379E-1
4.230835876E-1,6.690889927E-1
4.230842617E-1,6.676640701E-1
4.230876506E-1,6.643852003E-1
4.230884446E-1,6.597180969E-1
4.230876212E-1,6.554106846E-1
4.266994856E-1,6.417657141E-1
4.230845308E-1,6.448272896E-1
4.266990674E-1,6.298181285E-1
4.266968092E-1,6.270509350E-1
4.266975010E-1,6.253457419E-1
4.266994252E-1,6.261144983E-1
4.230821144E-1,6.368648098E-1
4.230825857E-1,6.373749746E-1
4.230854676E-1,6.395249950E-1
4.191845061E-1,6.554622351E-1
4.191843068E-1,6.574784877E-1
4.191827314E-1,6.581570569E-1
4.191840900E-1,6.581104884E-1
4.191831471E-1,6.580536203E-1
4.191792523E-1,6.583476145E-1
4.191796738E-1,6.590485733E-1
4.191799783E-1,6.603660651E-1
4.191834748E-1,6.610519396E-1
4.191813956E-1,6.619949543E-1
4.195303119E-1,6.638927059E-1
4.195296841E-1,6.680849966E-1
4.195316381E-1,6.782675517E-1
4.230843455E-1,6.767236501E-1
4.230830447E-1,6.806135689E-1
4.230861174E-1,6.826068517E-1
4.230880208E-1,6.833490389E-1
4.230851503E-1,6.834576779E-1
4.266971422E-1,6.722364773E-1
4.266962440E-1,6.730719388E-1
4.379151137E-1,6.353854228E-1
4.379173768E-1,6.315794083E-1
4.303753077E-1,6.483468971E-1
4.379211030E-1,6.216571183E-1
4.417912637E-1,6.063266141E-1
4.303753012E-1,6.309853020E-1
4.341138563E-1,6.183870572E-1
4.266985188E-1,6.373087275E-1
4.266998603E-1,6.363910495E-1
4.230852562E-1,6.493407865E-1
4.195285089E-1,6.655723372E-1
4.195285385E-1,6.713585171E-1
4.195275057E-1,6.762465045E-1
4.195294769E-1,6.777884664E-1
4.195351852E-1,6.820707033E-1
4.195334075E-1,6.900705602E-1
4.195315010E-1,7.030425853E-1
4.160407156E-1,7.248301258E-1
4.195337122E-1,7.201210608E-1
4.195361291E-1,7.259470559E-1
4.195337826E-1,7.286185659E-1
4.195327443E-1,7.287961727E-1
4.195344980E-1,7.281969359E-1
4.195333830E-1,7.275374423E-1
4.230862930E-1,7.149613658E-1
4.195339573E-1,7.273217812E-1
4.230849204E-1,7.158467712E-1
4.230818239E-1,7.154036026E-1
4.230825397E-1,7.159525146E-1
4.176041285E-1,7.357756882E-1
4.193562615E-1,7.287382232E-1
4.193557749E-1,7.287248438E-1
8.533833508E-1,1.750582276E-1
8.461701609E-1,1.773115985E-1
8.461686566E-1,1.769250399E-1
8.320685358E-1,1.822427618E-1
8.320731163E-1,1.820594942E-1
7.801209292E-1,2.073634135E-1
5.254089366E-1,4.570494996E-1
5.226606983E-1,4.623860268E-1
5.226595507E-1,4.620310296E-1
5.226610392E-1,4.615012422E-1
5.226603381E-1,4.613173300E-1
7.457690543E-1,2.265548366E-1
7.457696227E-1,2.266336663E-1
7.457723196E-1,2.267013837E-1
7.457696314E-1,2.268870345E-1
7.457677777E-1,2.270757139E-1
7.402430885E-1,2.307624432E-1
7.348040166E-1,2.343877127E-1
7.241547489E-1,2.417337588E-1
7.241552033E-1,2.421929084E-1
7.189442726E-1,2.462711244E-1
7.138061446E-1,2.498987837E-1
7.037541005E-1,2.568934245E-1
6.988313756E-1,2.603911896E-1
6.939773049E-1,2.633314966E-1
6.891972631E-1,2.658451382E-1
6.891966059E-1,2.651595197E-1
6.891893227E-1,2.635407324E-1
6.891889902E-1,2.627776578E-1
6.840039909E-1,2.651325620E-1
6.839988758E-1,2.624337422E-1
6.835370026E-1,2.597224284E-1
6.835370260E-1,2.588468304E-1
6.788947204E-1,2.597010725E-1
6.788896196E-1,2.582027585E-1
6.788900420E-1,2.576520137E-1
6.788928616E-1,2.570197627E-1
6.788915556E-1,2.563462366E-1
6.788954043E-1,2.561046964E-1
6.835390977E-1,2.526450903E-1
6.788954811E-1,2.564477776E-1
6.743175025E-1,2.610881521E-1
6.930177701E-1,2.481756844E-1
8.089559134E-1,1.835176109E-1
5.364107930E-1,4.188927529E-1
8.003183737E-1,1.904040468E-1
7.960673678E-1,1.956527777E-1
7.918610325E-1,2.001791924E-1
7.876948754E-1,2.034945238E-1
7.831720419E-1,2.059776671E-1
7.831726961E-1,2.060151271E-1
7.872873384E-1,2.045616367E-1
7.872864502E-1,2.053010931E-1
7.914440041E-1,2.058725767E-1
7.871481086E-1,2.121209447E-1
8.085210244E-1,2.053454569E-1
8.085228402E-1,2.084870089E-1
5.389177001E-1,4.862192990E-1
5.331673147E-1,5.094953584E-1
5.331662206E-1,5.172455136E-1
5.331683666E-1,5.172083683E-1
5.331670635E-1,5.165800909E-1
5.331665947E-1,5.143694165E-1
5.331659927E-1,5.137061423E-1
5.360239708E-1,5.107050274E-1
8.040405749E-1,2.285387799E-1
8.040431533E-1,2.313769583E-1
8.083749459E-1,2.310324672E-1
8.083744088E-1,2.333405319E-1
8.127575785E-1,2.333714451E-1
8.171900100E-1,2.315243691E-1
8.127552454E-1,2.339725828E-1
8.171863748E-1,2.313599677E-1
8.171888236E-1,2.312568809E-1
8.216701825E-1,2.295593361E-1
8.216646394E-1,2.311318002E-1
8.171850777E-1,2.349543195E-1
8.127544252E-1,2.404836213E-1
1.347285433E0,8.903401157E-2
1.083711960E0,1.410970002E-1
1.079032500E0,1.472665890E-1
1.074394378E0,1.520267941E-1
1.222915839E0,1.178408249E-1
1.222918315E0,1.178714589E-1
1.215486079E0,1.193375669E-1
1.215479555E0,1.195488150E-1
1.208135913E0,1.215154951E-1
1.208138042E0,1.223206884E-1
1.215479187E0,1.217932194E-1
1.208138128E0,1.246257188E-1
1.200877533E0,1.271546737E-1
1.208135429E0,1.260033126E-1
1.208136961E0,1.266240354E-1
1.238067629E0,1.210454423E-1
1.238074629E0,1.213995229E-1
1.230447974E0,1.229941237E-1
1.230446511E0,1.230002120E-1
1.230447685E0,1.230428918E-1
1.238070606E0,1.218186398E-1
1.245790947E0,1.209335107E-1
1.238074502E0,1.228538106E-1
1.238068536E0,1.239628494E-1
1.048976707E0,1.751669147E-1
1.074393717E0,1.683611075E-1
1.074397804E0,1.715014284E-1
1.049528383E0,1.825845888E-1
1.049534671E0,1.836752486E-1
1.049537462E0,1.838448560E-1
1.044594282E0,1.857828421E-1
1.044598301E0,1.858107628E-1
1.044599338E0,1.858962252E-1
1.044597647E0,1.863489803E-1
1.050087295E0,1.851785552E-1
1.050081901E0,1.864866216E-1
1.050083747E0,1.882391793E-1
1.050082939E0,1.901153360E-1
1.055631306E0,1.900343091E-1
1.055631974E0,1.912535796E-1
1.055628047E0,1.919942893E-1
1.055626756E0,1.922607336E-1
1.055629514E0,1.924702768E-1
1.055628548E0,1.924807120E-1
1.055626394E0,1.927389436E-1
1.055632040E0,1.933218288E-1
1.061238007E0,1.917443138E-1
1.072627127E0,1.889705325E-1
1.066903777E0,1.926539798E-1
1.061232695E0,1.970687759E-1
1.061234638E0,2.004481699E-1
1.072623867E0,1.995418681E-1
1.072629419E0,2.011953738E-1
1.072626198E0,2.013526935E-1
1.072622152E0,2.014070338E-1
1.072622689E0,2.015028942E-1
1.072621423E0,2.015047646E-1
1.072623464E0,2.016774476E-1
1.078413687E0,1.998877199E-1
1.078408493E0,2.004306046E-1
1.078408028E0,2.019945119E-1
1.078410267E0,2.026986627E-1
1.120751087E0,1.890431913E-1
1.120747832E0,1.897532067E-1
1.115115193E0,1.932782524E-1
1.102808368E0,1.982919537E-1
1.096760494E0,2.010292490E-1
1.096763361E0,2.011104713E-1
1.096754881E0,2.011642837E-1
1.096752786E0,2.012532699E-1
1.102806189E0,1.993367347E-1
1.102814520E0,1.998988026E-1
1.108935804E0,1.985722482E-1
1.115738724E0,1.970460584E-1
1.109542828E0,2.004515038E-1
1.103419649E0,2.035324857E-1
1.103412302E0,2.055782954E-1
1.097563668E0,2.095305851E-1
1.091568855E0,2.120595581E-1
1.091567922E0,2.121002008E-1
1.091568905E0,2.121743812E-1
1.091566949E0,2.121865570E-1
1.091569015E0,2.122590602E-1
1.091569124E0,2.127050835E-1
1.091564368E0,2.134490705E-1
1.097562043E0,2.121928842E-1
1.091567824E0,2.162597954E-1
1.091567308E0,2.176832740E-1
1.091566643E0,2.183458924E-1
1.091566256E0,2.195604633E-1
1.085637987E0,2.229291704E-1
1.085638713E0,2.234793005E-1
1.085640825E0,2.236274595E-1
1.085639765E0,2.236435196E-1
1.085639096E0,2.236903225E-1
1.085637112E0,2.238460817E-1
1.085638948E0,2.244002281E-1
1.085637888E0,2.257674192E-1
1.091567715E0,2.249237629E-1
1.091569274E0,2.270042100E-1
1.091565778E0,2.296803497E-1
1.085638221E0,2.344917766E-1
1.085632622E0,2.359176813E-1
1.085635568E0,2.361247591E-1
1.079772118E0,2.387340605E-1
1.079769174E0,2.387355636E-1
1.085635017E0,2.362169844E-1
1.085640281E0,2.363220829E-1
1.085632631E0,2.367472723E-1
1.085633878E0,2.370299658E-1
1.085638140E0,2.378033721E-1
1.079776479E0,2.414840236E-1
1.079777265E0,2.432608024E-1
1.080354791E0,2.440339021E-1
1.080354772E0,2.449238085E-1
1.080352953E0,2.452071555E-1
1.080354402E0,2.452299535E-1
1.080351172E0,2.453055253E-1
1.079778139E0,2.459086043E-1
1.079778256E0,2.464846005E-1
1.085635556E0,2.454773048E-1
1.085634004E0,2.461073070E-1
1.085050036E0,2.478111007E-1
1.085051135E0,2.499038812E-1
1.079188428E0,2.542762905E-1
1.079190903E0,2.543676146E-1
1.079194649E0,2.539839091E-1
1.079190378E0,2.536562428E-1
1.079186418E0,2.532657354E-1
1.079187795E0,2.529439528E-1
1.079189173E0,2.527832160E-1
1.079183718E0,2.528477699E-1
1.079181126E0,2.533171697E-1
1.078606589E0,2.544015927E-1
1.078607083E0,2.558922848E-1
1.078603932E0,2.575248621E-1
1.078604989E0,2.582177884E-1
1.078609167E0,2.588856314E-1
1.078606636E0,2.588609410E-1
1.078606122E0,2.584966143E-1
1.078604901E0,2.579320167E-1
1.078606617E0,2.575836058E-1
1.078606510E0,2.577854557E-1
1.084453990E0,2.559473567E-1
1.084451324E0,2.570415766E-1
1.084459978E0,2.586296322E-1
1.078605985E0,2.639659110E-1
1.078605160E0,2.652573377E-1
1.078610531E0,2.669832104E-1
1.078612790E0,2.671684397E-1
1.078607894E0,2.671710766E-1
1.078607399E0,2.671876469E-1
1.078607409E0,2.672002913E-1
1.078603298E0,2.672370490E-1
1.078612246E0,2.672827877E-1
1.078615058E0,2.673404510E-1
1.078603840E0,2.676057643E-1
1.078603113E0,2.680002629E-1
1.078026392E0,2.688151783E-1
1.078027332E0,2.689951684E-1
1.072237778E0,2.726022641E-1
1.072240978E0,2.731682686E-1
1.072239743E0,2.732761840E-1
1.072244208E0,2.731382481E-1
1.072244418E0,2.727749940E-1
1.072237472E0,2.724569987E-1
1.072239541E0,2.722959508E-1
1.072238555E0,2.722151200E-1
1.078025308E0,2.695917288E-1
1.078028776E0,2.703097328E-1
1.078025831E0,2.713256827E-1
1.078026616E0,2.738165619E-1
1.078023826E0,2.754415117E-1
1.072241793E0,2.797922086E-1
1.072238277E0,2.797819599E-1
1.072237597E0,2.797581804E-1
1.072241314E0,2.796564449E-1
1.072243135E0,2.795715455E-1
1.072244466E0,2.796315294E-1
1.072241382E0,2.800086160E-1
1.078028922E0,2.775724140E-1
1.078028118E0,2.784568919E-1
1.078026984E0,2.795857960E-1
1.078021657E0,2.801842946E-1
1.078021715E0,2.806491387E-1
1.078021647E0,2.807699816E-1
1.078023304E0,2.807121359E-1
1.078020902E0,2.806025827E-1
1.078023808E0,2.804100885E-1
1.078028728E0,2.806409092E-1
1.078025241E0,2.810893159E-1
1.078022220E0,2.819426256E-1
1.078023130E0,2.832187418E-1
1.078026491E0,2.847913005E-1
1.078021503E0,2.866844102E-1
1.078024825E0,2.878255205E-1
1.078026879E0,2.888427401E-1
1.078024643E0,2.888122073E-1
1.078023810E0,2.887652251E-1
1.078025369E0,2.887530390E-1
1.078021437E0,2.888131100E-1
1.078018939E0,2.889364786E-1
1.078025902E0,2.895180631E-1
1.078028179E0,2.907403356E-1
1.078026116E0,2.912135930E-1
1.078024982E0,2.924385413E-1
1.078024382E0,2.927688140E-1
1.078025923E0,2.936785785E-1
1.078026620E0,2.941616659E-1
1.078026097E0,2.941551381E-1
1.078026959E0,2.942050935E-1
1.078027870E0,2.943577511E-1
1.078601470E0,2.943840181E-1
1.078605251E0,2.946969255E-1
1.078603574E0,2.955518357E-1
1.078607443E0,2.965164379E-1
1.079188133E0,2.976764790E-1
1.079190346E0,2.998188527E-1
1.079190094E0,3.014670898E-1
1.079191685E0,3.032580411E-1
1.079187483E0,3.033439912E-1
1.079189365E0,3.034697035E-1
1.079193432E0,3.032718395E-1
1.079187715E0,3.031114375E-1
1.079190278E0,3.028990349E-1
1.079191415E0,3.026714741E-1
1.079195888E0,3.024490252E-1
1.079771131E0,3.019473804E-1
1.079772706E0,3.021615001E-1
1.079772511E0,3.023236263E-1
1.079776641E0,3.029133713E-1
1.079777847E0,3.034569644E-1
1.079776458E0,3.036454720E-1
1.079776157E0,3.034963511E-1
1.079773407E0,3.030551946E-1
1.079772465E0,3.023977239E-1
1.079777837E0,3.012987331E-1
1.079777187E0,3.001116977E-1
1.079780005E0,2.997301934E-1
1.079778704E0,2.998119975E-1
1.079775478E0,3.001949396E-1
1.079770232E0,3.016018859E-1
1.079772720E0,3.039630366E-1
1.079772156E0,3.048444731E-1
1.079770592E0,3.047380859E-1
1.079771437E0,3.043353566E-1
1.079774216E0,3.032996547E-1
1.079775256E0,3.024106596E-1
1.079776344E0,3.013930117E-1
1.079770494E0,3.007736357E-1
1.079777714E0,3.000269890E-1
1.079777482E0,3.002102569E-1
1.080355426E0,3.001269633E-1
1.080352722E0,3.001296879E-1
1.080351954E0,3.001242916E-1
1.080358207E0,3.000242680E-1
1.080357263E0,2.998224555E-1
1.080355931E0,2.995860278E-1
1.080352732E0,2.990862173E-1
1.080359190E0,2.982370543E-1
1.080357118E0,2.966280769E-1
1.080355425E0,2.955718385E-1
1.080356797E0,2.938419373E-1
1.080354113E0,2.937731788E-1
1.080353365E0,2.937781006E-1
1.080356069E0,2.938194156E-1
1.080357031E0,2.937156343E-1
1.080355174E0,2.933425664E-1
1.080354814E0,2.927897790E-1
1.080354697E0,2.920634426E-1
1.080356827E0,2.909924792E-1
1.080355163E0,2.901555746E-1
1.080353198E0,2.895343601E-1
1.080353977E0,2.890058832E-1
1.080350485E0,2.885554174E-1
1.080353627E0,2.883371919E-1
1.080354171E0,2.883050375E-1
1.080354998E0,2.883113752E-1
1.080357342E0,2.882745354E-1
1.080356116E0,2.878877936E-1
1.080355951E0,2.874242151E-1
1.080355600E0,2.864968633E-1
1.080354851E0,2.844266067E-1
1.086226331E0,2.805913025E-1
1.086228503E0,2.791717005E-1
1.080354413E0,2.816653832E-1
1.080347916E0,2.815934196E-1
1.079770057E0,2.818690455E-1
1.079769998E0,2.817807347E-1
1.079769346E0,2.814540030E-1
1.079765382E0,2.809089460E-1
1.079767023E0,2.799988463E-1
1.079772008E0,2.787693617E-1
1.085641744E0,2.737354738E-1
1.085640280E0,2.730331862E-1
1.085640280E0,2.730331862E-1
1.085640280E0,2.730331862E-1
1.085640280E0,2.730331862E-1
1.085640280E0,2.730331862E-1
1.085640280E0,2.730331862E-1
1.085640280E0,2.730331862E-1
1.085639701E0,2.724720281E-1
1.085636705E0,2.717296736E-1
1.085635025E0,2.714339071E-1
1.079770065E0,2.739030026E-1
1.079766363E0,2.738799158E-1
1.079767286E0,2.738635115E-1
1.085048299E0,2.710389665E-1
1.085045670E0,2.709111728E-1
1.085043354E0,2.704426378E-1
1.085046700E0,2.697457976E-1
1.085042451E0,2.686710425E-1
1.085048584E0,2.670543524E-1
1.085052439E0,2.647418007E-1
1.085049359E0,2.631618027E-1
1.085052891E0,2.628459203E-1
1.085051351E0,2.629294615E-1
1.085045444E0,2.633404346E-1
1.085045169E0,2.636409922E-1
1.085045121E0,2.636476405E-1
1.085043669E0,2.635806005E-1
1.085046710E0,2.632861435E-1
1.085045023E0,2.626093251E-1
1.085051194E0,2.616434490E-1
1.085044464E0,2.605112205E-1
1.085040157E0,2.594576873E-1
1.085042472E0,2.590523230E-1
1.085048339E0,2.583712214E-1
1.085045768E0,2.577960000E-1
1.085043933E0,2.576904906E-1
1.085046062E0,2.577446474E-1
1.085043844E0,2.578370412E-1
1.085040391E0,2.581456768E-1
1.090963476E0,2.557747788E-1
1.090966402E0,2.560736319E-1
1.090969169E0,2.562175855E-1
1.090967422E0,2.559533259E-1
1.090966103E0,2.550705667E-1
1.090962007E0,2.543705821E-1
1.090373246E0,2.527994355E-1
1.096354357E0,2.498543667E-1
1.090373741E0,2.525470795E-1
1.090376238E0,2.526880279E-1
1.090376079E0,2.529127016E-1
1.096355900E0,2.504674441E-1
1.096357884E0,2.506135064E-1
1.096352153E0,2.503481421E-1
1.096348959E0,2.498652802E-1
1.096355339E0,2.486579366E-1
1.096351802E0,2.475551539E-1
1.096354216E0,2.466382176E-1
1.102399877E0,2.431608274E-1
1.096354015E0,2.452942539E-1
1.096350529E0,2.450779348E-1
1.096351852E0,2.448821842E-1
1.095753079E0,2.450567071E-1
1.095754199E0,2.450680982E-1
1.095756080E0,2.449243238E-1
1.095748385E0,2.446418010E-1
1.101792143E0,2.413190827E-1
1.101793123E0,2.401377858E-1
1.101791474E0,2.373542556E-1
1.107901067E0,2.325679375E-1
1.101189282E0,2.337391437E-1
1.101146801E0,2.334251336E-1
1.101149580E0,2.336137482E-1
1.101153521E0,2.338462630E-1
1.101146316E0,2.346228478E-1
1.107247307E0,2.333134878E-1
1.100544567E0,2.379967208E-1
1.100549321E0,2.402565389E-1
1.100551502E0,2.423412044E-1
1.106641455E0,2.408752558E-1
1.106637159E0,2.408676880E-1
1.106639261E0,2.398766848E-1
1.106635761E0,2.387777212E-1
1.106640975E0,2.377611967E-1
1.100550067E0,2.396359408E-1
1.100547675E0,2.397143874E-1
1.100545848E0,2.400280334E-1
1.100544697E0,2.404324680E-1
1.106637474E0,2.380980581E-1
1.106634668E0,2.379911013E-1
1.106637199E0,2.377117658E-1
1.106640261E0,2.368810255E-1
1.106641149E0,2.357405388E-1
1.112800782E0,2.315652890E-1
1.112800792E0,2.293957720E-1
1.112798388E0,2.285470891E-1
1.112807170E0,2.289560064E-1
1.113422831E0,2.289350800E-1
