"Frequency (Hz)","Rel. amplitude (a.u.)"
1.002502863E0,1.806415042E-2
1.004987775E0,1.797743190E-2
1.005016972E0,1.797862084E-2
1.007554692E0,1.788523351E-2
1.005023811E0,1.797659444E-2
1.005044854E0,1.797735190E-2
1.005055771E0,1.797681927E-2
1.265754357E0,1.133440576E-2
1.022489987E0,1.737007420E-2
1.005047616E0,1.798120467E-2
1.265802339E0,1.133791286E-2
1.000028777E0,1.816622126E-2
1.002535318E0,1.807191991E-2
1.002498414E0,1.806942497E-2
1.002504172E0,1.806126693E-2
1.000025912E0,1.813629147E-2
9.999860679E-1,1.813237649E-2
9.974966473E-1,1.821617846E-2
9.950260360E-1,1.829647671E-2
9.950186879E-1,1.827855406E-2
9.925773825E-1,1.836640677E-2
9.925485197E-1,1.836678337E-2
9.950149492E-1,1.827114447E-2
9.925489046E-1,1.836337260E-2
9.900875224E-1,1.845453275E-2
9.900928833E-1,1.845592356E-2
9.901260710E-1,1.846211935E-2
9.925514700E-1,1.837495045E-2
9.900942873E-1,1.847293084E-2
9.876493676E-1,1.857375609E-2
9.900970954E-1,1.848383697E-2
9.803959117E-1,1.887027244E-2
9.803945350E-1,1.884507696E-2
9.803910306E-1,1.878247380E-2
9.803548630E-1,1.871957647E-2
9.803959117E-1,1.867384152E-2
9.803955361E-1,1.866945318E-2
9.828051333E-1,1.857949951E-2
9.828071455E-1,1.858643478E-2
9.828046303E-1,1.860916180E-2
9.852212958E-1,1.854403737E-2
9.876426358E-1,1.849917936E-2
9.852230651E-1,1.861761396E-2
9.851899525E-1,1.866878628E-2
9.852181361E-1,1.868180261E-2
9.852233182E-1,1.868923889E-2
9.876516538E-1,1.857581590E-2
9.900928831E-1,1.840865879E-2
9.900859908E-1,1.826351734E-2
9.900956914E-1,1.817630735E-2
9.950317084E-1,1.791347931E-2
1.000000521E0,1.760000886E-2
1.000003516E0,1.753928554E-2
1.000002214E0,1.747556831E-2
9.975457519E-1,1.751083364E-2
1.000013282E0,1.739621827E-2
9.999915366E-1,1.740144579E-2
1.002498152E0,1.733912154E-2
9.925555749E-1,1.768264843E-2
9.999744799E-1,1.733167137E-2
1.000002084E0,1.721994438E-2
1.000004167E0,1.714694704E-2
1.000058467E0,1.697475880E-2
1.002502340E0,1.681439293E-2
1.002509930E0,1.673145677E-2
1.005020917E0,1.661637534E-2
9.999532577E-1,1.686935589E-2
9.975053275E-1,1.705142876E-2
9.900962019E-1,1.744922397E-2
9.925548052E-1,1.739909163E-2
9.925855926E-1,1.740792230E-2
9.925580119E-1,1.738259524E-2
9.950275830E-1,1.721605873E-2
9.950255204E-1,1.717007407E-2
9.950262939E-1,1.707384213E-2
9.925553185E-1,1.713565813E-2
9.901249223E-1,1.721021903E-2
9.900935215E-1,1.724823589E-2
9.876580046E-1,1.743838515E-2
9.852234446E-1,1.769208829E-2
9.852128279E-1,1.778502247E-2
9.852239501E-1,1.777124798E-2
9.852310278E-1,1.774907252E-2
9.925569859E-1,1.750250152E-2
9.950184300E-1,1.761811719E-2
9.925954706E-1,1.788025244E-2
9.876531780E-1,1.846750730E-2
9.876525430E-1,1.868331749E-2
9.851942496E-1,1.917504285E-2
9.851637926E-1,1.933219201E-2
9.852132071E-1,1.944971645E-2
9.925566012E-1,1.922269200E-2
9.925560879E-1,1.919110687E-2
9.925587816E-1,1.915351597E-2
9.925572425E-1,1.907716133E-2
1.014198783E0,1.826346137E-2
1.253910306E0,1.201982100E-2
1.022467117E0,1.816161371E-2
1.014204783E0,1.854098304E-2
1.257847008E0,1.209882824E-2
1.265821950E0,1.200832509E-2
1.253969270E0,1.225972844E-2
1.238428834E0,1.259205062E-2
1.249981486E0,1.236093183E-2
1.250006918E0,1.235638356E-2
1.250002645E0,1.234551845E-2
1.249993490E0,1.233754071E-2
9.804272009E-1,2.002633972E-2
9.828050075E-1,1.991141786E-2
1.242238235E0,1.238588570E-2
9.852242027E-1,1.959114820E-2
9.900902028E-1,1.910915566E-2
9.852149766E-1,1.892677949E-2
9.827995996E-1,1.878432137E-2
9.852183890E-1,1.824008501E-2
1.022495323E0,1.674382907E-2
1.022493254E0,1.671824893E-2
1.026653310E0,1.660245811E-2
1.033059519E0,1.640724101E-2
1.231537363E0,1.154670903E-2
1.234561710E0,1.148449729E-2
1.231528358E0,1.154438651E-2
1.231531675E0,1.158566292E-2
1.231524250E0,1.163262159E-2
1.234560281E0,1.161061842E-2
1.234566790E0,1.168052771E-2
1.234571394E0,1.174758912E-2
1.237621688E0,1.172659679E-2
1.237621210E0,1.175699210E-2
1.237618338E0,1.180603011E-2
1.240687894E0,1.176242522E-2
1.237671790E0,1.182775561E-2
1.237619135E0,1.183081317E-2
1.240694148E0,1.176216659E-2
1.240628730E0,1.179074461E-2
1.237622008E0,1.189224057E-2
1.237600947E0,1.192574955E-2
1.228496198E0,1.220028444E-2
1.225493638E0,1.231788359E-2
1.222490930E0,1.247685115E-2
1.222534832E0,1.252151737E-2
1.225491917E0,1.250506033E-2
1.222492642E0,1.264920131E-2
1.222494043E0,1.267528526E-2
1.216549175E0,1.280643299E-2
1.216548096E0,1.280650511E-2
1.213591313E0,1.286898109E-2
1.213589778E0,1.286954327E-2
1.026692289E0,1.800190047E-2
1.026693936E0,1.802680766E-2
1.234568695E0,1.249712354E-2
1.223233797E0,1.273441155E-2
1.226991317E0,1.267337949E-2
1.226995237E0,1.267809978E-2
1.014199533E0,1.855530180E-2
1.223284845E0,1.275082819E-2
1.226961325E0,1.267725685E-2
1.216543625E0,1.291727678E-2
1.024588415E0,1.823501546E-2
1.213553420E0,1.301259836E-2
1.022496086E0,1.833627975E-2
1.207725366E0,1.311582971E-2
1.204823209E0,1.316113337E-2
1.207731900E0,1.308178875E-2
1.216545783E0,1.290446259E-2
1.219509407E0,1.288168117E-2
1.210648410E0,1.313789982E-2
1.207731900E0,1.327686931E-2
1.204818975E0,1.342988881E-2
1.204820487E0,1.359682628E-2
1.207726886E0,1.360368747E-2
1.204811868E0,1.370565444E-2
1.204811717E0,1.367684980E-2
1.204849368E0,1.365563051E-2
1.199012014E0,1.371075923E-2
1.207697259E0,1.349598140E-2
1.207731444E0,1.349607537E-2
1.210623830E0,1.351520799E-2
1.207727342E0,1.370425302E-2
1.207729165E0,1.376230168E-2
1.210662608E0,1.378523814E-2
1.210651005E0,1.379809927E-2
1.207730077E0,1.383975005E-2
1.201925033E0,1.390331595E-2
1.201898248E0,1.386479560E-2
1.201944295E0,1.377795290E-2
1.204813078E0,1.367257241E-2
1.199041816E0,1.375170466E-2
1.199039719E0,1.373134932E-2
1.199065928E0,1.370719477E-2
1.199048705E0,1.370017951E-2
1.199001831E0,1.369941627E-2
1.199040019E0,1.370134898E-2
1.201952873E0,1.363448959E-2
1.201918412E0,1.363042129E-2
1.201923980E0,1.362715217E-2
1.199062483E0,1.368278491E-2
1.201928495E0,1.360881536E-2
1.204822453E0,1.353108195E-2
1.204821848E0,1.351493244E-2
1.204823057E0,1.350790742E-2
1.204824418E0,1.350120936E-2
1.207730228E0,1.344559635E-2
1.204857836E0,1.352633075E-2
1.207693612E0,1.347098495E-2
1.207725214E0,1.348027103E-2
1.204812927E0,1.355753445E-2
1.201922776E0,1.367245626E-2
1.199041516E0,1.380540695E-2
1.199041067E0,1.384680268E-2
1.193327658E0,1.401567789E-2
1.193313714E0,1.403038642E-2
1.193316384E0,1.404191421E-2
1.193320834E0,1.403908392E-2
1.196174783E0,1.397653128E-2
1.196171653E0,1.397846141E-2
1.193355249E0,1.405850604E-2
1.193318016E0,1.409232067E-2
1.196166436E0,1.403845073E-2
1.193319203E0,1.413883729E-2
1.193323208E0,1.417251626E-2
1.193320686E0,1.418491348E-2
1.193321131E0,1.419690735E-2
1.196177317E0,1.413077538E-2
1.193331218E0,1.419867885E-2
1.193320834E0,1.419658029E-2
1.196168672E0,1.412759047E-2
1.193316236E0,1.419882525E-2
1.190472205E0,1.426781192E-2
1.190484310E0,1.426430147E-2
1.190480177E0,1.425856021E-2
1.190479734E0,1.424986373E-2
1.187658153E0,1.430496539E-2
1.187648162E0,1.430461037E-2
1.196171802E0,1.409707609E-2
1.199037173E0,1.403034687E-2
1.196169417E0,1.411385280E-2
1.196167777E0,1.412000179E-2
1.196174485E0,1.413030415E-2
1.199037024E0,1.408398614E-2
1.198999136E0,1.422330747E-2
1.196165691E0,1.439231393E-2
1.196169715E0,1.466483319E-2
1.190473090E0,1.527149483E-2
1.190476190E0,1.540674831E-2
1.190473091E0,1.546170913E-2
1.193320390E0,1.538193415E-2
1.193327213E0,1.535364842E-2
1.196170162E0,1.527000439E-2
1.196166734E0,1.525859070E-2
1.193316088E0,1.532641602E-2
1.193317422E0,1.533328831E-2
1.193318758E0,1.533229360E-2
1.196142441E0,1.525631499E-2
1.193329141E0,1.532846636E-2
1.190479586E0,1.540510237E-2
1.196180447E0,1.525239185E-2
1.196177465E0,1.524241197E-2
1.199077909E0,1.515963176E-2
1.201925786E0,1.507172440E-2
1.201922626E0,1.505277279E-2
1.201926388E0,1.504526662E-2
1.201928344E0,1.504545850E-2
1.204818521E0,1.498400692E-2
1.204826082E0,1.500096420E-2
1.207733875E0,1.494562356E-2
1.207729773E0,1.497506569E-2
1.204779058E0,1.506129387E-2
1.204829559E0,1.506372176E-2
1.207725822E0,1.499225176E-2
1.207726886E0,1.498829080E-2
1.207729317E0,1.498836380E-2
1.207729165E0,1.498639589E-2
1.207747094E0,1.498447819E-2
1.207727798E0,1.499476692E-2
1.207728861E0,1.501893077E-2
1.207728405E0,1.503205670E-2
1.204817311E0,1.512390747E-2
1.204825930E0,1.512062828E-2
1.207728405E0,1.503890654E-2
1.204821092E0,1.510979274E-2
1.204829106E0,1.509907178E-2
1.207724455E0,1.502596721E-2
1.210652226E0,1.495645884E-2
1.210655891E0,1.495210722E-2
1.210684594E0,1.494290277E-2
1.207775508E0,1.500154949E-2
1.207765327E0,1.496318086E-2
1.216547633E0,1.470116475E-2
1.216547479E0,1.468456623E-2
1.216555187E0,1.466658567E-2
1.216551487E0,1.464169314E-2
1.219513899E0,1.456181322E-2
1.216549329E0,1.462384415E-2
1.216548867E0,1.461173716E-2
1.213603126E0,1.469500981E-2
1.213598370E0,1.470764116E-2
1.216539000E0,1.464698436E-2
1.213635805E0,1.473733400E-2
1.213598984E0,1.474152961E-2
1.216551642E0,1.466627559E-2
1.216582013E0,1.466099409E-2
1.216548404E0,1.465010962E-2
1.219478424E0,1.457155563E-2
1.219522730E0,1.456244800E-2
1.219516688E0,1.455227279E-2
1.216554108E0,1.462063026E-2
1.219516843E0,1.454613328E-2
1.222499181E0,1.447456376E-2
1.225501460E0,1.440328789E-2
1.228504845E0,1.433476607E-2
1.228505945E0,1.433790924E-2
1.228508303E0,1.433866416E-2
1.231524566E0,1.427347432E-2
1.234566790E0,1.420904565E-2
1.234570918E0,1.421606369E-2
1.231529938E0,1.429115162E-2
1.231531043E0,1.429524457E-2
1.228505631E0,1.436560313E-2
1.225493794E0,1.443716586E-2
1.222499181E0,1.450687029E-2
1.222499492E0,1.450777981E-2
1.222487972E0,1.450912014E-2
1.222462598E0,1.450920646E-2
1.219516998E0,1.457782569E-2
1.219520096E0,1.457828096E-2
1.219495000E0,1.458693327E-2
1.219470679E0,1.459430513E-2
1.216520809E0,1.467343570E-2
1.219511885E0,1.462859522E-2
1.219517927E0,1.463200325E-2
1.222487972E0,1.456112502E-2
1.222501827E0,1.456052164E-2
1.219523040E0,1.464026692E-2
1.222462130E0,1.457093254E-2
1.225451088E0,1.450085102E-2
1.225503337E0,1.450031595E-2
1.225494107E0,1.450027441E-2
1.228550123E0,1.442840116E-2
1.228506574E0,1.444052202E-2
1.231527726E0,1.438709954E-2
1.231533729E0,1.440250429E-2
1.234552977E0,1.435350042E-2
1.234603942E0,1.437249397E-2
1.237562178E0,1.431034416E-2
1.237618178E0,1.431484795E-2
1.234580285E0,1.438617311E-2
1.237626794E0,1.431461213E-2
1.234575364E0,1.438479925E-2
1.237597437E0,1.431322943E-2
1.237622646E0,1.431538907E-2
1.243513491E0,1.418390922E-2
1.243781256E0,1.418779018E-2
1.240706815E0,1.427015020E-2
1.243781095E0,1.420940955E-2
1.243780611E0,1.421971503E-2
1.243726630E0,1.422831464E-2
1.240685489E0,1.430283462E-2
1.243781095E0,1.423431859E-2
1.243643976E0,1.423498991E-2
1.240700882E0,1.429215697E-2
1.228505945E0,1.456378559E-2
1.231520617E0,1.448407415E-2
1.231518562E0,1.447437833E-2
1.240704410E0,1.423247846E-2
1.240745140E0,1.420821598E-2
1.243779322E0,1.413421111E-2
1.243784962E0,1.411718672E-2
1.243788346E0,1.411516611E-2
1.243794309E0,1.411385838E-2
1.243784318E0,1.411658038E-2
1.246885546E0,1.404644676E-2
1.246878259E0,1.404606020E-2
1.246846517E0,1.404397975E-2
1.474209209E0,1.003934704E-2
1.467004061E0,1.013251512E-2
1.467007984E0,1.012838656E-2
1.488829706E0,9.821005210E-3
1.474198078E0,1.001143827E-2
1.452787985E0,1.029814847E-2
1.449320763E0,1.034228248E-2
1.470584293E0,1.004377536E-2
1.452794764E0,1.029647088E-2
1.234571871E0,1.426384422E-2
1.452728261E0,1.030437917E-2
1.452784687E0,1.030736284E-2
1.452770030E0,1.031104906E-2
1.463404224E0,1.016095901E-2
1.228486451E0,1.441106524E-2
1.228497456E0,1.434523212E-2
1.225611293E0,1.435872857E-2
1.225489570E0,1.431724752E-2
1.222490774E0,1.433780320E-2
1.222453102E0,1.432677903E-2
1.463409243E0,9.990303979E-3
1.466982204E0,9.937520347E-3
1.452795680E0,1.012839087E-2
1.219506773E0,1.437262724E-2
1.452780840E0,1.012833900E-2
1.463415192E0,9.974315629E-3
1.219509097E0,1.435160626E-2
1.219507548E0,1.431255147E-2
1.216545012E0,1.434989292E-2
1.213626139E0,1.433435094E-2
1.213589932E0,1.429829598E-2
1.219498098E0,1.415138317E-2
1.219516843E0,1.415102381E-2
1.219515758E0,1.413157036E-2
1.219510491E0,1.408540831E-2
1.219391372E0,1.401331480E-2
1.216545783E0,1.385740201E-2
1.213584102E0,1.365694058E-2
1.210652226E0,1.358046441E-2
1.207730836E0,1.350458177E-2
7.177090728E-1,3.763611186E-2
1.199039719E0,1.336403155E-2
1.201917359E0,1.327490965E-2
1.201920369E0,1.328090177E-2
1.199072218E0,1.334957202E-2
1.207729317E0,1.313646372E-2
1.201956936E0,1.313647949E-2
7.228701561E-1,3.609668171E-2
7.211628753E-1,3.605519889E-2
7.211747939E-1,3.572303097E-2
7.228911128E-1,3.543140373E-2
7.263713666E-1,3.496651822E-2
1.210656043E0,1.257919513E-2
1.210661387E0,1.258043517E-2
1.210694213E0,1.258403101E-2
1.216538846E0,1.246796159E-2
1.216597276E0,1.245537001E-2
1.452790550E0,8.731543998E-3
1.216550562E0,1.245091779E-2
1.216541621E0,1.245297864E-2
1.216545475E0,1.245288259E-2
1.219547518E0,1.238271161E-2
1.219520561E0,1.236484152E-2
1.219498408E0,1.235438565E-2
1.216534838E0,1.240537190E-2
1.213595455E0,1.244706456E-2
1.216542854E0,1.237294970E-2
1.466989676E0,8.495318540E-3
1.463427090E0,8.534666348E-3
1.463420212E0,8.533395228E-3
1.449224678E0,8.699384950E-3
1.213564159E0,1.240600601E-2
1.219521336E0,1.227939828E-2
1.219498563E0,1.225520056E-2
1.216539154E0,1.226437340E-2
1.213648386E0,1.229646002E-2
1.216543162E0,1.215417701E-2
1.216327679E0,1.212183175E-2
1.213601592E0,1.209548319E-2
1.216679150E0,1.194897202E-2
1.216533758E0,1.191437554E-2
1.216549946E0,1.188243220E-2
1.219507083E0,1.178787206E-2
1.216537921E0,1.183748093E-2
1.213599597E0,1.189497753E-2
1.219531715E0,1.180780222E-2
1.219502590E0,1.180968748E-2
1.213726488E0,1.190569932E-2
1.213592847E0,1.189109279E-2
1.216419227E0,1.176886235E-2
1.459904706E0,8.130788202E-3
1.466995281E0,7.965690906E-3
1.463408872E0,7.928425640E-3
1.228495726E0,1.116082341E-2
1.237614668E0,1.093888675E-2
1.234569013E0,1.098861351E-2
1.234556788E0,1.099227208E-2
1.231533255E0,1.104910959E-2
1.228496513E0,1.111654288E-2
1.026812316E0,1.591161696E-2
1.028834811E0,1.582058757E-2
6.172830907E-1,4.388446396E-2
1.237382725E0,1.088647515E-2
1.237621050E0,1.086844199E-2
1.028829518E0,1.571454142E-2
1.035192446E0,1.551399445E-2
1.240697034E0,1.080250691E-2
1.037388901E0,1.541922527E-2
1.243777872E0,1.067109406E-2
1.246883765E0,1.059187845E-2
1.059322852E0,1.464770460E-2
1.250005534E0,1.052197537E-2
6.224284977E-1,4.243539617E-2
6.237018393E-1,4.223507761E-2
6.249997288E-1,4.175095921E-2
6.249981012E-1,4.143055985E-2
6.289288948E-1,4.054924274E-2
6.263052104E-1,3.990452992E-2
6.302666521E-1,3.840940866E-2
6.302438257E-1,3.803073313E-2
6.153859961E-1,3.959479582E-2
6.172821645E-1,3.926564458E-2
6.315817176E-1,3.750612175E-2
6.315661361E-1,3.746894704E-2
6.263058914E-1,3.746007254E-2
6.249987116E-1,3.699607124E-2
6.263035079E-1,3.655445852E-2
6.224054284E-1,3.659594977E-2
6.250015599E-1,3.614713516E-2
6.198429151E-1,3.672943943E-2
6.309157595E-1,3.543251880E-2
6.309090217E-1,3.543794939E-2
6.290155025E-1,3.565070979E-2
6.289248434E-1,3.566081320E-2
6.289300967E-1,3.565789584E-2
6.309177291E-1,3.543289362E-2
6.211186823E-1,3.656511804E-2
6.211179456E-1,3.656877424E-2
6.236964366E-1,3.626700120E-2
6.224016622E-1,3.642002300E-2
6.224072444E-1,3.641054951E-2
6.382944065E-1,3.461101670E-2
6.423940601E-1,3.414834984E-2
6.211233038E-1,3.654969514E-2
6.276319546E-1,3.583371774E-2
6.396555101E-1,3.451272718E-2
6.423969973E-1,3.421897675E-2
6.410291368E-1,3.434809001E-2
6.211332167E-1,3.649728155E-2
6.211164721E-1,3.644526229E-2
6.465446120E-1,3.352349505E-2
1.291721947E0,8.382397758E-3
1.288663081E0,8.400224033E-3
6.396546576E-1,3.379856173E-2
6.237000835E-1,3.536280698E-2
6.185559041E-1,3.561272717E-2
6.224063029E-1,3.503380065E-2
6.172826937E-1,3.548831195E-2
6.450613666E-1,3.239969378E-2
6.224035453E-1,3.468653807E-2
6.147523925E-1,3.562133305E-2
6.160137260E-1,3.556591415E-2
6.160211707E-1,3.562516294E-2
6.237008264E-1,3.486524282E-2
6.185573654E-1,3.548181383E-2
6.230545771E-1,3.497483415E-2
6.249924726E-1,3.473016111E-2
6.160157683E-1,3.561384522E-2
6.160188647E-1,3.552048112E-2
6.228939818E-1,3.459755744E-2
6.160201165E-1,3.534908496E-2
6.160160319E-1,3.538538309E-2
6.198345108E-1,3.501323364E-2
6.211164721E-1,3.491067888E-2
6.160173495E-1,3.551530006E-2
6.224073116E-1,3.484457271E-2
6.160157024E-1,3.567623122E-2
6.147589538E-1,3.585470863E-2
6.147518021E-1,3.586913377E-2
6.122456139E-1,3.615707777E-2
6.134986316E-1,3.600318769E-2
6.116205030E-1,3.624319780E-2
6.153814597E-1,3.582170755E-2
6.147542298E-1,3.592990112E-2
6.224048232E-1,3.504385138E-2
6.236977874E-1,3.484439450E-2
6.173390608E-1,3.551618089E-2
9.174307544E-1,1.601544311E-2
9.259259259E-1,1.538947178E-2
9.287894247E-1,1.503108154E-2
9.259406618E-1,1.379525195E-2
9.285940219E-1,1.282885095E-2
6.160163613E-1,2.748960661E-2
8.875777942E-1,1.313183734E-2
6.198379791E-1,2.692743617E-2
8.984037892E-1,1.282601472E-2
9.202470163E-1,1.220151367E-2
9.202370187E-1,1.218217238E-2
9.202668647E-1,1.210535006E-2
9.174351382E-1,1.218512671E-2
1.240690781E0,6.663579359E-3
9.174335309E-1,1.218213248E-2
9.146326941E-1,1.224152354E-2
8.955268435E-1,1.277439103E-2
9.036107724E-1,1.252632232E-2
9.009000557E-1,1.258558266E-2
8.928639246E-1,1.284399459E-2
8.928528524E-1,1.287041531E-2
9.259342613E-1,1.201991888E-2
9.174323618E-1,1.226828772E-2
8.928981117E-1,1.295978438E-2
8.928539599E-1,1.290714516E-2
6.224077825E-1,2.631155757E-2
9.036131822E-1,1.239788433E-2
8.955307419E-1,1.256467957E-2
9.118539592E-1,1.209425654E-2
1.424234930E0,4.954111189E-3
1.424510302E0,4.949227773E-3
1.396650280E0,5.146345854E-3
1.385085515E0,5.229413261E-3
1.396641949E0,5.124803744E-3
1.329763288E0,5.628160669E-3
1.084580686E0,8.373267180E-3
1.075270383E0,8.424214659E-3
1.075265566E0,8.399473684E-3
1.059319112E0,8.627236707E-3
1.059315722E0,8.620650052E-3
1.050419134E0,8.769096422E-3
1.057080241E0,8.672235656E-3
6.223895567E-1,2.500652941E-2
6.223874721E-1,2.500669693E-2
6.011882235E-1,2.682346248E-2
6.012054796E-1,2.682192270E-2
6.000011875E-1,2.694474170E-2
6.012010871E-1,2.685875377E-2
6.012014008E-1,2.690874485E-2
6.012023422E-1,2.690147220E-2
6.237016368E-1,2.500111130E-2
6.236949509E-1,2.499355218E-2
6.012025931E-1,2.689983783E-2
6.024108358E-1,2.681541650E-2
1.082251692E0,8.263487077E-3
1.084583504E0,8.178650425E-3
6.224075133E-1,2.477145061E-2
1.089363556E0,8.043365127E-3
1.089335991E0,8.017048338E-3
1.336898210E0,5.315411501E-3
6.147523925E-1,2.507814404E-2
6.000034377E-1,2.623631881E-2
6.012013381E-1,2.610302472E-2
6.036214774E-1,2.588261466E-2
6.036031968E-1,2.587904032E-2
6.249981690E-1,2.413870252E-2
1.086968091E0,7.986533899E-3
1.086954430E0,7.987803636E-3
1.366077257E0,5.052621093E-3
1.366109915E0,5.037956183E-3
1.362378293E0,5.056208798E-3
1.351345835E0,5.116648392E-3
1.098894935E0,7.714569984E-3
1.216709837E0,6.269348817E-3
1.082251082E0,7.904138923E-3
1.075261230E0,7.982431584E-3
1.089319304E0,7.759202427E-3
1.072959095E0,7.983897460E-3
1.075135509E0,7.945915826E-3
1.222490151E0,6.144103815E-3
1.222484858E0,6.142644791E-3
1.084600537E0,7.791189317E-3
1.086954553E0,7.742524422E-3
1.084602375E0,7.786809261E-3
1.084600169E0,7.773260058E-3
1.222494043E0,6.063958208E-3
1.222488595E0,6.074558071E-3
1.222518641E0,6.091549135E-3
1.222499025E0,6.090478251E-3
1.222492331E0,6.071075517E-3
1.404482259E0,4.596032571E-3
9.230745566E-1,1.064055676E-2
6.224081860E-1,2.343525815E-2
6.237006237E-1,2.336563798E-2
6.036198960E-1,2.495544816E-2
6.224066391E-1,2.334942474E-2
6.224063700E-1,2.328403964E-2
6.172850091E-1,2.346816658E-2
9.008979420E-1,1.098572243E-2
1.204816404E0,6.128311156E-3
1.204827896E0,6.128623468E-3
1.366121385E0,4.759066019E-3
1.366112443E0,4.756146420E-3
1.204822906E0,6.114229437E-3
1.207721416E0,6.085402479E-3
1.201929397E0,6.143807893E-3
1.199039120E0,6.169565046E-3
1.195967646E0,6.186954824E-3
1.196169864E0,6.167936320E-3
1.196169864E0,6.146942977E-3
1.048220204E0,7.977043747E-3
1.173707198E0,6.327716185E-3
1.037345968E0,8.059517625E-3
1.039386918E0,7.993090315E-3
1.039484269E0,7.958203240E-3
1.035196464E0,7.990959804E-3
1.035329207E0,7.964118631E-3
1.037346977E0,7.921848448E-3
1.037343950E0,7.921894671E-3
1.037339242E0,7.922904943E-3
1.168226574E0,6.246335563E-3
1.168223873E0,6.244529106E-3
1.170980184E0,6.214661219E-3
1.046022369E0,7.793292805E-3
1.173706624E0,6.230824910E-3
1.022491403E0,8.267894317E-3
1.035194009E0,8.086890121E-3
1.035192446E0,8.106569767E-3
1.037337113E0,8.077309981E-3
1.022497610E0,8.302156055E-3
1.035193562E0,8.099818524E-3
1.037342941E0,8.091343741E-3
1.037345183E0,8.116406716E-3
1.050420398E0,7.942903410E-3
1.046030804E0,8.058316077E-3
1.187646693E0,6.253861037E-3
1.187654333E0,6.265396790E-3
1.046023623E0,8.085375901E-3
1.193316088E0,6.217728962E-3
1.033058963E0,8.267254654E-3
1.037349779E0,8.182663269E-3
1.033055072E0,8.252316320E-3
1.039500815E0,8.144440998E-3
1.190502174E0,6.200024862E-3
1.048213795E0,7.980308004E-3
1.190246082E0,6.179586789E-3
1.190471614E0,6.172197164E-3
1.190486229E0,6.172045614E-3
1.190480029E0,6.176771993E-3
1.190478258E0,6.192089716E-3
1.190471466E0,6.185890406E-3
1.193323652E0,6.144896283E-3
1.196156003E0,6.122456715E-3
1.193315346E0,6.159897183E-3
1.193327361E0,6.157212861E-3
1.196157792E0,6.116366511E-3
1.193315939E0,6.136798894E-3
1.193356436E0,6.138327030E-3
1.196172696E0,6.105355349E-3
1.199030284E0,6.069246600E-3
1.196177018E0,6.102757910E-3
1.190476190E0,6.191261716E-3
1.182057694E0,6.290147690E-3
1.190482834E0,6.203953263E-3
1.190702105E0,6.203097230E-3
1.190473533E0,6.194664699E-3
1.193314753E0,6.165201478E-3
1.190474715E0,6.195907967E-3
1.190478257E0,6.190449857E-3
1.190476191E0,6.193491040E-3
1.453478909E0,4.162310354E-3
1.190508227E0,6.213586094E-3
1.190486377E0,6.228003945E-3
1.182147067E0,6.320107447E-3
1.182027276E0,6.323078689E-3
1.179250063E0,6.356912315E-3
1.179253540E0,6.335068785E-3
1.416426624E0,4.374948827E-3
1.404503629E0,4.449543013E-3
1.416438118E0,4.374877825E-3
1.440912890E0,4.219421489E-3
1.432660481E0,4.246086972E-3
1.432658984E0,4.247805028E-3
1.420467577E0,4.315222984E-3
1.184833392E0,6.188072538E-3
1.412417950E0,4.335755734E-3
1.396651703E0,4.425197395E-3
1.396648654E0,4.422237931E-3
1.396648045E0,4.419918994E-3
1.396657798E0,4.422968767E-3
1.420449502E0,4.286541541E-3
1.396646216E0,4.435726711E-3
1.420451393E0,4.287277352E-3
1.404502190E0,4.372313403E-3
1.416433312E0,4.289372960E-3
1.184871999E0,6.120991150E-3
1.187645959E0,6.089437062E-3
1.082251815E0,7.320015499E-3
1.190442237E0,6.046889009E-3
1.182035717E0,6.136889704E-3
1.184831199E0,6.113908830E-3
1.187592039E0,6.083851736E-3
1.059325775E0,7.648058734E-3
1.059316423E0,7.644799236E-3
1.059317709E0,7.646429876E-3
1.072961613E0,7.452588535E-3
1.070662498E0,7.486333698E-3
1.070662976E0,7.482062853E-3
1.070664409E0,7.490779977E-3
1.190470581E0,6.071806128E-3
1.190479734E0,6.080852790E-3
1.193311044E0,6.052031541E-3
1.190477519E0,6.080875414E-3
1.190471467E0,6.084911259E-3
1.187626271E0,6.101694503E-3
1.187526959E0,6.100309714E-3
1.187649485E0,6.096134825E-3
1.187641551E0,6.097904033E-3
1.190464676E0,6.077405988E-3
1.461936652E0,4.031721149E-3
1.453489033E0,4.081103137E-3
1.457640733E0,4.054315977E-3
1.250004205E0,5.521128796E-3
1.255227527E0,5.499891465E-3
1.271188265E0,5.371055069E-3
1.268487769E0,5.364459226E-3
1.293100981E0,5.148632440E-3
1.293089950E0,5.124201214E-3
1.293101562E0,5.091914460E-3
1.287722616E0,5.121299209E-3
1.304348269E0,4.980791057E-3
1.290293532E0,5.089781096E-3
1.290319979E0,5.087920227E-3
1.268494753E0,5.252060282E-3
1.249996609E0,5.410182080E-3
1.257861773E0,5.303283965E-3
1.257866854E0,5.296708593E-3
1.258006276E0,5.293631174E-3
1.287549619E0,5.045805087E-3
1.453503337E0,3.941881775E-3
1.457718200E0,3.914755716E-3
1.479292676E0,3.778518257E-3
1.199046608E0,5.740822905E-3
1.201925485E0,5.707458014E-3
1.201924131E0,5.708143064E-3
1.201917509E0,5.708183819E-3
1.436774083E0,3.991300467E-3
1.432663474E0,4.011011223E-3
