"Time (s)","Rotation x (rad/s)","Rotation y (rad/s)","Rotation z (rad/s)"
1.500300161E2,5.253441259E-2,2.687807009E-2,-2.638937831E-1
1.500500354E2,-9.773843922E-3,1.221730467E-2,-2.700024247E-1
1.500800114E2,-8.063421398E-2,2.443460980E-3,-2.809980214E-1
1.501100146E2,-1.417207420E-1,-3.665191587E-3,-2.993239760E-1
1.501400297E2,-1.148426682E-1,0.000000000E0,-2.809980214E-1
1.501700208E2,-1.404990107E-1,3.665191587E-3,-2.565633953E-1
1.502000448E2,-2.064724565E-1,-6.108652335E-3,-2.480112910E-1
1.502300333E2,-2.003637999E-1,-1.221730490E-3,-2.138028294E-1
1.502600281E2,-1.624901593E-1,1.221730490E-3,-2.162462920E-1
1.502900370E2,-1.637118906E-1,2.809980139E-2,-1.453859210E-1
1.503100370E2,-1.466076523E-1,3.665191308E-2,-1.172861308E-1
1.503401859E2,-1.221730486E-1,4.153883830E-2,-8.552113175E-2
1.503700286E2,-1.062905490E-1,2.565634064E-2,-1.954768784E-2
1.504000260E2,-1.673770845E-1,2.565634064E-2,4.153883830E-2
1.504200265E2,-1.356120855E-1,4.031710699E-2,6.352998316E-2
1.504400302E2,-9.896016866E-2,5.009094998E-2,7.819075137E-2
1.504600307E2,-5.619960278E-2,5.742133409E-2,1.099557430E-1
1.504800317E2,4.764748737E-2,6.352998316E-2,1.734857261E-1
1.505101021E2,1.918116808E-1,5.864306539E-2,2.284636050E-1
1.505400286E2,2.223549485E-1,4.276056588E-2,2.675589919E-1
1.505700500E2,2.357939780E-1,2.932153270E-2,2.785545588E-1
1.506000323E2,2.223549485E-1,2.076941915E-2,3.017674387E-1
1.506300286E2,2.174680233E-1,1.343903504E-2,3.152064681E-1
1.506600208E2,2.370157093E-1,-1.710422710E-2,3.005456924E-1
1.506800406E2,2.541199327E-1,-5.497787148E-2,2.919935882E-1
1.507100401E2,2.162462920E-1,-9.040805697E-2,2.602286041E-1
1.507400448E2,3.787364438E-2,-7.941248268E-2,2.174680233E-1
1.507700312E2,-2.932153270E-2,-8.552113175E-2,1.685988009E-1
1.508000411E2,1.710422710E-2,-1.233947799E-1,1.453859210E-1
1.508300302E2,1.001819000E-1,-1.295034289E-1,1.270599663E-1
1.508600073E2,1.136209369E-1,-1.099557430E-1,7.330382615E-2
1.508800333E2,0.000000000E0,0.000000000E0,0.000000000E0
1.509100286E2,-8.185594529E-2,-7.941248268E-2,-7.452555746E-2
1.509400364E2,-1.637118906E-1,-3.909537569E-2,-1.209513173E-1
1.509600672E2,-1.795943826E-1,-3.909537569E-2,-1.466076523E-1
1.509800698E2,-1.783726513E-1,-3.298672289E-2,-1.857030392E-1
1.510100250E2,-1.905899495E-1,-1.588249579E-2,-1.918116808E-1
1.510400281E2,-2.809980214E-1,-7.330383174E-3,-2.345722616E-1
1.510700172E2,-3.457497358E-1,-2.443460980E-3,-2.638937831E-1
1.510900291E2,-3.701843321E-1,0.000000000E0,-2.675589919E-1
1.511100422E2,-3.579670191E-1,0.000000000E0,-2.834414840E-1
1.511400192E2,-2.675589919E-1,1.221730490E-3,-2.748893499E-1
1.511600271E2,-1.954768747E-1,2.443460980E-3,-2.565633953E-1
1.511900302E2,-1.270599663E-1,3.298672289E-2,-2.614503205E-1
1.512200567E2,-7.696902007E-2,2.687807009E-2,-2.321287990E-1
1.512500364E2,-3.787364438E-2,1.832595654E-2,-1.698205322E-1
1.512800125E2,-2.687807009E-2,1.954768784E-2,-1.514945775E-1
1.513000297E2,-2.199114859E-2,1.954768784E-2,-1.331686229E-1
1.513300276E2,0.000000000E0,0.000000000E0,0.000000000E0
1.513500401E2,3.420845419E-2,1.954768784E-2,-1.038470939E-1
1.513701750E2,1.001819000E-1,2.076941915E-2,-4.398229718E-2
1.514000109E2,1.270599663E-1,1.099557430E-2,4.764748737E-2
1.514200437E2,1.576032341E-1,9.773843922E-3,7.330382615E-2
1.514500021E2,2.541199327E-1,1.221730467E-2,1.209513173E-1
1.514700370E2,3.249803185E-1,1.221730467E-2,1.685988009E-1
1.515000354E2,3.995058835E-1,1.099557430E-2,2.101376504E-1
1.515300323E2,4.092797041E-1,4.642575979E-2,2.492330223E-1
1.515600463E2,4.117231667E-1,5.986479297E-2,2.590068579E-1
1.515900052E2,3.689626157E-1,7.086037099E-2,2.834414840E-1
1.516100573E2,2.712241709E-1,7.941248268E-2,2.700024247E-1
1.516400281E2,2.394591719E-1,1.014036313E-1,3.029891551E-1
1.516600291E2,3.958406746E-1,1.062905490E-1,3.115412891E-1
1.516903005E2,6.438519955E-1,8.674286306E-2,2.981022298E-1
1.517200328E2,7.880161405E-1,6.352998316E-2,2.687807083E-1
1.517400427E2,8.649851680E-1,6.841690838E-2,2.528982162E-1
1.517700192E2,1.098335743E0,5.253441259E-2,2.199114859E-1
1.518000213E2,1.499063253E0,1.466076635E-2,1.905899495E-1
1.518300271E2,1.971873045E0,-2.565634064E-2,1.783726513E-1
1.518500531E2,2.342057467E0,-6.597344577E-2,1.771509200E-1
1.518800166E2,2.425135136E0,-8.307767659E-2,1.209513173E-1
1.519100172E2,1.838704348E0,-5.619960278E-2,1.588249579E-2
1.519400276E2,1.347568750E0,-3.298672289E-2,-6.108652428E-2
1.519700192E2,1.006705880E0,-1.954768784E-2,-1.185078546E-1
1.520000406E2,6.548475623E-1,-3.054326214E-2,-1.771509200E-1
1.520300224E2,1.270599663E-1,-5.864306539E-2,-2.186897546E-1
1.520600286E2,-2.309070677E-1,-6.352998316E-2,-2.773328125E-1
1.520900302E2,-5.326744914E-1,-5.131268129E-2,-3.005456924E-1
1.521200281E2,-5.314527750E-1,-6.108652428E-2,-3.005456924E-1
1.521500260E2,-6.279694438E-1,-7.330382615E-2,-2.968805134E-1
1.521800338E2,-7.709119320E-1,-6.963863969E-2,-2.846632004E-1
1.522000359E2,-8.148942590E-1,-5.986479297E-2,-2.773328125E-1
1.522301911E2,-8.136724830E-1,-4.764748737E-2,-2.467895597E-1
