"Time (s)","Rotation x (rad/s)","Rotation y (rad/s)","Rotation z (rad/s)"
1.814199734E2,-4.153883755E-1,-9.162978828E-2,-1.502728462E-1
1.814399880E2,-3.298672438E-1,-9.407325089E-2,-1.282816976E-1
1.814699896E2,-2.321287990E-1,-1.123992056E-1,-1.123992056E-1
1.814999708E2,-1.612684280E-1,-1.295034289E-1,-7.819075137E-2
1.815299677E2,-1.062905490E-1,-1.233947799E-1,-6.352998316E-2
1.815600000E2,-2.700024247E-1,-6.841690838E-2,-3.909537569E-2
1.815800515E2,-4.117231667E-1,-4.764748737E-2,-3.176499158E-2
1.816099781E2,-7.281513810E-1,-4.031710699E-2,1.221730490E-3
1.816399797E2,-9.089674950E-1,-2.076941915E-2,2.443460934E-2
1.816699729E2,-1.049466491E0,-8.552113548E-3,2.565634064E-2
1.817000067E2,-1.116661668E0,1.221730490E-3,5.253441259E-2
1.817299739E2,-1.189965487E0,3.909537569E-2,7.330382615E-2
1.817499781E2,-1.297477722E0,6.841690838E-2,8.307767659E-2
1.817799724E2,-1.406211853E0,8.918632567E-2,9.040805697E-2
1.818100151E2,-1.246165156E0,8.552113175E-2,1.001819000E-1
1.818399718E2,-1.158200502E0,1.099557430E-1,1.026253626E-1
1.818699750E2,-1.072679400E0,1.270599663E-1,1.050688252E-1
1.818999823E2,-9.761626720E-1,1.246165112E-1,1.075122803E-1
1.819299541E2,-9.199630618E-1,1.246165112E-1,1.075122803E-1
1.819499838E2,-9.334021211E-1,1.111774743E-1,1.075122803E-1
1.819799817E2,-9.578366876E-1,1.087340117E-1,8.307767659E-2
1.820099823E2,-8.625417352E-1,9.040805697E-2,8.429940045E-2
1.820399791E2,-7.562511563E-1,9.651670605E-2,5.742133409E-2
1.820708015E2,-7.672467232E-1,8.307767659E-2,3.543018550E-2
1.820999453E2,-9.419541955E-1,8.307767659E-2,1.710422710E-2
1.821199666E2,-1.108109593E0,7.452555746E-2,4.886921961E-3
1.821499729E2,-1.417207360E0,9.407325089E-2,-8.552113548E-3
1.821799817E2,-1.651779652E0,1.038470939E-1,-5.742133409E-2
1.822099791E2,-2.009746552E0,1.221730486E-1,-7.696902007E-2
1.822399458E2,-2.455678225E0,1.417207420E-1,-1.209513173E-1
1.822599635E2,-2.878396988E0,1.612684280E-1,-1.368338168E-1
1.822799651E2,-3.263242245E0,1.771509200E-1,-1.539380401E-1
1.823101349E2,-3.574783325E0,1.991420686E-1,-1.747074574E-1
1.823399578E2,-3.552792311E0,2.235766798E-1,-2.052507252E-1
1.823699588E2,-3.196047068E0,2.223549485E-1,-2.138028294E-1
1.823999755E2,-2.845410347E0,1.808161139E-1,-2.015855312E-1
1.824300859E2,-2.320066214E0,1.368338168E-1,-2.076941878E-1
1.824599713E2,-1.661553502E0,1.246165112E-1,-1.918116808E-1
1.824799838E2,-1.200961113E0,1.392772794E-1,-1.624901593E-1
1.825099651E2,-5.644394755E-1,1.197295859E-1,-1.319468915E-1
1.825399666E2,3.078760803E-1,7.086037099E-2,-1.001819000E-1
1.825700536E2,9.688322544E-1,3.787364438E-2,-5.009094998E-2
1.825999744E2,1.458746195E0,1.221730490E-3,-1.343903504E-2
1.826299807E2,1.960877419E0,-9.773843922E-3,2.199114859E-2
1.826599739E2,2.373822451E0,-2.076941915E-2,6.352998316E-2
1.826899531E2,2.704911232E0,-4.276056588E-2,9.407325089E-2
1.827100135E2,2.819753885E0,-6.841690838E-2,1.026253626E-1
1.827399864E2,2.798984528E0,-8.552113175E-2,1.209513173E-1
1.827699765E2,2.643824816E0,-7.574728876E-2,1.527163088E-1
1.828001083E2,2.526538610E0,-8.307767659E-2,1.832595766E-1
1.828299734E2,2.317622662E0,-1.099557430E-1,1.869247705E-1
1.828599489E2,2.084272146E0,-1.148426682E-1,1.747074574E-1
1.828799791E2,1.890017033E0,-1.282816976E-1,1.857030392E-1
1.829100588E2,1.613906026E0,-1.160643995E-1,1.795943826E-1
1.829405276E2,1.357342601E0,-1.172861308E-1,1.747074574E-1
1.829699708E2,1.196074128E0,-1.185078546E-1,1.734857261E-1
1.829899729E2,1.121548533E0,-1.160643995E-1,1.722639948E-1
1.830100041E2,1.021366715E0,-1.099557430E-1,1.576032341E-1
1.830399614E2,8.564330935E-1,-9.651670605E-2,1.466076523E-1
1.830708547E2,6.426302195E-1,-6.841690838E-2,1.368338168E-1
1.830999583E2,5.033529401E-1,-6.108652428E-2,1.197295859E-1
1.831299916E2,3.579670191E-1,-6.963863969E-2,1.172861308E-1
1.831599776E2,2.797762752E-1,-6.230825558E-2,1.001819000E-1
1.831899692E2,1.722639948E-1,-3.909537569E-2,7.086037099E-2
1.832099698E2,1.136209369E-1,-4.276056588E-2,6.108652428E-2
1.832399547E2,4.886921868E-2,-3.054326214E-2,5.253441259E-2
1.832599781E2,8.674286306E-2,-5.742133409E-2,4.031710699E-2
1.832899630E2,0.000000000E0,0.000000000E0,0.000000000E0
1.833099906E2,0.000000000E0,0.000000000E0,0.000000000E0
1.833399599E2,7.574728876E-2,-4.031710699E-2,-7.086037099E-2
1.833599656E2,0.000000000E0,0.000000000E0,0.000000000E0
1.833799666E2,8.063421398E-2,-1.954768784E-2,-7.452555746E-2
1.834099661E2,1.307251602E-1,-1.832595654E-2,-1.148426682E-1
1.834399937E2,1.380555481E-1,-1.710422710E-2,-1.539380401E-1
1.834699807E2,1.136209369E-1,-1.221730467E-2,-1.527163088E-1
1.834999781E2,1.246165112E-1,2.076941915E-2,-1.808161139E-1
1.835199797E2,9.651670605E-2,2.932153270E-2,-1.808161139E-1
1.835405271E2,6.719517708E-2,2.321287990E-2,-1.600466967E-1
1.835699578E2,7.330383174E-3,1.588249579E-2,-1.343903542E-1
1.835899744E2,-4.886921868E-2,1.588249579E-2,-1.466076523E-1
1.836100067E2,-1.551597714E-1,2.932153270E-2,-1.343903542E-1
1.836406458E2,-2.981022298E-1,4.153883830E-2,-1.160643995E-1
1.836699823E2,-3.738495409E-1,3.420845419E-2,-1.123992056E-1
1.836999646E2,-4.520402849E-1,5.497787148E-2,-8.307767659E-2
1.837199692E2,-5.400048494E-1,5.986479297E-2,-7.086037099E-2
1.837499760E2,-6.695083380E-1,5.009094998E-2,-5.497787148E-2
1.837800026E2,-9.138544202E-1,4.520402849E-2,-2.443460934E-2
1.838099682E2,-1.155757070E0,5.497787148E-2,7.330383174E-3
1.838299708E2,-1.273043156E0,7.696902007E-2,2.199114859E-2
1.838601557E2,-1.433089852E0,9.407325089E-2,4.276056588E-2
1.838899724E2,-1.706757545E0,9.896016866E-2,7.574728876E-2
1.839100291E2,-1.897347450E0,1.233947799E-1,8.429940045E-2
1.839399646E2,-2.202780008E0,1.307251602E-1,7.574728876E-2
1.839599942E2,-2.517986536E0,1.466076523E-1,7.452555746E-2
1.839899515E2,-2.970026731E0,1.771509200E-1,5.986479297E-2
1.840100010E2,-3.061656713E0,2.003637999E-1,4.520402849E-2
1.840399901E2,-2.941926956E0,1.966986060E-1,4.153883830E-2
1.840707703E2,-2.809980154E0,1.905899495E-1,2.687807009E-2
1.840999526E2,-2.400700331E0,1.869247705E-1,3.787364438E-2
