"Time (s)","Rotation x (rad/s)","Rotation y (rad/s)","Rotation z (rad/s)"
2.166699531E2,6.805039048E-1,-7.452555746E-2,0.000000000E0
2.166999573E2,6.108652353E-1,-6.230825558E-2,8.552113548E-3
2.167299536E2,5.167919993E-1,-6.108652428E-2,1.221730467E-2
2.167499599E2,4.190535545E-1,-5.009094998E-2,9.773843922E-3
2.167799427E2,3.017674387E-1,-3.543018550E-2,-2.443460980E-3
2.168099463E2,1.893682331E-1,-2.687807009E-2,-8.552113548E-3
2.168399442E2,0.000000000E0,0.000000000E0,0.000000000E0
2.168699869E2,0.000000000E0,0.000000000E0,0.000000000E0
2.168999255E2,0.000000000E0,0.000000000E0,0.000000000E0
2.169199531E2,-1.331686229E-1,1.832595654E-2,-2.076941915E-2
2.169499593E2,-2.186897546E-1,3.787364438E-2,2.443460980E-3
2.169799411E2,-2.773328125E-1,4.764748737E-2,-3.665191587E-3
2.170099614E2,-2.565633953E-1,3.787364438E-2,1.466076635E-2
2.170399526E2,-2.761110961E-1,4.764748737E-2,3.054326214E-2
2.170699156E2,-3.714060783E-1,4.764748737E-2,2.809980139E-2
2.170900713E2,-4.459316432E-1,6.352998316E-2,2.932153270E-2
2.171200672E2,-5.094616413E-1,6.108652428E-2,3.909537569E-2
2.171499422E2,-6.524040699E-1,6.963863969E-2,4.642575979E-2
2.171699442E2,-8.002334833E-1,8.063421398E-2,3.909537569E-2
2.171999375E2,-9.676105380E-1,9.529497474E-2,2.932153270E-2
2.172201114E2,-1.115439892E0,1.075122803E-1,1.343903504E-2
2.172499359E2,-1.378111959E0,1.319468915E-1,4.886921961E-3
2.172699583E2,-1.588249683E0,1.539380401E-1,-6.108652335E-3
2.172999354E2,-1.712866187E0,1.685988009E-1,-1.588249579E-2
2.173199583E2,-1.789835215E0,1.783726513E-1,-2.321287990E-2
2.173499474E2,-2.052507162E0,2.199114859E-1,-2.443460934E-2
2.173699479E2,-2.296853304E0,2.577851415E-1,-3.787364438E-2
2.173999661E2,-2.409252644E0,2.883284092E-1,-5.131268129E-2
2.174202750E2,-2.431243658E0,3.115412891E-1,-5.986479297E-2
2.174500994E2,-2.452013016E0,3.139847219E-1,-6.719517708E-2
2.174799515E2,-2.272418737E0,2.944370508E-1,-6.719517708E-2
2.175099401E2,-2.031737804E0,2.675589919E-1,-7.696902007E-2
2.175299484E2,-1.893682241E0,2.590068579E-1,-8.674286306E-2
2.175500698E2,-1.742187738E0,2.602286041E-1,-7.941248268E-2
2.175799354E2,-1.495398164E0,2.394591719E-1,-8.185594529E-2
2.175999583E2,-1.210734963E0,2.223549485E-1,-8.185594529E-2
2.176299651E2,-8.906415105E-1,1.649336219E-1,-8.674286306E-2
2.176599682E2,-6.560692787E-1,1.221730486E-1,-7.574728876E-2
2.176899323E2,-4.031710625E-1,8.429940045E-2,-6.108652428E-2
2.177099427E2,-1.392772794E-1,6.230825558E-2,-3.176499158E-2
2.177399437E2,1.307251602E-1,2.809980139E-2,-2.565634064E-2
2.177699442E2,5.412266254E-1,-2.443460980E-3,-2.809980139E-2
2.177899484E2,7.305948138E-1,-2.932153270E-2,-2.076941915E-2
2.178203234E2,9.114109278E-1,-5.497787148E-2,-8.552113548E-3
2.178499489E2,1.086118460E0,-7.819075137E-2,1.343903504E-2
2.178799406E2,1.295034289E0,-1.001819000E-1,2.565634064E-2
2.179099406E2,1.431868076E0,-1.380555481E-1,2.932153270E-2
2.179399442E2,1.591914773E0,-1.710422635E-1,3.298672289E-2
2.179699463E2,1.624901533E0,-1.869247705E-1,4.520402849E-2
2.179900286E2,1.610240817E0,-1.747074574E-1,5.009094998E-2
2.180201338E2,1.546710849E0,-1.698205322E-1,5.375614017E-2
2.180499593E2,1.545489073E0,-1.808161139E-1,5.864306539E-2
2.180799531E2,1.682322860E0,-1.966986060E-1,6.719517708E-2
2.181100927E2,1.693318486E0,-1.918116808E-1,7.086037099E-2
2.181399297E2,1.642005801E0,-1.808161139E-1,7.208210230E-2
2.181599489E2,1.623679876E0,-1.685988009E-1,7.330382615E-2
2.181799729E2,1.590693116E0,-1.698205322E-1,7.208210230E-2
2.182099567E2,1.529606581E0,-1.771509200E-1,6.963863969E-2
2.182399432E2,1.478293896E0,-1.673770845E-1,6.841690838E-2
2.182699411E2,1.412320495E0,-1.478293836E-1,9.162978828E-2
2.182999411E2,1.247386813E0,-1.368338168E-1,9.040805697E-2
2.183299390E2,1.081231475E0,-1.123992056E-1,8.918632567E-2
2.183599536E2,8.772025108E-1,-1.014036313E-1,9.651670605E-2
2.183799578E2,7.757988572E-1,-1.014036313E-1,9.773843735E-2
2.184099416E2,5.949827433E-1,-8.796459436E-2,9.040805697E-2
2.184399593E2,4.495968223E-1,-6.597344577E-2,8.307767659E-2
2.184699385E2,3.518583775E-1,-4.764748737E-2,8.918632567E-2
2.184900562E2,3.286454976E-1,-5.619960278E-2,7.696902007E-2
2.185199422E2,2.919935882E-1,-5.986479297E-2,5.986479297E-2
2.185499573E2,2.064724565E-1,-5.375614017E-2,5.619960278E-2
2.185799453E2,0.000000000E0,0.000000000E0,0.000000000E0
2.185999484E2,5.375614017E-2,-2.932153270E-2,4.764748737E-2
2.186299364E2,3.054326214E-2,-4.031710699E-2,5.986479297E-2
2.186499385E2,-2.076941915E-2,-3.909537569E-2,6.475171447E-2
2.186699557E2,0.000000000E0,0.000000000E0,0.000000000E0
2.186999786E2,-1.905899495E-1,6.108652335E-3,7.330383174E-3
2.187299520E2,-3.310889602E-1,2.076941915E-2,0.000000000E0
2.187499541E2,-4.288274050E-1,3.176499158E-2,-7.330383174E-3
2.187799474E2,-4.874704778E-1,5.375614017E-2,-1.221730467E-2
2.188099437E2,-4.960225821E-1,6.597344577E-2,-1.343903504E-2
2.188299479E2,-5.632177591E-1,8.429940045E-2,-1.710422710E-2
2.188599317E2,-7.415903807E-1,9.529497474E-2,-3.420845419E-2
2.188901031E2,-8.539896011E-1,1.111774743E-1,-5.986479297E-2
2.189199500E2,-9.517280459E-1,1.282816976E-1,-5.253441259E-2
2.189499416E2,-1.005484223E0,1.343903542E-1,-6.108652428E-2
2.189799515E2,-1.156978726E0,1.392772794E-1,-6.841690838E-2
2.190099489E2,-1.254717231E0,1.624901593E-1,-1.001819000E-1
2.190399677E2,-1.529606581E0,1.893682331E-1,-8.918632567E-2
2.190699218E2,-1.663996935E0,1.991420686E-1,-9.529497474E-2
2.190899651E2,-1.690875053E0,2.064724565E-1,-8.918632567E-2
2.191199562E2,-1.650557876E0,2.015855312E-1,-7.819075137E-2
2.191499479E2,-1.626123309E0,2.101376504E-1,-9.896016866E-2
2.191699583E2,-1.644449234E0,2.150245607E-1,-9.162978828E-2
2.191999458E2,-1.594358325E0,2.076941878E-1,-8.185594529E-2
2.192199682E2,-1.569923639E0,2.052507252E-1,-7.696902007E-2
2.192499307E2,-1.535715222E0,1.857030392E-1,-8.552113175E-2
2.192699364E2,-1.461189628E0,1.844813079E-1,-7.941248268E-2
2.192899453E2,-1.335351467E0,1.759291887E-1,-7.208210230E-2
2.193199557E2,-1.175304770E0,1.734857261E-1,-6.352998316E-2
2.193499682E2,-1.084896684E0,1.502728462E-1,-5.497787148E-2
2.193799375E2,-9.541715384E-1,1.502728462E-1,-4.886921868E-2
2.193999458E2,-8.747590184E-1,1.319468915E-1,-4.398229718E-2
2.194300203E2,-7.916813493E-1,1.099557430E-1,-4.276056588E-2
2.194599505E2,-5.082398653E-1,7.574728876E-2,-2.932153270E-2
2.194799666E2,-3.445279896E-1,5.742133409E-2,-2.199114859E-2
2.195099578E2,0.000000000E0,0.000000000E0,0.000000000E0
2.195399489E2,5.167919993E-1,-4.398229718E-2,3.665191308E-2
2.195601114E2,7.403686643E-1,-7.696902007E-2,4.520402849E-2
2.195899375E2,9.566149712E-1,-1.038470939E-1,6.230825558E-2
2.196099635E2,1.050688267E0,-1.209513173E-1,7.574728876E-2
2.196399338E2,1.210734963E0,-1.404990107E-1,8.796459436E-2
2.196599672E2,1.424537778E0,-1.649336219E-1,9.040805697E-2
2.196899255E2,1.512502313E0,-1.747074574E-1,1.123992056E-1
2.197099500E2,1.532050014E0,-1.820378453E-1,1.038470939E-1
2.197399656E2,1.448972344E0,-1.612684280E-1,1.038470939E-1
2.197699453E2,1.485624313E0,-1.808161139E-1,1.038470939E-1
2.197999630E2,1.524719596E0,-1.857030392E-1,1.185078546E-1
2.198201265E2,1.543045640E0,-1.771509200E-1,1.099557430E-1
2.198499614E2,1.582141042E0,-1.979203373E-1,1.087340117E-1
2.198799510E2,1.634675384E0,-1.881465018E-1,1.014036313E-1
2.198999515E2,1.550375938E0,-1.722639948E-1,9.285151958E-2
2.199299474E2,1.429424644E0,-1.514945775E-1,8.307767659E-2
2.199499489E2,1.368338108E0,-1.551597714E-1,7.574728876E-2
2.199699593E2,1.335351467E0,-1.588249654E-1,7.086037099E-2
2.199999422E2,1.225395679E0,-1.490511149E-1,6.597344577E-2
2.200201302E2,1.147204876E0,-1.343903542E-1,6.230825558E-2
2.200499500E2,1.025031924E0,-1.148426682E-1,5.742133409E-2
2.200799526E2,8.918632865E-1,-1.209513173E-1,5.009094998E-2
2.201099588E2,7.574729323E-1,-9.773843735E-2,4.276056588E-2
2.201299588E2,6.817256212E-1,-8.429940045E-2,3.787364438E-2
2.201599505E2,6.108652353E-1,-7.086037099E-2,3.298672289E-2
2.201899583E2,5.546656251E-1,-5.986479297E-2,1.710422710E-2
2.202199541E2,4.471533597E-1,-5.986479297E-2,1.588249579E-2
2.202499557E2,3.457497358E-1,-5.742133409E-2,-9.773843922E-3
2.202799520E2,2.419026345E-1,-3.909537569E-2,-1.710422710E-2
