number,x,y
1,0,0
2,0,-1
3,0,-2
4,1,-1
5,2,-1
6,-1,-2
7,1,0
8,-1,-3
9,-2,-3
10,0,-3
11,-3,-3
12,2,-2
13,0,-4
14,2,-3
15,3,-1
16,2,-4
17,3,0
18,-3,-2
19,2,-5
20,3,-5
21,3,-6
22,-1,-4
23,-1,0
24,4,-1
25,-4,-3
26,3,-3
27,4,0
28,4,-5
29,-4,-2
30,5,-5
31,0,1
32,2,-6
33,-4,-4
34,2,0
35,0,-5
36,1,-4
37,-2,-4
38,-3,-1
39,2,1
40,-1,1
41,2,2
42,4,-2
43,6,-5
44,-3,0
45,-5,-3
46,-5,-4
47,5,0
48,7,-5
49,-5,-2
50,5,1
51,5,-4
52,0,-6
53,6,1
54,5,-6
55,-5,-1
56,-6,-1
57,-6,-4
58,7,-4
59,-7,-4
60,8,-5
61,7,1
62,7,-6
63,3,1
64,-4,-5
65,-4,0
66,-3,-5
67,7,-3
68,-6,-5
69,8,-3
70,-6,-6
71,-4,-6
72,-7,-1
73,-3,1
74,5,-7
75,9,-5
76,-7,-3
77,7,-2
78,2,3
79,9,-3
80,6,-7
81,9,-6
82,-8,-4
83,6,-8
84,2,-7
85,9,-7
86,-2,-1
87,-7,0
88,-7,-6
89,4,-7
90,-8,-3
91,-6,-7
92,1,-6
93,-8,-5
94,2,4
95,-8,-1
96,2,-8
97,3,4
98,-5,-6
99,7,2
100,-4,1
101,7,-8
102,4,4
103,3,5
104,-7,-7
105,-4,2
106,2,5
107,6,2
108,10,-7
109,-9,-4
110,-4,3
111,-5,-7
112,5,-8
113,4,5
114,11,-7
115,8,2
116,6,3
117,-10,-4
118,-7,1
119,10,-8
120,-8,1
121,5,-9
122,2,6
123,-9,-3
124,3,6
125,7,-9
126,9,-8
127,11,-6
128,9,-9
129,-8,0
130,8,3
131,2,-9
132,2,-10
133,5,5
134,-8,-7
135,5,6
136,-9,1
137,-7,-8
138,8,-8
139,-10,-3
140,10,-9
141,-6,-8
142,12,-7
143,1,1
144,-6,1
145,2,-11
146,-10,-2
147,-11,-4
148,-3,3
149,-9,-7
150,8,1
151,-3,4
152,6,4
153,-9,-5
154,3,7
155,0,2
156,-7,-9
157,-4,-7
158,10,-3
159,12,-8
160,1,-9
161,13,-8
162,-10,-5
163,0,-7
164,6,-9
165,14,-8
166,10,-10
167,2,-12
168,-11,-3
169,3,8
170,15,-8
171,0,-8
172,11,-5
173,3,9
174,-12,-4
175,-13,-4
176,-9,-8
177,-14,-4
178,6,6
179,-12,-3
180,9,2
181,-10,-7
182,-2,3
183,2,-13
184,11,-9
185,3,-13
186,-10,1
187,-7,-10
188,-5,3
189,5,7
190,7,-10
191,7,4
192,-12,-2
193,14,-9
194,14,-7
195,-13,-5
196,4,-4
197,16,-8
198,-5,4
199,11,-10
200,4,8
201,3,10
202,-13,-2
203,1,-13
204,8,-10
205,4,-13
206,10,-11
207,-4,-8
208,1,-14
209,4,9
210,-3,5
211,16,-7
212,-14,-3
213,11,-11
214,-11,1
215,4,10
216,2,-14
217,-11,0
218,-6,-9
219,16,-9
220,4,11
221,-12,1
222,-6,-10
223,3,-14
224,1,-15
225,7,-11
226,7,6
227,-5,5
228,-6,-11
229,-10,2
230,-11,-7
231,17,-9
232,16,-6
233,7,5
234,-1,-8
235,2,9
236,4,12
237,-12,-7
238,-6,4
239,5,10
240,6,7
241,6,8
242,6,9
243,-13,1
244,-14,-2
245,10,-12
246,3,-11
247,2,-15
248,8,-4
249,1,3
250,-5,6
251,3,-9
252,12,-11
253,18,-9
254,-7,2
255,19,-9
256,-13,0
257,8,6
258,6,0
259,17,-10
260,12,-10
261,-4,5
262,7,7
263,0,-14
264,10,-2
265,15,-9
266,-6,-12
267,-13,2
268,11,-3
269,13,-10
270,3,12
271,7,8
272,1,-16
273,3,13
274,-4,6
275,-13,-6
276,-5,7
277,-14,2
278,-3,6
279,-6,-13
280,0,-16
281,-13,3
282,-12,3
283,-9,2
284,1,9
285,1,10
286,-6,5
287,-13,-7
288,10,2
289,10,-13
290,-15,2
291,14,-6
292,-13,-8
293,-10,-8
294,10,-14
295,-6,-14
296,0,10
297,9,3
298,-1,-14
299,-14,3
300,17,-6
301,-16,2
302,4,-14
303,19,-10
304,11,2
305,-7,-11
306,11,-13
307,-16,1
308,1,-17
309,-16,0
310,9,6
311,15,-7
312,17,-7
313,-14,4
314,3,14
315,14,-10
316,8,7
317,-17,1
318,0,-15
319,-5,-10
320,-16,-1
321,20,-10
322,-8,-10
323,1,-18
324,12,-13
325,9,-14
326,8,-11
327,-3,-8
328,-18,1
329,8,8
330,14,-5
331,5,-13
332,18,-7
333,-12,4
334,-14,0
335,-5,-12
336,8,9
337,12,-14
338,-18,2
339,9,8
340,-6,-15
341,0,-13
342,9,9
343,4,14
344,-16,-2
345,-4,7
346,10,3
347,3,11
348,-11,4
349,12,-15
350,-5,8
351,-17,0
352,-16,3
353,18,-10
354,-1,-15
355,21,-10
356,-15,-4
357,-17,3
358,18,-8
359,11,-15
360,-10,4
361,20,-9
362,-19,2
363,-5,-15
364,17,-11
365,-10,5
366,2,-18
367,20,-11
368,16,-5
369,-15,-3
370,-1,-16
371,4,13
372,14,-4
373,20,-8
374,0,9
375,4,15
376,9,10
377,-9,3
378,4,16
379,5,14
380,-17,-2
381,-5,9
382,-14,5
383,16,-11
384,10,10
385,-19,3
386,-2,6
387,13,-14
388,-6,8
389,-14,-8
390,17,-5
391,5,16
392,22,-10
393,0,-17
394,-16,4
395,-12,5
396,11,-16
397,-16,-3
398,2,-19
399,5,12
400,-7,8
401,-14,6
402,-14,7
403,14,-14
404,1,11
405,22,-9
406,1,-19
407,-8,-8
408,23,-9
409,24,-9
410,-9,-10
411,9,-2
412,17,-4
413,9,11
414,18,-6
415,-11,-8
416,-15,-8
417,-7,-15
418,-5,10
419,-16,-8
420,15,-14
421,17,-3
422,-6,10
423,20,-12
424,3,-18
425,16,-4
426,23,-8
427,10,11
428,-13,7
429,19,-7
430,10,-16
431,7,-12
432,-10,6
433,22,-8
434,-16,-9
435,24,-10
436,-18,-2
437,-14,8
438,23,-10
439,-19,-2
440,-11,6
441,23,-7
442,-10,-10
443,2,10
444,-16,-10
445,-19,4
446,-1,-17
447,-14,-9
448,25,-9
449,-16,5
450,9,12
451,8,-12
452,15,-15
453,11,11
454,-20,3
455,8,-13
456,-10,-11
457,16,-14
458,-7,-13
459,21,-11
460,-17,-10
461,12,-3
462,4,17
463,-18,-10
464,-9,6
465,21,-12
466,-6,-16
467,13,-5
468,-17,-9
469,25,-10
470,16,-13
471,17,-14
472,3,-15
473,25,-8
474,-13,8
475,17,-2
476,17,-15
477,0,-19
478,26,-8
479,-16,-11
480,2,13
481,-17,5
482,21,-13
483,-3,-9
484,9,-1
485,16,-15
486,-18,-1
487,26,-7
488,10,12
489,-14,-10
490,12,11
491,-9,-9
492,-19,-1
493,-14,9
494,18,-3
495,-6,11
496,-8,-15
497,23,-11
498,1,12
499,0,-20
500,10,13
501,-5,-16
502,-10,7
503,18,-14
504,3,17
505,8,12
506,5,17
507,-20,4
508,17,-16
509,22,-13
510,18,-16
511,-14,10
512,-6,-17
513,12,-16
514,10,14
515,-9,7
516,23,-13
517,-18,-11
518,-15,10
519,1,5
520,13,-15
521,0,-21
522,-2,-17
523,-15,-7
524,-7,-16
525,-16,-12
526,18,-17
527,8,13
528,-20,2
529,22,-12
530,0,-22
531,19,-3
532,4,-18
533,26,-9
534,-10,-12
535,-18,-3
536,1,-20
537,4,18
538,4,19
539,-18,-12
540,15,-16
541,9,-16
542,3,19
543,-1,-22
544,13,11
545,-2,-16
546,19,-14
547,-21,3
548,21,-14
549,19,-2
550,11,13
551,23,-6
552,24,-13
553,19,-1
554,-13,9
555,-12,9
556,6,16
557,-1,-20
558,25,-13
559,3,18
560,-5,-17
561,-12,10
562,19,-15
563,10,15
564,2,18
565,-7,-17
566,-1,9
567,-20,-2
568,-21,4
569,-2,-20
570,1,-22
571,-7,11
572,-19,-10
573,11,14
574,1,18
575,-18,5
576,-16,10
577,18,-4
578,-20,5
579,11,3
580,11,10
581,7,-13
582,20,-15
583,-7,12
584,-7,13
585,-19,-12
586,-17,10
587,26,-6
588,16,-2
589,14,-16
590,-14,11
591,27,-6
592,10,16
593,10,-1
594,23,-14
595,-11,-10
596,-3,-20
597,-16,11
598,25,-14
599,-20,-3
600,1,13
601,-2,-22
602,2,-20
603,23,-5
604,-17,-12
605,-4,-20
606,-9,-15
607,2,-21
608,-15,-12
609,16,-1
610,12,13
611,26,-13
612,27,-5
613,18,-18
614,7,-14
615,3,20
616,10,-17
617,26,-5
618,24,-6
619,19,-17
620,9,-17
621,-20,-12
622,-19,-13
623,-18,-13
624,-7,14
625,15,-17
626,5,18
627,3,21
628,-21,-3
629,-22,3
630,-21,2
631,-10,-13
632,-18,-9
633,-21,5
634,17,-18
635,23,-4
636,17,-1
637,-16,12
638,-16,13
639,-22,2
640,26,-14
641,2,14
642,-20,6
643,-18,-14
644,4,-19
645,-3,-21
646,-8,-16
647,-19,-14
648,4,21
649,-12,-10
650,-20,1
651,27,-4
652,20,-16
653,3,22
654,-5,-20
655,-4,-21
656,10,-18
657,11,-18
658,0,18
659,-20,-11
660,-21,-12
661,12,2
662,-19,1
663,-13,10
664,-23,3
665,-9,-14
666,15,-4
667,-18,-15
668,10,17
669,-17,13
670,11,17
671,10,18
672,26,-4
673,-20,0
674,13,13
675,0,-23
676,2,22
677,-2,-23
678,11,12
679,-22,4
680,17,-19
681,-21,-2
682,28,-6
683,0,-24
684,-14,-11
685,1,22
686,26,-3
687,6,18
688,14,13
689,-24,3
690,-21,-13
691,-3,-22
692,4,22
693,1,-24
694,2,-24
695,-8,14
696,-10,-14
697,5,19
698,-5,-21
699,-8,13
700,11,15
701,16,-16
702,-21,-11
703,1,-25
704,26,-12
705,-22,-2
706,-20,7
707,-5,-22
708,12,17
709,-14,12
710,27,-12
711,-13,-11
712,23,-3
713,2,17
714,28,-4
715,-22,5
716,10,-19
717,12,10
718,-5,-23
719,15,-1
720,-11,-11
721,26,-2
722,-24,2
723,15,0
724,28,-7
725,-6,-20
726,7,18
727,14,14
728,-13,12
729,-4,-17
730,-22,-11
731,-25,2
732,19,-18
733,-7,15
734,-22,-10
735,-8,15
736,12,16
737,25,-15
738,-22,-12
739,14,15
740,1,17
741,2,-22
742,-17,12
743,-25,1
744,-6,13
745,-26,2
746,14,11
747,1,-26
748,26,-11
749,-22,6
750,3,-22
751,-19,5
752,5,20
753,-11,-13
754,19,0
755,25,-16
756,-8,16
757,-18,-16
758,19,-19
759,17,-20
760,21,-16
761,-6,-22
762,-23,-12
763,1,-27
764,-22,-3
765,9,5
766,-15,12
767,-26,3
768,14,16
769,20,-17
770,10,-20
771,-9,-16
772,0,-26
773,-23,4
774,-12,12
775,10,-21
776,5,22
777,4,23
778,15,11
779,27,-9
780,-4,-9
781,-27,3
782,12,-17
783,16,11
784,22,-3
785,25,-17
786,1,23
787,29,-7
788,-17,14
789,28,-12
790,7,-15
791,17,-21
792,29,-12
793,28,-3
794,16,-21
795,3,-24
796,-18,13
797,24,-16
798,5,-19
799,-10,-16
800,25,-18
801,-18,-17
802,2,-25
803,-16,14
804,-7,-22
805,18,-1
806,14,17
807,-18,6
808,-1,18
809,-23,-10
810,-27,4
811,3,23
812,18,-20
813,17,11
814,2,23
815,-9,14
816,1,14
817,-21,-1
818,-28,4
819,6,-19
820,29,-4
821,-9,15
822,10,19
823,21,-17
824,-21,-10
825,11,-19
826,16,-22
827,-11,12
828,15,-21
829,-21,-14
830,-24,1
831,6,19
832,15,-18
833,18,11
834,15,14
835,14,12
836,28,-2
837,12,18
838,-19,13
839,-18,10
840,-16,15
841,19,-20
842,29,-2
843,5,23
844,-17,15
845,-23,-9
846,27,-14
847,28,-9
848,27,-3
849,10,20
850,8,-17
851,15,17
852,2,-27
853,20,0
854,-3,-23
855,2,-28
856,29,-13
857,-19,-17
858,3,-27
859,30,-2
860,4,24
861,-1,-26
862,6,23
863,-4,-23
864,16,17
865,2,-29
866,-7,-20
867,28,-1
868,25,-19
869,-21,-15
870,28,-14
871,-2,-26
872,19,1
873,-5,-19
874,-4,-24
875,-2,18
876,0,-27
877,0,22
878,19,11
879,-22,-15
880,7,23
881,-17,-14
882,0,-28
883,30,-3
884,-28,5
885,7,24
886,30,-13
887,-9,16
888,11,19
889,1,-29
890,28,-8
891,-10,-17
892,15,1
893,18,12
894,-3,-24
895,-28,3
896,-29,3
897,-17,16
898,-23,-8
899,26,-15
900,-6,-21
901,19,10
902,15,12
903,-16,-13
904,-8,7
905,3,-20
906,3,-29
907,4,-29
908,-24,-10
909,-22,-4
910,13,2
911,-22,-14
912,-23,-15
913,0,-29
914,29,-8
915,30,-4
916,-1,19
917,-27,2
918,0,-30
919,-29,4
920,23,-15
921,-24,-9
922,30,-1
923,-18,15
924,30,-14
925,28,-15
926,-23,-2
927,15,-20
928,27,-10
929,-3,-16
930,6,24
931,6,-20
932,14,10
933,-6,-23
934,31,-3
935,-21,-16
936,-21,0
937,3,24
938,25,-20
939,31,-14
940,0,-31
941,19,-21
942,-24,-15
943,-8,-22
944,4,25
945,-23,-7
946,-20,-10
947,-18,-18
948,-24,-16
949,12,-19
950,20,1
951,-1,-31
952,32,-3
953,-16,-14
954,16,14
955,26,-16
956,4,-30
957,4,26
958,19,9
959,-1,-32
960,2,-30
961,15,15
962,26,-20
963,25,-3
964,-18,-19
965,5,26
966,27,-1
967,-1,-27
968,8,23
969,-22,-1
970,3,-30
971,22,-4
972,24,-19
973,-24,-12
974,23,-19
975,30,-5
976,6,26
977,-18,14
978,-25,-12
979,32,-4
980,8,22
981,4,-31
982,16,18
983,29,-14
984,-30,4
985,-17,-18
986,-16,-18
987,12,-20
988,-4,8
989,31,-5
990,-18,-20
991,17,-22
992,25,-21
993,5,-29
994,-1,-25
995,-25,-16
996,-3,18
