number,x,y
1,0,0
2,-1,0
3,1,0
4,1,-1
5,1,-2
6,1,-3
7,1,-4
8,0,-4
9,-1,1
10,2,-2
11,2,0
12,1,-5
13,-1,-4
14,3,0
15,3,1
16,-1,-1
17,1,-6
18,-2,1
19,3,2
20,-3,1
21,-2,-4
22,-4,1
23,2,-6
24,4,2
25,5,2
26,-2,2
27,-2,3
28,-3,-4
29,3,-6
30,1,-7
31,4,-6
32,3,-2
33,-4,2
34,-4,3
35,5,3
36,-1,3
37,-5,3
38,5,-6
39,2,2
40,-6,3
41,5,4
42,6,3
43,7,3
44,-3,0
45,1,-8
46,-2,4
47,0,-8
48,-6,4
49,5,5
50,2,3
51,6,5
52,-3,-1
53,-6,5
54,6,6
55,-6,6
56,-7,3
57,-6,7
58,4,-7
59,1,-9
60,4,5
61,-7,2
62,-4,0
63,-7,1
64,8,3
65,9,3
66,-1,-8
67,4,-5
68,-1,-9
69,4,-8
70,-1,-10
71,8,4
72,10,3
73,5,-8
74,10,2
75,-4,-4
76,3,5
77,-7,0
78,-6,8
79,11,2
80,-8,0
81,-6,0
82,5,-9
83,6,-6
84,-7,8
85,6,-9
86,-8,-1
87,-8,3
88,-2,5
89,12,2
90,6,7
91,1,-10
92,-9,0
93,13,2
94,-9,3
95,-5,7
96,6,2
97,5,-5
98,-5,-4
99,2,-10
100,7,-9
101,-2,-10
102,7,-10
103,7,-11
104,1,-11
105,1,-12
106,-2,6
107,5,-4
108,14,2
109,14,3
110,-7,9
111,-8,-2
112,-10,0
113,-6,9
114,6,8
115,-2,-11
116,14,4
117,-10,3
118,7,8
119,8,-9
120,-1,5
121,8,-10
122,-7,10
123,-1,-11
124,7,-12
125,-8,10
126,-8,11
127,15,3
128,14,5
129,2,-12
130,15,5
131,-8,-3
132,-11,3
133,-9,10
134,9,-10
135,16,5
136,7,-13
137,-12,3
138,8,8
139,15,2
140,6,-5
141,6,-13
142,10,-10
143,-10,10
144,14,6
145,-6,10
146,15,1
147,17,5
148,-3,-10
149,7,9
150,-5,-5
151,-2,-12
152,-10,11
153,2,-13
154,16,6
155,-9,-3
156,6,-14
157,8,9
158,11,-10
159,-3,-11
160,16,7
161,-11,10
162,14,7
163,9,-11
164,-12,4
165,-2,-13
166,16,2
167,12,-10
168,-6,-5
169,-2,7
170,7,-14
171,13,-10
172,13,6
173,-1,7
174,6,9
175,7,-15
176,-10,-3
177,16,1
178,6,-15
179,16,8
180,-3,-13
181,13,-11
182,-11,11
183,8,10
184,-12,2
185,7,10
186,-3,-14
187,16,0
188,-6,11
189,17,8
190,18,5
191,14,-10
192,-4,-10
193,18,8
194,-6,12
195,-12,11
196,2,-14
197,6,10
198,16,-1
199,-13,11
200,-10,-4
201,2,-15
202,-10,12
203,17,-1
204,-3,-15
205,9,9
206,-5,9
207,9,-12
208,13,-12
209,-4,-15
210,18,9
211,6,-16
212,-14,11
213,10,9
214,18,10
215,-2,-15
216,18,11
217,0,5
218,13,-13
219,18,12
220,10,10
221,17,0
222,6,-17
223,19,12
224,17,-2
225,-13,10
226,14,-13
227,19,5
228,18,13
229,-13,9
230,8,11
231,20,12
232,6,-18
233,20,5
234,21,12
235,6,-19
236,-5,11
237,-11,-4
238,-4,11
239,-12,12
240,-6,13
241,-4,-9
242,10,11
243,-15,11
244,8,12
245,-13,2
246,-2,-16
247,17,13
248,6,-20
249,14,-14
250,-6,-6
251,-7,-5
252,5,-20
253,-15,10
254,7,-20
255,-5,-15
256,-16,10
257,21,5
258,10,12
259,18,14
260,-14,2
261,-5,-16
262,21,13
263,19,14
264,-11,-5
265,22,13
266,-8,12
267,-16,11
268,4,-20
269,3,-20
270,10,13
271,-17,10
272,14,-11
273,23,13
274,-8,13
275,18,-2
276,-15,12
277,-14,12
278,-5,-10
279,19,-2
280,23,12
281,-15,2
282,7,-21
283,20,-2
284,-4,12
285,6,-21
286,-3,11
287,24,13
288,-15,3
289,23,14
290,10,14
291,-18,10
292,7,12
293,7,-22
294,11,14
295,24,14
296,-12,-5
297,25,13
298,24,15
299,26,13
300,-18,11
301,27,13
302,19,15
303,7,-23
304,22,5
305,-5,-17
306,21,6
307,14,-9
308,-1,-15
309,-18,12
310,-6,-15
311,16,13
312,-5,-18
313,27,12
314,21,-2
315,27,11
316,24,16
317,-5,-19
318,9,14
319,-18,13
320,-18,14
321,-18,15
322,22,6
323,20,-3
324,19,16
325,8,-22
326,-18,16
327,-11,-6
328,-19,14
329,23,5
330,11,15
331,22,-2
332,-19,11
333,-13,-5
334,15,-14
335,-8,14
336,7,-16
337,-6,-16
338,24,5
339,27,14
340,-18,17
341,28,11
342,28,12
343,2,-20
344,-17,9
345,24,17
346,6,-22
347,-15,13
348,22,-3
349,25,5
350,28,10
351,24,18
352,24,19
353,22,-4
354,5,-22
355,4,-22
356,24,20
357,-20,11
358,22,-5
359,25,20
360,-20,10
361,6,12
362,29,11
363,-20,9
364,23,20
365,-6,-14
366,-2,-17
367,-2,11
368,-13,-6
369,-6,-18
370,26,20
371,-15,1
372,9,15
373,29,12
374,30,12
375,24,4
376,8,-23
377,8,-24
378,9,-24
379,-6,-19
380,26,21
381,23,21
382,-18,18
383,-4,13
384,-20,14
385,20,-4
386,-18,19
387,-11,12
388,30,11
389,-21,9
390,31,12
391,-14,-5
392,-21,11
393,22,-1
394,-15,-5
395,23,22
396,-17,19
397,26,22
398,10,-24
399,-12,-4
400,15,-11
401,-15,4
402,-7,-16
403,32,12
404,-16,19
405,23,23
406,-15,0
407,-19,16
408,-22,9
409,-4,14
410,32,11
411,26,5
412,27,15
413,6,13
414,28,14
415,-13,-7
