number,x,y
1,0,0
2,1,0
3,-1,0
4,0,-1
5,1,1
6,2,1
7,3,1
8,-2,0
9,1,-1
10,-2,1
11,0,-2
12,3,2
13,3,3
14,0,-3
15,-1,-3
16,-1,-4
17,-1,-5
18,0,-5
19,1,-5
20,0,-6
21,3,4
22,2,-5
23,4,1
24,5,1
25,2,4
26,-1,1
27,3,5
28,-2,-4
29,5,2
30,3,-5
31,6,1
32,-1,2
33,6,0
34,-2,-5
35,4,-5
36,5,-5
37,4,-4
38,-1,-2
39,-3,1
40,1,4
41,-3,-5
42,1,3
43,1,-6
44,-2,-1
45,-2,-2
46,-1,-6
47,-1,3
48,0,4
49,6,2
50,6,3
51,7,3
52,2,-6
53,2,-7
54,2,-8
55,-3,-6
56,7,4
57,-1,4
58,-2,4
59,6,-5
60,1,-8
61,2,5
62,6,4
63,2,-9
64,1,-9
65,7,1
66,4,-6
67,8,3
68,5,-4
69,7,5
70,-4,-6
71,5,-6
72,5,4
73,0,-8
74,-4,1
75,7,-5
76,7,-4
77,6,5
78,8,-5
79,8,-6
80,9,-6
81,-3,-7
82,10,-6
83,-2,-3
84,-4,0
85,-3,2
86,3,-9
87,-5,0
88,-4,-7
89,6,6
90,-3,4
91,5,-7
92,1,5
93,9,-7
94,-4,4
95,-3,-8
96,2,6
97,9,-5
98,5,6
99,11,-6
100,2,7
101,4,-9
102,2,8
103,9,3
104,-5,4
105,-5,-6
106,2,9
107,-3,-9
108,5,7
109,2,-10
110,2,10
111,-6,4
112,12,-6
113,13,-6
114,-5,-7
115,5,-8
116,1,10
117,5,8
118,-7,4
119,-6,5
120,5,-9
121,13,-5
122,-6,6
123,2,-11
124,13,-7
125,12,-7
126,-7,6
127,14,-6
128,-3,-10
129,14,-5
130,9,2
131,10,3
132,-5,1
133,-4,-1
134,8,-4
135,13,-8
136,9,1
137,-7,7
138,-6,7
139,9,-8
140,6,-9
141,3,10
142,13,-9
143,-6,8
144,-6,1
145,-6,-7
146,-7,8
147,-6,-6
148,-6,9
149,12,-9
150,-3,-11
151,-7,-6
152,11,3
153,-8,4
154,-5,9
155,-8,-6
156,9,-9
157,4,-10
158,12,-10
159,12,-11
160,-8,-7
161,6,7
162,15,-5
163,6,-10
164,-5,10
165,-7,9
166,3,8
167,-4,-10
168,16,-5
169,12,-12
170,-3,-12
171,16,-4
172,-8,-5
173,5,9
174,-3,-13
175,-5,-8
176,11,4
177,13,-10
178,-4,10
179,4,10
180,11,-12
181,7,6
182,14,-8
183,-3,5
184,12,4
185,-8,5
186,13,4
187,5,10
188,6,10
189,-8,9
190,-8,6
191,-3,-14
192,5,11
193,-7,10
194,-5,11
195,2,11
196,17,-5
197,12,-13
198,6,11
199,9,-10
200,13,5
201,2,-12
202,14,4
203,16,-6
204,-8,-4
205,-5,-10
206,-4,11
207,-8,-3
208,11,-13
209,-8,10
210,17,-4
211,10,-12
212,7,11
213,-9,-7
214,3,-12
215,-4,-13
216,13,-11
217,3,-13
218,-9,-3
219,15,-8
220,-6,-10
221,-7,-10
222,18,-4
223,12,5
224,17,-3
225,14,-11
226,-7,11
227,15,-9
228,-9,10
229,12,-14
230,0,10
231,-8,-10
232,-10,-3
233,-7,12
234,18,-5
235,18,-6
236,10,-13
237,15,4
238,6,12
239,3,-14
240,3,-15
241,15,-11
242,-9,11
243,-6,12
244,12,-15
245,-3,-15
246,-2,-15
247,-4,-14
248,-10,-7
249,-11,-7
250,15,-12
251,-7,13
252,-5,-13
253,-7,3
254,-3,10
255,13,-15
256,6,13
257,-9,6
258,-7,1
259,-11,-3
260,-10,-8
261,8,11
262,-9,-10
263,4,-13
264,-2,-16
265,-11,-4
266,15,5
267,-6,-13
268,9,11
269,11,-15
270,15,-13
271,4,-14
272,-12,-7
273,18,-7
274,9,10
275,2,12
276,-7,14
277,-7,-13
278,-12,-4
279,-2,10
280,14,5
281,15,-14
282,7,12
283,5,-14
284,15,-15
285,19,-5
286,-8,-13
287,20,-5
288,-8,7
289,14,6
290,-11,-8
291,7,13
292,-13,-7
293,9,12
294,15,6
295,-9,9
296,16,-15
297,19,-7
298,11,-16
299,-6,-14
300,16,-16
301,16,-17
302,21,-5
303,-1,-16
304,16,-18
305,15,-16
306,16,-19
307,-9,-13
308,4,11
309,17,-18
310,-12,-5
311,17,-2
312,-10,-13
313,-8,14
314,-9,14
315,22,-5
316,-10,14
317,-10,6
318,-8,15
319,15,7
320,16,-20
321,-4,12
322,8,13
323,-14,-7
324,11,-17
325,23,-5
326,-11,14
327,16,-9
328,16,-11
329,-8,16
330,19,-8
331,-9,16
332,-13,-4
333,-1,-17
334,11,-18
335,23,-6
336,0,-17
337,-2,11
338,-11,13
339,18,-18
340,11,-19
341,-10,13
342,-14,-4
343,-10,9
344,24,-6
345,11,-20
346,13,3
347,-11,9
348,5,13
349,-12,14
350,-10,5
351,18,-19
352,-11,15
353,-8,17
354,8,14
355,-8,18
356,17,-11
357,19,-18
358,13,2
359,20,-18
360,-12,9
361,-13,14
362,-3,11
363,10,-16
364,24,-5
365,-11,-9
366,-9,18
367,-4,-15
368,-15,-4
369,-14,-8
370,23,-7
371,3,-16
372,12,-20
373,-11,-13
374,9,14
375,25,-6
376,9,-16
377,-11,5
378,-12,5
379,8,15
380,16,-21
381,16,7
382,21,-18
383,0,-18
384,-16,-4
385,25,-5
386,-15,-3
387,8,-16
388,-12,4
389,2,13
390,8,16
391,-5,-15
392,-11,12
393,-9,19
394,-12,-9
395,24,-4
396,15,-19
397,23,-8
398,-12,6
399,21,-17
400,7,16
401,-6,14
402,7,17
403,8,17
404,0,-19
405,20,-19
