"Time (s)","Rotation x (rad/s)","Rotation y (rad/s)","Rotation z (rad/s)"
1.997700630E2,2.576629639E0,-1.576032341E-1,3.420845419E-2
1.997999437E2,2.612059832E0,-1.539380401E-1,2.199114859E-2
1.998199771E2,2.601064205E0,-1.514945775E-1,1.343903504E-2
1.998499677E2,2.463008642E0,-1.490511149E-1,-1.221730490E-3
1.998799708E2,2.116037130E0,-1.233947799E-1,-2.443460934E-2
1.999099323E2,1.721418262E0,-1.001819000E-1,-4.764748737E-2
1.999299505E2,1.521054506E0,-8.185594529E-2,-4.520402849E-2
1.999599567E2,1.343903542E0,-7.208210230E-2,-4.764748737E-2
1.999899625E2,1.167974353E0,-7.819075137E-2,-2.932153270E-2
2.000199765E2,9.786061049E-1,-6.841690838E-2,-2.809980139E-2
2.000499583E2,7.183775306E-1,-5.742133409E-2,-1.710422710E-2
2.000799396E2,5.351179838E-1,-4.031710699E-2,-1.099557430E-2
2.000999729E2,3.982841372E-1,-2.932153270E-2,-7.330383174E-3
2.001299515E2,4.276056588E-1,-4.764748737E-2,-1.221730490E-3
2.001599776E2,3.970624208E-1,-3.298672289E-2,2.932153270E-2
2.001899911E2,3.408628106E-1,-5.009094998E-2,6.352998316E-2
2.002199338E2,2.565633953E-1,-4.764748737E-2,6.841690838E-2
2.002399640E2,2.296853364E-1,-4.276056588E-2,7.696902007E-2
2.002699531E2,1.624901593E-1,-4.153883830E-2,9.162978828E-2
2.002899573E2,1.502728462E-1,-3.665191308E-2,1.123992056E-1
2.003199531E2,9.285151958E-2,-2.932153270E-2,9.529497474E-2
2.003499531E2,8.796459436E-2,-3.787364438E-2,1.221730486E-1
2.003699536E2,5.619960278E-2,-2.443460934E-2,9.285151958E-2
2.003999468E2,7.819075137E-2,-2.321287990E-2,1.087340117E-1
2.004199541E2,1.270599663E-1,-2.443460934E-2,1.172861308E-1
2.004399651E2,1.466076523E-1,-2.076941915E-2,1.209513173E-1
2.004699505E2,1.551597714E-1,-1.588249579E-2,1.111774743E-1
2.004899651E2,5.253441259E-2,0.000000000E0,5.742133409E-2
2.005199484E2,4.886921961E-3,1.466076635E-2,7.696902007E-2
2.005499463E2,-4.520402849E-2,3.420845419E-2,9.529497474E-2
2.005799630E2,-8.674286306E-2,4.520402849E-2,5.253441259E-2
2.006100750E2,-1.576032341E-1,6.352998316E-2,3.909537569E-2
2.006399604E2,-3.115412891E-1,7.819075137E-2,2.932153270E-2
2.006699281E2,-4.495968223E-1,8.185594529E-2,1.343903504E-2
2.006899479E2,-5.571091175E-1,9.040805697E-2,6.108652335E-3
2.007199547E2,-5.974262357E-1,1.038470939E-1,-3.787364438E-2
2.007499791E2,-6.878342628E-1,1.038470939E-1,-5.986479297E-2
2.007700771E2,-7.379252315E-1,9.407325089E-2,-7.819075137E-2
2.007999651E2,-9.016370773E-1,8.918632567E-2,-1.062905490E-1
2.008299989E2,-1.021366715E0,9.285151958E-2,-1.270599663E-1
2.008599588E2,-1.159422278E0,9.896016866E-2,-1.221730486E-1
2.008799656E2,-1.144761443E0,1.026253626E-1,-1.331686229E-1
2.009099609E2,-1.116661668E0,8.796459436E-2,-1.453859210E-1
2.009399562E2,-1.291369081E0,8.185594529E-2,-1.490511149E-1
2.009699604E2,-1.119105101E0,6.719517708E-2,-1.404990107E-1
2.009999619E2,-9.639453292E-1,5.619960278E-2,-1.185078546E-1
2.010199635E2,-1.081231475E0,6.963863969E-2,-1.233947799E-1
2.010499541E2,-1.248608589E0,7.574728876E-2,-1.111774743E-1
2.010799656E2,-1.334129691E0,6.597344577E-2,-1.111774743E-1
2.011099812E2,-1.467298269E0,6.108652428E-2,-1.014036313E-1
2.011399869E2,-1.291369081E0,6.352998316E-2,-9.773843735E-2
2.011699677E2,-1.047023058E0,7.696902007E-2,-7.574728876E-2
2.011999651E2,-8.185594082E-1,8.307767659E-2,-5.742133409E-2
2.012199677E2,-7.684684992E-1,6.963863969E-2,-3.787364438E-2
2.012499557E2,-6.719517708E-1,5.497787148E-2,-6.108652335E-3
2.012699786E2,-4.276056588E-1,4.398229718E-2,1.466076635E-2
2.012999578E2,0.000000000E0,0.000000000E0,0.000000000E0
2.013299515E2,5.021312237E-1,6.108652335E-3,8.796459436E-2
2.013599786E2,6.377432942E-1,-3.665191587E-3,1.038470939E-1
2.013899536E2,6.181956530E-1,-8.552113548E-3,1.099557430E-1
2.014099557E2,6.536257863E-1,-3.909537569E-2,1.221730486E-1
2.014299739E2,9.126327038E-1,-7.086037099E-2,1.429424733E-1
2.014599416E2,1.264491081E0,-8.552113175E-2,1.612684280E-1
2.014799573E2,1.370781660E0,-8.429940045E-2,1.722639948E-1
2.015099640E2,1.569923639E0,-9.773843735E-2,1.637118906E-1
2.015299661E2,1.633453608E0,-1.209513173E-1,1.600466967E-1
2.015599578E2,1.621236324E0,-1.429424733E-1,1.478293836E-1
2.015899552E2,1.610240817E0,-1.368338168E-1,1.502728462E-1
2.016199614E2,1.596801758E0,-1.185078546E-1,1.282816976E-1
2.016399713E2,1.558928132E0,-1.209513173E-1,1.148426682E-1
2.016599760E2,1.365894675E0,-1.026253626E-1,9.896016866E-2
2.016899588E2,1.072679400E0,-9.896016866E-2,7.696902007E-2
2.017101718E2,9.248499870E-1,-9.407325089E-2,6.475171447E-2
2.017399838E2,7.709119320E-1,-9.529497474E-2,5.253441259E-2
2.017699422E2,6.340781450E-1,-7.086037099E-2,2.932153270E-2
2.017899791E2,5.448917747E-1,-5.619960278E-2,0.000000000E0
2.018199672E2,4.276056588E-1,-4.031710699E-2,-9.773843922E-3
2.018499760E2,3.188716471E-1,-4.153883830E-2,-3.054326214E-2
2.018799698E2,2.272418737E-1,-3.787364438E-2,-4.398229718E-2
2.019099396E2,1.783726513E-1,-2.687807009E-2,-6.475171447E-2
2.019299625E2,2.028072625E-1,-2.443460934E-2,-8.429940045E-2
2.019599750E2,1.857030392E-1,-1.832595654E-2,-9.162978828E-2
2.019899776E2,1.881465018E-1,-1.343903504E-2,-8.796459436E-2
2.020199708E2,1.356120855E-1,-7.330383174E-3,-7.574728876E-2
2.020499916E2,1.136209369E-1,-4.886921961E-3,-7.574728876E-2
2.020799401E2,3.543018550E-2,-3.665191587E-3,-7.086037099E-2
2.020999661E2,7.330383174E-3,-6.108652335E-3,-1.551597714E-1
2.021299677E2,-5.253441259E-2,1.221730490E-3,-9.896016866E-2
2.021599635E2,-2.321287990E-2,4.886921961E-3,-7.452555746E-2
2.021799724E2,-5.864306539E-2,3.665191587E-3,-5.131268129E-2
2.022099614E2,-1.307251602E-1,1.954768784E-2,-3.298672289E-2
2.022399578E2,-1.869247705E-1,2.932153270E-2,-2.687807009E-2
2.022599614E2,-1.673770845E-1,4.276056588E-2,-2.199114859E-2
2.022899526E2,-7.452555746E-2,2.565634064E-2,0.000000000E0
2.023099625E2,-7.330382615E-2,2.565634064E-2,1.221730467E-2
2.023299843E2,-6.963863969E-2,2.443460934E-2,2.443460934E-2
2.023599776E2,-2.235766798E-1,5.742133409E-2,4.764748737E-2
2.023899401E2,-3.555235863E-1,5.986479297E-2,6.719517708E-2
2.024099692E2,-4.520402849E-1,5.864306539E-2,8.185594529E-2
2.024399812E2,-6.243042946E-1,5.253441259E-2,8.796459436E-2
2.024699760E2,-7.745771408E-1,6.352998316E-2,7.819075137E-2
2.025001942E2,-9.724974632E-1,7.819075137E-2,7.330382615E-2
2.025299448E2,-1.211956620E0,9.162978828E-2,6.230825558E-2
2.025499786E2,-1.319468975E0,9.162978828E-2,6.475171447E-2
2.025799724E2,-1.356120825E0,9.773843735E-2,4.642575979E-2
2.026099619E2,-1.478293896E0,1.111774743E-1,4.031710699E-2
2.026399739E2,-1.539380431E0,1.185078546E-1,1.099557430E-2
2.026699651E2,-1.457524419E0,1.172861308E-1,7.330383174E-3
2.026899718E2,-1.348790407E0,1.185078546E-1,0.000000000E0
2.027200791E2,-1.286482215E0,1.160643995E-1,-1.221730467E-2
2.027499750E2,-1.315803766E0,1.197295859E-1,-2.687807009E-2
2.027799625E2,-1.160643935E0,9.896016866E-2,-2.809980139E-2
2.027999713E2,-1.012814522E0,8.552113175E-2,-3.787364438E-2
2.028299744E2,-7.049384713E-1,6.108652428E-2,-6.108652428E-2
2.028599646E2,-5.180137157E-1,5.864306539E-2,-6.719517708E-2
2.028899833E2,-3.481931984E-1,4.153883830E-2,-7.330382615E-2
2.029199739E2,-1.233947799E-1,1.954768784E-2,-5.375614017E-2
2.029499656E2,0.000000000E0,0.000000000E0,0.000000000E0
2.029799802E2,5.241223574E-1,-4.886921961E-3,-8.429940045E-2
2.030099515E2,8.881980777E-1,-2.076941915E-2,-6.230825558E-2
2.030299880E2,1.182635069E0,-4.520402849E-2,-5.497787148E-2
2.030599593E2,1.426981211E0,-5.986479297E-2,-3.665191308E-2
2.030799609E2,1.561371565E0,-6.963863969E-2,-3.787364438E-2
2.031100989E2,1.662775159E0,-7.330382615E-2,-1.343903504E-2
2.031399729E2,1.693318486E0,-6.230825558E-2,1.221730490E-3
2.031699547E2,1.577254057E0,-6.352998316E-2,3.665191587E-3
2.031899750E2,1.486845970E0,-6.719517708E-2,1.221730467E-2
2.032199817E2,1.357342601E0,-7.696902007E-2,1.954768784E-2
2.032499614E2,1.226617455E0,-6.963863969E-2,2.443460934E-2
2.032699640E2,1.078788042E0,-5.742133409E-2,2.321287990E-2
2.032999474E2,8.979719281E-1,-4.276056588E-2,2.321287990E-2
2.033199547E2,7.440338731E-1,-4.520402849E-2,2.199114859E-2
2.033399640E2,6.291912198E-1,-4.886921868E-2,4.642575979E-2
2.033699682E2,4.654793143E-1,-5.986479297E-2,8.429940045E-2
2.033999677E2,3.408628106E-1,-4.398229718E-2,1.014036313E-1
2.034299802E2,2.700024247E-1,-4.398229718E-2,1.038470939E-1
2.034599614E2,2.553416789E-1,-3.298672289E-2,1.136209369E-1
2.034799880E2,2.712241709E-1,-4.153883830E-2,1.295034289E-1
2.035099718E2,2.797762752E-1,-5.864306539E-2,1.246165112E-1
2.035399672E2,2.235766798E-1,-4.031710699E-2,1.258382350E-1
2.035599698E2,2.296853364E-1,-3.787364438E-2,1.368338168E-1
2.035899640E2,2.028072625E-1,-2.687807009E-2,1.356120855E-1
2.036099802E2,1.905899495E-1,-3.543018550E-2,1.062905490E-1
2.036399583E2,1.734857261E-1,-2.687807009E-2,1.099557430E-1
2.036700172E2,1.295034289E-1,-4.153883830E-2,7.452555746E-2
2.037001192E2,8.063421398E-2,-2.565634064E-2,7.330382615E-2
2.037299583E2,3.787364438E-2,-1.954768784E-2,6.597344577E-2
2.037499609E2,-6.597344577E-2,-7.330383174E-3,4.276056588E-2
2.037799562E2,-2.186897546E-1,1.221730490E-3,2.932153270E-2
2.037999567E2,-2.064724565E-1,1.466076635E-2,9.773843922E-3
2.038199677E2,-1.905899495E-1,1.466076635E-2,-3.665191587E-3
2.038499666E2,-1.050688252E-1,2.443460934E-2,-2.932153270E-2
2.038699974E2,-4.398229718E-2,2.443460934E-2,-5.986479297E-2
2.038999609E2,1.221730467E-2,3.298672289E-2,-7.086037099E-2
2.039299651E2,0.000000000E0,0.000000000E0,0.000000000E0
2.039500906E2,-4.153883830E-2,6.597344577E-2,-1.343903542E-1
2.039799557E2,9.773843922E-3,4.520402849E-2,-1.014036313E-1
2.039999646E2,3.543018550E-2,4.398229718E-2,-9.651670605E-2
2.040199672E2,5.864306539E-2,6.230825558E-2,-1.295034289E-1
2.040399687E2,2.687807009E-2,4.764748737E-2,-9.651670605E-2
2.040599698E2,-5.009094998E-2,6.352998316E-2,-1.087340117E-1
2.040899609E2,-2.406809032E-1,6.841690838E-2,-1.014036313E-1
2.041199510E2,-4.141666293E-1,6.352998316E-2,-9.773843735E-2
2.041399547E2,-4.996877611E-1,5.742133409E-2,-1.087340117E-1
2.041599703E2,-5.974262357E-1,6.597344577E-2,-9.651670605E-2
2.041899713E2,-7.073819637E-1,7.208210230E-2,-8.063421398E-2
2.042199422E2,-8.454375267E-1,7.819075137E-2,-6.963863969E-2
2.042399656E2,-9.407324791E-1,7.086037099E-2,-6.597344577E-2
2.042599713E2,-9.822713137E-1,6.597344577E-2,-5.986479297E-2
2.042899557E2,-1.025031924E0,5.742133409E-2,-5.497787148E-2
2.043199578E2,-1.132544160E0,6.475171447E-2,-4.153883830E-2
2.043399703E2,-1.125213742E0,5.986479297E-2,-2.809980139E-2
2.043599880E2,-1.105666041E0,5.742133409E-2,-3.665191587E-3
2.043899604E2,-1.004262447E0,6.230825558E-2,0.000000000E0
2.044099750E2,-9.663888216E-1,5.619960278E-2,7.330383174E-3
2.044399573E2,-1.105666041E0,5.253441259E-2,1.221730467E-2
2.044599630E2,-1.097113967E0,6.352998316E-2,2.687807009E-2
2.044899557E2,-1.076344609E0,7.208210230E-2,4.520402849E-2
2.045199708E2,-9.089674950E-1,7.208210230E-2,3.909537569E-2
2.045500817E2,-8.124507666E-1,7.330382615E-2,4.764748737E-2
2.045799619E2,-5.314527750E-1,5.253441259E-2,5.009094998E-2
2.046099802E2,-4.520402849E-1,4.031710699E-2,5.864306539E-2
2.046399698E2,0.000000000E0,0.000000000E0,0.000000000E0
2.046599828E2,2.602286041E-1,3.665191587E-3,1.062905490E-1
2.046899609E2,6.768386960E-1,-1.710422710E-2,1.062905490E-1
2.047199703E2,1.012814522E0,-5.131268129E-2,1.026253626E-1
2.047499677E2,1.276708364E0,-8.796459436E-2,9.896016866E-2
2.047799833E2,1.440420270E0,-1.136209369E-1,9.529497474E-2
2.048099729E2,1.389107585E0,-1.001819000E-1,8.552113175E-2
2.048299833E2,1.386664152E0,-9.407325089E-2,8.307767659E-2
2.048500984E2,1.373225093E0,-1.001819000E-1,7.819075137E-2
2.048799573E2,1.334129691E0,-1.246165112E-1,4.398229718E-2
2.049099765E2,1.251052022E0,-1.014036313E-1,2.076941915E-2
2.049399562E2,1.142318010E0,-9.529497474E-2,1.221730490E-3
2.049599593E2,1.007927656E0,-7.941248268E-2,6.108652335E-3
2.049799698E2,9.053022861E-1,-9.162978828E-2,-4.886921961E-3
2.049999703E2,8.234463334E-1,-7.696902007E-2,-1.343903504E-2
2.050299593E2,7.171558142E-1,-5.742133409E-2,-4.153883830E-2
2.050599552E2,5.778785348E-1,-4.153883830E-2,-3.787364438E-2
2.050899682E2,4.654793143E-1,-5.375614017E-2,-4.886921868E-2
2.051199640E2,3.347541690E-1,-3.787364438E-2,-5.864306539E-2
2.051499286E2,2.223549485E-1,-2.565634064E-2,-7.208210230E-2
2.051699672E2,1.685988009E-1,-3.665191308E-2,-8.307767659E-2
2.051999578E2,1.160643995E-1,-2.321287990E-2,-6.719517708E-2
2.052299937E2,0.000000000E0,0.000000000E0,0.000000000E0
2.052599708E2,0.000000000E0,0.000000000E0,0.000000000E0
2.052899734E2,0.000000000E0,0.000000000E0,0.000000000E0
2.053199380E2,0.000000000E0,0.000000000E0,0.000000000E0
2.053399666E2,-4.031710699E-2,-3.787364438E-2,-5.619960278E-2
2.053699614E2,-2.443460934E-2,-3.909537569E-2,-6.352998316E-2
2.054000291E2,0.000000000E0,0.000000000E0,0.000000000E0
2.054299849E2,0.000000000E0,0.000000000E0,0.000000000E0
2.054599385E2,0.000000000E0,0.000000000E0,0.000000000E0
2.054799750E2,0.000000000E0,0.000000000E0,0.000000000E0
2.055099609E2,0.000000000E0,0.000000000E0,0.000000000E0
2.055299609E2,-4.276056588E-2,-2.076941915E-2,1.001819000E-1
2.055599823E2,-1.392772794E-1,0.000000000E0,1.050688252E-1
2.055899698E2,-1.319468915E-1,1.221730467E-2,8.063421398E-2
2.056199578E2,-2.309070677E-1,2.932153270E-2,7.941248268E-2
2.056499614E2,-3.384193480E-1,4.153883830E-2,7.941248268E-2
2.056701192E2,-4.117231667E-1,5.375614017E-2,7.452555746E-2
2.056999646E2,-4.935791194E-1,6.352998316E-2,6.475171447E-2
2.057299562E2,-5.571091175E-1,6.841690838E-2,5.253441259E-2
2.057600916E2,-5.962044597E-1,7.452555746E-2,4.520402849E-2
2.057899520E2,-6.914994717E-1,9.040805697E-2,3.543018550E-2
2.058199869E2,-7.244861722E-1,7.941248268E-2,1.954768784E-2
2.058499588E2,-8.136724830E-1,7.574728876E-2,7.330383174E-3
2.058700994E2,-7.525860071E-1,7.941248268E-2,3.665191587E-3
2.058999520E2,-6.609562039E-1,7.574728876E-2,0.000000000E0
2.059199557E2,-7.257078886E-1,7.330382615E-2,-4.886921961E-3
2.059499651E2,-8.234463334E-1,7.086037099E-2,-3.787364438E-2
2.059799552E2,-9.615018964E-1,8.552113175E-2,-5.375614017E-2
2.059999562E2,-1.003040791E0,8.063421398E-2,-6.475171447E-2
2.060199718E2,-9.443976879E-1,7.208210230E-2,-8.429940045E-2
2.060499760E2,-8.845328689E-1,7.696902007E-2,-9.529497474E-2
2.060799609E2,-9.162978530E-1,8.307767659E-2,-1.075122803E-1
2.060999755E2,-8.552113175E-1,7.208210230E-2,-1.160643995E-1
2.061299619E2,-9.150761366E-1,6.475171447E-2,-1.233947799E-1
2.061599807E2,-7.990117669E-1,5.253441259E-2,-1.343903542E-1
2.061899781E2,-5.962044597E-1,5.497787148E-2,-1.099557430E-1
2.062099786E2,-4.178318381E-1,4.398229718E-2,-1.136209369E-1
2.062300057E2,-2.932153046E-1,3.543018550E-2,-9.896016866E-2
2.062600192E2,-1.343903542E-1,2.687807009E-2,-7.208210230E-2
2.062899526E2,3.298672289E-2,2.076941915E-2,-6.841690838E-2
2.063199552E2,1.502728462E-1,1.099557430E-2,-3.909537569E-2
2.063399807E2,2.443460971E-1,7.330383174E-3,-3.176499158E-2
2.063699463E2,3.115412891E-1,2.443460980E-3,-1.710422710E-2
2.063899489E2,3.579670191E-1,0.000000000E0,-9.773843922E-3
2.064099630E2,4.813618064E-1,-1.710422710E-2,2.443460980E-3
2.064301083E2,7.367035151E-1,-3.298672289E-2,1.832595654E-2
2.064599651E2,9.688322544E-1,-4.276056588E-2,3.298672289E-2
2.064900698E2,9.834930301E-1,-5.009094998E-2,6.352998316E-2
2.065199583E2,1.014036298E0,-4.520402849E-2,9.773843735E-2
2.065499489E2,1.058018565E0,-5.253441259E-2,9.651670605E-2
2.065699625E2,1.109331250E0,-6.475171447E-2,1.038470939E-1
2.065999875E2,1.109331250E0,-8.063421398E-2,1.111774743E-1
2.066299609E2,1.121548533E0,-8.063421398E-2,1.307251602E-1
2.066499666E2,1.062905550E0,-7.086037099E-2,1.380555481E-1
2.066701255E2,8.979719281E-1,-7.086037099E-2,1.270599663E-1
2.066999510E2,7.257078886E-1,-6.475171447E-2,1.087340117E-1
2.067199609E2,6.585127115E-1,-5.619960278E-2,1.197295859E-1
2.067499708E2,5.742133260E-1,-5.497787148E-2,1.038470939E-1
2.067799614E2,4.838052690E-1,-5.375614017E-2,9.040805697E-2
2.068099713E2,4.239404798E-1,-4.153883830E-2,8.674286306E-2
2.068399468E2,3.518583775E-1,-2.932153270E-2,6.352998316E-2
2.068599776E2,2.968805134E-1,-3.543018550E-2,5.253441259E-2
2.068899651E2,2.003637999E-1,-3.787364438E-2,3.909537569E-2
2.069199708E2,1.050688252E-1,-2.443460934E-2,2.809980139E-2
2.069499646E2,0.000000000E0,0.000000000E0,0.000000000E0
2.069699661E2,0.000000000E0,0.000000000E0,0.000000000E0
2.069899692E2,0.000000000E0,0.000000000E0,0.000000000E0
2.070199494E2,0.000000000E0,0.000000000E0,0.000000000E0
2.070399536E2,0.000000000E0,0.000000000E0,0.000000000E0
2.070601963E2,2.687807009E-2,-3.176499158E-2,-6.597344577E-2
2.070899739E2,5.253441259E-2,-3.176499158E-2,-9.407325089E-2
2.071199869E2,5.742133409E-2,-3.665191587E-3,-9.529497474E-2
2.071499349E2,6.719517708E-2,-2.443460980E-3,-8.918632567E-2
2.071700948E2,5.742133409E-2,4.886921961E-3,-5.375614017E-2
2.071999698E2,1.392772794E-1,6.108652335E-3,-1.050688252E-1
2.072301234E2,8.918632567E-2,1.221730467E-2,-6.597344577E-2
2.072601146E2,5.131268129E-2,2.809980139E-2,-9.407325089E-2
2.072899661E2,-1.221730467E-2,2.687807009E-2,-7.330382615E-2
2.073199401E2,-1.246165112E-1,3.665191308E-2,-8.674286306E-2
2.073399755E2,-1.404990107E-1,2.687807009E-2,-5.986479297E-2
2.073699619E2,-2.504547536E-1,4.031710699E-2,-5.497787148E-2
2.073999687E2,-4.092797041E-1,5.497787148E-2,-5.131268129E-2
2.074199791E2,-4.483750761E-1,7.330382615E-2,-4.520402849E-2
2.074499677E2,-5.033529401E-1,6.230825558E-2,-4.031710699E-2
2.074799718E2,-5.668829679E-1,5.253441259E-2,-9.773843922E-3
2.075099807E2,-7.293730974E-1,4.886921868E-2,6.108652335E-3
2.075399708E2,-7.709119320E-1,4.398229718E-2,9.773843922E-3
2.075699677E2,-8.332201838E-1,5.619960278E-2,2.076941915E-2
2.075899708E2,-8.087855577E-1,5.009094998E-2,4.031710699E-2
2.076199713E2,-8.845328689E-1,5.986479297E-2,5.619960278E-2
2.076399770E2,-8.820894361E-1,5.619960278E-2,5.375614017E-2
2.076699687E2,-1.009149432E0,5.497787148E-2,5.009094998E-2
2.076999614E2,-1.097113967E0,5.619960278E-2,4.642575979E-2
2.077299567E2,-1.073901057E0,7.941248268E-2,3.665191308E-2
2.077501067E2,-1.032362223E0,8.674286306E-2,3.543018550E-2
2.077799583E2,-9.419541955E-1,7.330382615E-2,4.520402849E-2
2.078099526E2,-7.733554244E-1,7.330382615E-2,4.276056588E-2
2.078399541E2,-6.462954283E-1,7.330382615E-2,4.031710699E-2
2.078599562E2,-5.375614166E-1,6.230825558E-2,3.543018550E-2
2.078799593E2,-4.312708676E-1,5.009094998E-2,2.809980139E-2
2.078999797E2,-3.860668242E-1,5.742133409E-2,2.199114859E-2
2.079299703E2,-1.514945775E-1,3.054326214E-2,1.710422710E-2
2.079599739E2,2.455678284E-1,8.552113548E-3,2.199114859E-2
2.079899547E2,6.401867867E-1,-2.809980139E-2,0.000000000E0
2.080099604E2,7.220427394E-1,-4.520402849E-2,9.773843922E-3
2.080299770E2,7.599163651E-1,-4.520402849E-2,2.443460980E-3
2.080499770E2,8.515461683E-1,-4.398229718E-2,-9.773843922E-3
2.080799437E2,9.712757468E-1,-5.864306539E-2,-7.330383174E-3
2.080999588E2,9.541715384E-1,-6.597344577E-2,-9.773843922E-3
2.081299619E2,9.431759119E-1,-6.841690838E-2,-1.954768784E-2
2.081599864E2,9.199630618E-1,-6.719517708E-2,-4.276056588E-2
2.081899718E2,9.822713137E-1,-5.864306539E-2,-3.054326214E-2
2.082199807E2,9.395107627E-1,-5.986479297E-2,-4.886921868E-2
2.082499416E2,8.246681094E-1,-4.642575979E-2,-4.276056588E-2
2.082701265E2,7.501425147E-1,-5.131268129E-2,-4.520402849E-2
2.082999661E2,6.426302195E-1,-5.131268129E-2,-5.497787148E-2
2.083299755E2,5.986479521E-1,-5.131268129E-2,-4.642575979E-2
2.083599729E2,5.900958180E-1,-4.153883830E-2,-2.809980139E-2
2.083900750E2,5.852088928E-1,-3.176499158E-2,-1.221730467E-2
2.084199739E2,4.752531648E-1,-3.665191308E-2,-6.108652335E-3
2.084499369E2,3.738495409E-1,-2.565634064E-2,-2.443460980E-3
2.084699573E2,3.579670191E-1,-1.954768784E-2,1.343903504E-2
2.084999614E2,2.907718420E-1,-1.466076635E-2,2.565634064E-2
2.085299682E2,2.773328125E-1,-2.199114859E-2,4.764748737E-2
2.085499734E2,2.761110961E-1,-1.832595654E-2,5.497787148E-2
