"Time shift (s)","Autocorrelation of sum"
0.000000000E0,1.274600680E0
3.000625000E-2,3.135896294E-1
6.000208400E-2,3.390670687E-1
8.020989600E-2,2.839243029E-1
1.104088550E-1,4.010562403E-1
1.400526040E-1,2.153170196E-1
1.699885420E-1,9.360589097E-2
1.999911460E-1,-8.367251056E-3
2.299901040E-1,-8.228091926E-2
2.599677090E-1,-1.209757908E-1
2.799958340E-1,-1.524043046E-1
3.099875000E-1,-1.662037221E-1
3.299937500E-1,-1.697726795E-1
3.599833340E-1,-1.558327470E-1
3.799854170E-1,-1.424923176E-1
4.000401040E-1,-1.287954947E-1
4.299671880E-1,-1.127787024E-1
4.499854170E-1,-8.149290646E-2
4.699875000E-1,-5.587086669E-2
4.999875000E-1,-3.438032595E-2
5.300114590E-1,-1.134891582E-2
5.600192710E-1,3.226284212E-3
5.899942710E-1,2.074822108E-2
6.200109380E-1,3.865564029E-2
6.501854170E-1,5.731389569E-2
6.800000000E-1,6.962413417E-2
7.099796880E-1,6.843856434E-2
7.299937500E-1,7.485388534E-2
7.600005210E-1,8.007620278E-2
7.900208340E-1,8.759843491E-2
8.200677090E-1,8.822128002E-2
8.500046880E-1,8.345306479E-2
8.799765630E-1,8.142550838E-2
9.009583340E-1,7.611486022E-2
9.300088540E-1,7.177261965E-2
9.600046880E-1,7.185098040E-2
9.900031250E-1,6.222225484E-2
1.010510417E0,4.771801633E-2
1.040044792E0,3.112221525E-2
1.060136979E0,1.291118381E-2
1.089987500E0,-4.948972057E-3
1.110534375E0,-3.090886385E-2
1.139980209E0,-6.255425304E-2
1.160022396E0,-9.346636028E-2
1.180172396E0,-1.369745238E-1
1.209997917E0,-1.782920729E-1
1.240011979E0,-2.298201474E-1
1.270020313E0,-2.467134276E-1
1.300007813E0,-2.415507706E-1
1.329971875E0,-1.741842263E-1
1.350007292E0,4.559147955E-2
1.380005208E0,-3.682504891E-1
1.400044271E0,-1.024017416E-1
1.429984375E0,4.381460546E-2
1.460002604E0,3.350993530E-1
1.489995833E0,6.534830508E-2
1.509998958E0,2.463308951E-1
1.539990104E0,2.524703435E-1
1.559991667E0,2.868683660E-1
1.580009375E0,3.200219772E-1
1.610410417E0,2.909130484E-1
1.640021354E0,2.607841757E-1
1.669982292E0,2.431897616E-1
1.689996354E0,2.143714979E-1
1.710351563E0,1.747782888E-1
1.739994271E0,1.219139906E-1
1.769995313E0,8.274953472E-2
1.800006250E0,4.148321836E-2
1.830010938E0,1.970161583E-2
1.860004688E0,-1.812997924E-2
1.889998438E0,-4.858025017E-2
1.920008854E0,-7.604990841E-2
1.940044792E0,-8.826295713E-2
1.969999479E0,-9.654705902E-2
1.999999479E0,-9.761982778E-2
2.020003646E0,-1.022160691E-1
2.049986458E0,-9.639985999E-2
2.080007813E0,-8.683841487E-2
2.110001563E0,-7.401821109E-2
2.140000521E0,-5.819122124E-2
2.160013021E0,-4.319842344E-2
2.189986979E0,-2.611688293E-2
2.220013542E0,-9.643581345E-3
2.240032292E0,8.905611581E-3
2.270004688E0,2.588036284E-2
2.300054167E0,4.453772647E-2
2.329984375E0,5.803906998E-2
2.350004167E0,7.106832638E-2
2.379985937E0,8.228911225E-2
2.400046875E0,8.981983817E-2
2.429982812E0,9.381791118E-2
2.449998437E0,9.588570567E-2
2.480019792E0,9.565737943E-2
2.510638542E0,9.403539361E-2
2.540057292E0,8.474052133E-2
2.569989583E0,7.226484365E-2
2.589997396E0,6.087699701E-2
2.610003646E0,5.165535090E-2
2.639996354E0,3.899982513E-2
2.670001042E0,2.017566822E-2
2.700125521E0,1.338630388E-4
2.730000521E0,-1.787286888E-2
2.750127604E0,-3.538040105E-2
2.770143229E0,-5.490092400E-2
2.799984375E0,-7.268259863E-2
2.820007812E0,-9.076277206E-2
2.840040625E0,-1.091260975E-1
2.870058333E0,-1.237196441E-1
2.900723958E0,-1.257784328E-1
2.930009375E0,-1.142381195E-1
2.960011458E0,-1.005397729E-1
2.990004687E0,-8.496619003E-2
3.019985937E0,-6.683143461E-2
3.040030729E0,-4.848861112E-2
3.069991146E0,-2.544615740E-2
3.099990104E0,1.839167091E-3
3.119992187E0,3.902016243E-2
3.140034896E0,6.000948405E-2
3.169999479E0,7.806438350E-2
3.190020312E0,7.367742070E-2
3.219980208E0,7.886897659E-2
3.240007292E0,8.222054284E-2
3.260015104E0,9.410460622E-2
3.289992187E0,8.591681314E-2
3.320154167E0,8.518691442E-2
3.350000521E0,7.532937691E-2
3.380001562E0,5.321117470E-2
3.400432812E0,4.014997551E-2
3.429988021E0,2.822903811E-2
3.459986458E0,1.250335693E-2
3.490005208E0,-9.278389149E-3
3.510398958E0,-3.467420531E-2
3.539994791E0,-5.009465340E-2
3.569991146E0,-6.287852032E-2
3.590033854E0,-7.527642215E-2
3.619985937E0,-8.006238184E-2
3.650135937E0,-7.801579307E-2
3.679977083E0,-7.867988690E-2
3.709983854E0,-7.409192064E-2
3.740071875E0,-6.716101449E-2
3.769982812E0,-5.587249693E-2
3.789991666E0,-4.358995419E-2
3.819976562E0,-3.039993433E-2
3.839977604E0,-1.593089929E-2
3.859999479E0,-3.541165655E-3
3.889997396E0,1.186334872E-2
3.910020833E0,2.322671036E-2
3.940000521E0,3.741419929E-2
3.969998437E0,5.043123699E-2
3.999998437E0,6.331237740E-2
4.030014062E0,7.823871594E-2
4.060002083E0,8.648648833E-2
4.090006250E0,9.221289266E-2
4.119976562E0,9.336252381E-2
4.140001041E0,9.440572297E-2
4.170017187E0,9.201696077E-2
4.200004687E0,8.398670454E-2
4.230006250E0,7.461074007E-2
4.259979166E0,6.032723686E-2
4.279998437E0,4.102450415E-2
4.300014583E0,2.372521599E-2
4.329989583E0,3.284511675E-3
4.359990104E0,-1.872833401E-2
4.389995833E0,-3.744913956E-2
4.410013541E0,-4.833481814E-2
4.439988021E0,-5.834437113E-2
4.470129166E0,-6.949630123E-2
4.499992187E0,-7.860896160E-2
4.530140625E0,-7.832714691E-2
4.560014583E0,-6.836880542E-2
4.590003645E0,-5.775464049E-2
4.620147395E0,-5.146825627E-2
4.649995833E0,-5.199789116E-2
4.680005208E0,-4.406523285E-2
4.710018750E0,-3.990721735E-2
4.739980729E0,-2.756288074E-2
4.760004687E0,-1.981567996E-2
4.789997395E0,1.647201435E-3
4.809998437E0,2.224385930E-2
4.830024479E0,3.735487117E-2
4.859994270E0,3.602578257E-2
4.889997395E0,4.667179587E-2
4.919988541E0,5.871061860E-2
4.940028125E0,6.758649748E-2
4.969979687E0,6.060260416E-2
4.990005208E0,5.410488453E-2
