"Time shift (s)","Autocorrelation of sum"
0.000000000E0,6.005611068E-2
2.998958300E-2,5.845174243E-2
4.999166600E-2,5.553440119E-2
6.999739600E-2,5.129550080E-2
9.000364500E-2,4.573541393E-2
1.199953120E-1,3.915910224E-2
1.399984370E-1,3.181117051E-2
1.700078120E-1,2.376123357E-2
1.999890620E-1,1.552941396E-2
2.301291660E-1,7.153800738E-3
2.600067700E-1,-8.560116056E-4
2.899927080E-1,-8.302058734E-3
3.200046870E-1,-1.521183774E-2
3.499932290E-1,-2.133924984E-2
3.800104160E-1,-2.668190107E-2
4.100078120E-1,-3.110411864E-2
4.300213540E-1,-3.450023774E-2
4.501187500E-1,-3.677866331E-2
4.799937500E-1,-3.793791994E-2
5.099927080E-1,-3.795876988E-2
5.300942700E-1,-3.689778027E-2
5.600031250E-1,-3.496264617E-2
5.800052080E-1,-3.202661327E-2
6.000093750E-1,-2.834747500E-2
6.300041660E-1,-2.417255377E-2
6.599984370E-1,-1.949940025E-2
6.900213540E-1,-1.445838497E-2
7.200171870E-1,-9.439040975E-3
7.499776040E-1,-4.515330849E-3
7.699973950E-1,3.237571880E-4
8.000041660E-1,4.694986526E-3
8.200333330E-1,8.562634897E-3
8.500000000E-1,1.197562692E-2
8.701447910E-1,1.472283492E-2
8.999958330E-1,1.693473505E-2
9.299921870E-1,1.850072252E-2
9.500005200E-1,1.935487015E-2
9.700046870E-1,1.942405318E-2
9.900062500E-1,1.885425912E-2
1.020000000E0,1.768461264E-2
1.049995833E0,1.603412265E-2
1.080030208E0,1.383464398E-2
1.110008333E0,1.127940831E-2
1.140004166E0,8.558260020E-3
1.170016145E0,5.707285607E-3
1.200011979E0,2.879458094E-3
1.229992708E0,9.468311021E-5
1.250001562E0,-2.481936155E-3
1.270111458E0,-4.712271198E-3
1.299992187E0,-6.504123414E-3
1.320001562E0,-7.944807145E-3
1.340027604E0,-8.874821492E-3
1.369978124E0,-9.418326322E-3
1.389998958E0,-9.570226546E-3
1.420003124E0,-9.403707367E-3
1.440128124E0,-8.792197591E-3
1.470014062E0,-7.978782078E-3
1.490135937E0,-6.798295526E-3
1.519987499E0,-5.310845684E-3
1.549995312E0,-3.614658198E-3
1.579996354E0,-1.898836728E-3
1.600006249E0,-1.569944124E-4
1.629982812E0,1.737722501E-3
1.650008854E0,3.774313253E-3
1.670134374E0,5.789411092E-3
1.700009895E0,7.804955265E-3
1.730023958E0,9.517282128E-3
1.760002604E0,1.096577407E-2
1.789995312E0,1.214755208E-2
1.820024479E0,1.309208054E-2
1.849985416E0,1.371674143E-2
1.869993229E0,1.400431949E-2
1.900005208E0,1.384046322E-2
1.920007812E0,1.342244965E-2
1.949993229E0,1.267405394E-2
1.979998437E0,1.181089193E-2
2.010002604E0,1.084280406E-2
2.040014583E0,9.692100124E-3
2.069997916E0,8.426889031E-3
2.100005208E0,7.105212417E-3
2.120013020E0,5.766370842E-3
2.150001041E0,4.386672865E-3
2.180007291E0,2.747994759E-3
2.210009895E0,9.014168891E-4
2.240010937E0,-9.328764903E-4
2.269998437E0,-2.916330987E-3
2.299975520E0,-5.049847264E-3
2.320007812E0,-7.273227343E-3
2.349996874E0,-9.645167632E-3
2.380029687E0,-1.210017643E-2
2.410004166E0,-1.463874868E-2
2.430005728E0,-1.715783462E-2
2.460008853E0,-1.956688468E-2
2.490001041E0,-2.169831721E-2
2.510014583E0,-2.354880881E-2
2.539990103E0,-2.499041873E-2
2.569996353E0,-2.594464448E-2
2.600004687E0,-2.618306040E-2
2.629994270E0,-2.584773436E-2
2.649998958E0,-2.482383784E-2
2.679999478E0,-2.306510341E-2
2.709988541E0,-2.064036792E-2
2.739993228E0,-1.748244599E-2
2.770006770E0,-1.363906923E-2
2.790160937E0,-9.098079295E-3
2.820171874E0,-4.181300861E-3
2.849994270E0,9.646603886E-4
2.879994791E0,6.301583351E-3
2.900010416E0,1.180030031E-2
2.929991666E0,1.728265504E-2
2.959991666E0,2.252261861E-2
2.989992187E0,2.721250610E-2
3.009995312E0,3.139480513E-2
3.030033333E0,3.484315263E-2
3.060020312E0,3.745289030E-2
3.089981770E0,3.920106850E-2
3.110023958E0,3.976358291E-2
3.140008333E0,3.925810137E-2
3.160011458E0,3.762721815E-2
3.190135937E0,3.499519756E-2
3.220007291E0,3.135209729E-2
3.240178645E0,2.675354169E-2
3.269990103E0,2.141845163E-2
3.289996874E0,1.556124520E-2
3.310004687E0,9.227576867E-3
3.330008333E0,2.528292463E-3
3.359997916E0,-4.031457452E-3
3.380059374E0,-1.040460736E-2
3.409988020E0,-1.638891437E-2
3.429994270E0,-2.178866943E-2
3.450000520E0,-2.649170025E-2
3.480004687E0,-3.032709378E-2
3.510015103E0,-3.309042586E-2
3.539973957E0,-3.467174767E-2
3.560021353E0,-3.490955102E-2
3.589997395E0,-3.389910504E-2
3.620044270E0,-3.193048415E-2
3.650003645E0,-2.897777988E-2
3.670007291E0,-2.499973107E-2
3.700009374E0,-2.023873500E-2
3.730001562E0,-1.489451483E-2
3.760002603E0,-9.090974204E-3
3.780116666E0,-3.253990073E-3
3.810021353E0,2.515650751E-3
3.839999478E0,8.111005985E-3
3.869992187E0,1.340102611E-2
3.889997916E0,1.820614210E-2
3.919997916E0,2.220730582E-2
3.940010416E0,2.522549620E-2
3.960011978E0,2.740481470E-2
3.989985416E0,2.834181301E-2
4.010006249E0,2.815582889E-2
4.040013020E0,2.686941017E-2
4.070184374E0,2.447393334E-2
4.100007291E0,2.110408809E-2
4.130008853E0,1.687779464E-2
4.159982812E0,1.185927334E-2
4.180009895E0,6.373867428E-3
4.200011978E0,6.581432358E-4
4.230130207E0,-5.181331502E-3
4.260008332E0,-1.078353339E-2
4.289997916E0,-1.609896414E-2
4.310120312E0,-2.088944235E-2
4.339993749E0,-2.483928391E-2
4.369990624E0,-2.793743822E-2
4.400117707E0,-3.019473774E-2
4.430002082E0,-3.137738543E-2
4.460023436E0,-3.135955735E-2
4.490013020E0,-3.022767374E-2
4.520004686E0,-2.802730197E-2
4.550015103E0,-2.488918460E-2
4.580005207E0,-2.094256865E-2
4.609988020E0,-1.620028251E-2
4.629998957E0,-1.092084165E-2
4.660002082E0,-4.986893566E-3
