"Frequency (Hz)","Rel. amplitude (a.u.)"
1.007554692E0,1.788523351E-2
1.005023811E0,1.797659444E-2
1.005044854E0,1.797735190E-2
1.005055771E0,1.797681927E-2
1.265754357E0,1.133440576E-2
1.022489987E0,1.737007420E-2
1.005047616E0,1.798120467E-2
1.265802339E0,1.133791286E-2
1.000028777E0,1.816622126E-2
1.002535318E0,1.807191991E-2
1.002498414E0,1.806942497E-2
1.002504172E0,1.806126693E-2
1.000025912E0,1.813629147E-2
9.999860679E-1,1.813237649E-2
9.974966473E-1,1.821617846E-2
9.950260360E-1,1.829647671E-2
9.950186879E-1,1.827855406E-2
9.925773825E-1,1.836640677E-2
9.925485197E-1,1.836678337E-2
9.950149492E-1,1.827114447E-2
9.925489046E-1,1.836337260E-2
9.900875224E-1,1.845453275E-2
9.900928833E-1,1.845592356E-2
9.901260710E-1,1.846211935E-2
9.925514700E-1,1.837495045E-2
9.900942873E-1,1.847293084E-2
9.876493676E-1,1.857375609E-2
9.900970954E-1,1.848383697E-2
9.803959117E-1,1.887027244E-2
9.803945350E-1,1.884507696E-2
9.803910306E-1,1.878247380E-2
9.803548630E-1,1.871957647E-2
9.803959117E-1,1.867384152E-2
9.803955361E-1,1.866945318E-2
9.828051333E-1,1.857949951E-2
9.828071455E-1,1.858643478E-2
9.828046303E-1,1.860916180E-2
9.852212958E-1,1.854403737E-2
9.876426358E-1,1.849917936E-2
9.852230651E-1,1.861761396E-2
9.851899525E-1,1.866878628E-2
9.852181361E-1,1.868180261E-2
9.852233182E-1,1.868923889E-2
9.876516538E-1,1.857581590E-2
9.900928831E-1,1.840865879E-2
9.900859908E-1,1.826351734E-2
9.900956914E-1,1.817630735E-2
9.950317084E-1,1.791347931E-2
1.000000521E0,1.760000886E-2
1.000003516E0,1.753928554E-2
1.000002214E0,1.747556831E-2
9.975457519E-1,1.751083364E-2
1.000013282E0,1.739621827E-2
9.999915366E-1,1.740144579E-2
1.002498152E0,1.733912154E-2
9.925555749E-1,1.768264843E-2
9.999744799E-1,1.733167137E-2
1.000002084E0,1.721994438E-2
1.000004167E0,1.714694704E-2
1.000058467E0,1.697475880E-2
1.002502340E0,1.681439293E-2
1.002509930E0,1.673145677E-2
