"Time (s)","Illuminance (lx)"
0.000000000E0,5.700000000E1
1.307713540E-1,5.700000000E1
2.467151040E-1,5.700000000E1
3.667213540E-1,5.700000000E1
4.866994790E-1,5.700000000E1
6.067026040E-1,5.700000000E1
7.267052080E-1,5.700000000E1
8.478500000E-1,5.700000000E1
9.666984370E-1,5.700000000E1
1.086911458E0,5.700000000E1
1.206715625E0,5.800000000E1
1.326727604E0,5.800000000E1
1.446693750E0,5.800000000E1
1.566698437E0,5.800000000E1
1.686703125E0,5.800000000E1
1.806686979E0,5.800000000E1
1.926706250E0,5.800000000E1
2.046705729E0,5.800000000E1
2.166718750E0,5.800000000E1
2.286690625E0,5.800000000E1
2.406699479E0,5.700000000E1
2.526708333E0,5.700000000E1
2.646716666E0,5.700000000E1
2.766682291E0,5.700000000E1
2.886712499E0,5.700000000E1
3.006702083E0,5.700000000E1
3.126721354E0,5.700000000E1
3.246695312E0,5.700000000E1
3.366703645E0,5.700000000E1
3.486712499E0,5.700000000E1
3.606722395E0,5.700000000E1
3.726702603E0,5.700000000E1
3.847844270E0,5.700000000E1
3.966714062E0,5.700000000E1
4.086726562E0,5.700000000E1
4.206703645E0,5.700000000E1
4.326702603E0,5.800000000E1
4.446723437E0,5.700000000E1
4.566715624E0,5.700000000E1
4.686702083E0,5.700000000E1
4.806719270E0,5.800000000E1
4.926706770E0,5.800000000E1
5.046689062E0,5.800000000E1
5.166703645E0,5.800000000E1
5.286713541E0,5.800000000E1
5.406713020E0,5.800000000E1
5.526694270E0,5.800000000E1
5.646707812E0,5.800000000E1
5.766711978E0,5.800000000E1
5.886719270E0,5.800000000E1
6.006704166E0,5.800000000E1
6.126700520E0,5.800000000E1
6.246708853E0,5.800000000E1
6.366721874E0,5.800000000E1
6.486686457E0,5.800000000E1
6.606706770E0,5.800000000E1
6.726709374E0,5.800000000E1
6.847843228E0,5.800000000E1
6.966687499E0,5.800000000E1
7.086701040E0,5.800000000E1
7.206705728E0,5.800000000E1
7.326732290E0,5.800000000E1
7.446693749E0,5.800000000E1
7.566721353E0,5.800000000E1
7.686716145E0,5.800000000E1
7.806717707E0,5.800000000E1
7.926695832E0,5.800000000E1
8.046708853E0,5.800000000E1
8.166709374E0,5.800000000E1
8.286823957E0,5.700000000E1
8.406697394E0,5.800000000E1
8.526698957E0,5.700000000E1
8.646728124E0,5.700000000E1
8.766701561E0,5.700000000E1
8.886696874E0,5.800000000E1
9.006718749E0,5.700000000E1
9.126727603E0,5.800000000E1
9.246696353E0,5.700000000E1
9.367109894E0,5.700000000E1
9.486711978E0,5.700000000E1
9.606720832E0,5.800000000E1
9.726691144E0,5.800000000E1
9.847837498E0,5.800000000E1
9.966710936E0,5.800000000E1
1.008672292E1,5.700000000E1
1.020670885E1,5.700000000E1
1.032669635E1,5.700000000E1
1.044672344E1,5.800000000E1
1.056671875E1,5.800000000E1
1.068671875E1,5.800000000E1
1.080669687E1,5.800000000E1
1.092671302E1,5.800000000E1
1.104679166E1,5.800000000E1
1.116669687E1,5.800000000E1
1.128673802E1,5.800000000E1
1.140672083E1,5.800000000E1
1.152669062E1,5.800000000E1
1.164670104E1,5.800000000E1
1.176670104E1,5.800000000E1
1.188670885E1,5.700000000E1
1.200669010E1,5.700000000E1
1.212670469E1,5.700000000E1
1.224672656E1,5.800000000E1
1.236672031E1,5.800000000E1
1.248675312E1,5.800000000E1
1.260669479E1,5.800000000E1
1.272669739E1,5.700000000E1
1.284785156E1,5.700000000E1
1.296669531E1,5.700000000E1
1.308670208E1,5.800000000E1
1.320670312E1,5.800000000E1
1.332671198E1,5.700000000E1
1.344668854E1,5.800000000E1
1.356669844E1,5.800000000E1
1.368670833E1,5.800000000E1
1.380672396E1,5.800000000E1
1.392670104E1,5.800000000E1
1.404670416E1,5.800000000E1
1.416671510E1,5.800000000E1
1.428668958E1,5.800000000E1
1.440669687E1,5.800000000E1
1.452670104E1,5.800000000E1
1.464671458E1,5.800000000E1
1.476669010E1,5.800000000E1
1.488670156E1,5.800000000E1
1.500671250E1,5.700000000E1
1.512670937E1,5.700000000E1
1.524669323E1,5.700000000E1
1.536671198E1,5.700000000E1
1.548669791E1,5.700000000E1
1.560671302E1,5.800000000E1
1.572668594E1,5.700000000E1
1.584782448E1,5.700000000E1
1.596670937E1,5.700000000E1
1.608671354E1,5.700000000E1
1.620668594E1,5.700000000E1
1.632669271E1,5.700000000E1
1.644670156E1,5.700000000E1
1.656672448E1,5.700000000E1
1.668669739E1,5.700000000E1
1.680670573E1,5.800000000E1
1.692679531E1,5.700000000E1
1.704672344E1,5.700000000E1
1.716669687E1,5.700000000E1
1.728669948E1,5.800000000E1
1.740671823E1,5.800000000E1
1.752669114E1,5.800000000E1
1.764669271E1,5.700000000E1
1.776669844E1,5.700000000E1
1.788671927E1,5.700000000E1
1.800669062E1,5.700000000E1
1.812670677E1,5.700000000E1
1.824670520E1,5.800000000E1
1.836671666E1,5.800000000E1
1.848671302E1,5.800000000E1
1.860669427E1,5.800000000E1
1.872671041E1,5.800000000E1
1.884786198E1,5.800000000E1
1.896669739E1,5.800000000E1
1.908669531E1,5.800000000E1
1.920670468E1,5.800000000E1
1.932670989E1,5.800000000E1
1.944669010E1,6.000000000E1
1.956669948E1,6.000000000E1
1.968671770E1,6.000000000E1
1.980670989E1,5.800000000E1
1.992671458E1,5.800000000E1
2.004671979E1,5.800000000E1
2.016670573E1,5.800000000E1
2.028672448E1,5.800000000E1
2.040669010E1,6.000000000E1
2.052669843E1,6.000000000E1
2.064670468E1,5.800000000E1
2.076669218E1,5.800000000E1
2.088669948E1,5.800000000E1
2.100670520E1,5.700000000E1
2.112670781E1,5.700000000E1
2.124669375E1,5.500000000E1
2.136669114E1,5.500000000E1
2.148670625E1,5.700000000E1
