"Time (s)","Illuminance (lx)"
0.000000000E0,8.595000000E3
1.306260420E-1,8.624000000E3
2.465255210E-1,8.641000000E3
3.665416670E-1,8.641000000E3
4.866875000E-1,8.637000000E3
6.065479170E-1,8.639000000E3
7.266583340E-1,8.650000000E3
8.465380210E-1,8.662000000E3
9.665437500E-1,8.662000000E3
1.086707813E0,8.665000000E3
1.206658854E0,8.667000000E3
1.326548438E0,8.671000000E3
1.446542188E0,8.681000000E3
1.566523958E0,8.700000000E3
1.686548438E0,8.703000000E3
1.806540104E0,8.713000000E3
1.926542187E0,8.726000000E3
2.046520833E0,8.732000000E3
2.166680729E0,8.734000000E3
2.286543229E0,8.730000000E3
2.406552083E0,8.749000000E3
2.526661458E0,8.759000000E3
2.646538542E0,8.766000000E3
2.766665104E0,8.770000000E3
2.886557812E0,8.772000000E3
3.006534375E0,8.787000000E3
3.126539583E0,8.795000000E3
3.246561458E0,8.798000000E3
3.366552604E0,8.802000000E3
3.486527604E0,8.798000000E3
3.606535937E0,8.804000000E3
3.726546875E0,8.804000000E3
3.846701041E0,8.800000000E3
3.966533854E0,8.802000000E3
4.086679166E0,8.804000000E3
4.206545312E0,8.802000000E3
4.326558333E0,8.800000000E3
4.446542187E0,8.800000000E3
4.566543750E0,8.798000000E3
4.686550000E0,8.798000000E3
4.806542708E0,8.800000000E3
4.926529687E0,8.798000000E3
5.046667187E0,8.795000000E3
5.166676041E0,8.791000000E3
5.286522395E0,8.791000000E3
5.406541666E0,8.785000000E3
5.526542187E0,8.781000000E3
5.646549999E0,8.778000000E3
5.766524479E0,8.778000000E3
5.886643229E0,8.779000000E3
6.006660937E0,8.779000000E3
6.126555208E0,8.779000000E3
6.246524479E0,8.781000000E3
6.366619270E0,8.781000000E3
6.486544791E0,8.778000000E3
6.606678645E0,8.778000000E3
6.726528124E0,8.776000000E3
6.846538020E0,8.778000000E3
6.966672395E0,8.776000000E3
7.086680728E0,8.779000000E3
7.206530208E0,8.781000000E3
7.326537499E0,8.779000000E3
7.446670832E0,8.776000000E3
7.566715103E0,8.778000000E3
7.686534374E0,8.774000000E3
7.806531770E0,8.766000000E3
7.926561978E0,8.766000000E3
8.046668228E0,8.766000000E3
8.166665624E0,8.762000000E3
8.286670832E0,8.760000000E3
8.406543228E0,8.755000000E3
8.526531770E0,8.759000000E3
8.646534895E0,8.760000000E3
8.766549999E0,8.760000000E3
8.886555207E0,8.759000000E3
9.006528645E0,8.760000000E3
9.126605728E0,8.759000000E3
9.246544791E0,8.757000000E3
9.366548436E0,8.755000000E3
9.486554166E0,8.759000000E3
9.606542707E0,8.751000000E3
9.726561978E0,8.749000000E3
9.846558332E0,8.749000000E3
9.966540103E0,8.749000000E3
1.008653906E1,8.745000000E3
1.020669219E1,8.745000000E3
1.032655260E1,8.743000000E3
1.044653490E1,8.741000000E3
1.056668802E1,8.741000000E3
1.068655052E1,8.740000000E3
1.080655833E1,8.740000000E3
1.092654531E1,8.740000000E3
1.104670312E1,8.738000000E3
1.116669531E1,8.738000000E3
1.128665260E1,8.740000000E3
1.140653437E1,8.736000000E3
1.152653958E1,8.738000000E3
1.164668021E1,8.734000000E3
1.176652552E1,8.734000000E3
1.188654010E1,8.730000000E3
1.200654635E1,8.728000000E3
1.212666458E1,8.732000000E3
1.224658646E1,8.732000000E3
1.236653437E1,8.734000000E3
1.248654166E1,8.722000000E3
1.260670260E1,8.722000000E3
1.272667812E1,8.721000000E3
1.284654010E1,8.719000000E3
1.296654323E1,8.717000000E3
1.308668021E1,8.709000000E3
1.320667708E1,8.709000000E3
1.332654896E1,8.707000000E3
1.344653906E1,8.705000000E3
1.356655416E1,8.702000000E3
1.368652552E1,8.700000000E3
1.380653854E1,8.698000000E3
1.392654687E1,8.700000000E3
1.404656146E1,8.702000000E3
1.416669531E1,8.700000000E3
1.428666458E1,8.698000000E3
1.440654479E1,8.690000000E3
1.452653906E1,8.690000000E3
1.464653698E1,8.677000000E3
1.476669062E1,8.675000000E3
1.488655364E1,8.673000000E3
1.500653021E1,8.671000000E3
1.512664739E1,8.671000000E3
1.524654375E1,8.673000000E3
1.536654896E1,8.675000000E3
1.548653646E1,8.671000000E3
1.560654218E1,8.669000000E3
1.572668906E1,8.667000000E3
1.584655729E1,8.667000000E3
1.596653958E1,8.667000000E3
1.608654062E1,8.664000000E3
1.620667708E1,8.660000000E3
1.632669739E1,8.658000000E3
1.644652396E1,8.652000000E3
1.656653958E1,8.652000000E3
1.668655364E1,8.652000000E3
1.680664218E1,8.654000000E3
1.692652864E1,8.656000000E3
1.704653594E1,8.654000000E3
1.716654218E1,8.656000000E3
1.728656666E1,8.650000000E3
1.740655052E1,8.650000000E3
1.752653854E1,8.648000000E3
1.764655156E1,8.654000000E3
1.776652135E1,8.648000000E3
1.788653906E1,8.637000000E3
1.800654531E1,8.635000000E3
1.812655781E1,8.631000000E3
1.824665729E1,8.631000000E3
1.836654114E1,8.637000000E3
1.848655677E1,8.635000000E3
1.860654896E1,8.631000000E3
1.872652864E1,8.633000000E3
1.884655312E1,8.635000000E3
1.896654896E1,8.635000000E3
1.908655625E1,8.633000000E3
1.920667187E1,8.635000000E3
1.932654010E1,8.633000000E3
1.944668541E1,8.631000000E3
1.956655521E1,8.633000000E3
1.968653177E1,8.635000000E3
1.980654479E1,8.631000000E3
1.992654271E1,8.631000000E3
2.004656458E1,8.627000000E3
2.016653281E1,8.627000000E3
2.028654635E1,8.627000000E3
2.040658594E1,8.627000000E3
2.052655312E1,8.624000000E3
2.064665364E1,8.624000000E3
2.076653750E1,8.626000000E3
2.088655000E1,8.620000000E3
2.100664323E1,8.622000000E3
2.112665833E1,8.620000000E3
2.124653906E1,8.620000000E3
2.136655416E1,8.618000000E3
2.148652344E1,8.616000000E3
2.160653437E1,8.614000000E3
2.172666614E1,8.610000000E3
