"Time (s)","Illuminance (lx)"
0.000000000E0,1.300000000E1
1.272911460E-1,1.300000000E1
2.432119800E-1,1.300000000E1
3.633416670E-1,1.500000000E1
4.832281250E-1,1.300000000E1
6.033723960E-1,1.300000000E1
7.233546880E-1,1.300000000E1
8.432192710E-1,1.500000000E1
9.632322920E-1,1.300000000E1
1.083376042E0,1.300000000E1
1.203206250E0,1.300000000E1
1.323236459E0,1.300000000E1
1.443229167E0,1.300000000E1
1.563357813E0,1.500000000E1
1.683208854E0,1.500000000E1
1.803222396E0,1.700000000E1
1.923225521E0,1.700000000E1
2.043249479E0,1.900000000E1
2.163210417E0,1.900000000E1
2.283221875E0,1.900000000E1
2.403226042E0,2.000000000E1
2.523335938E0,2.000000000E1
2.643217708E0,2.000000000E1
2.763225000E0,2.200000000E1
2.883253646E0,2.200000000E1
3.003225521E0,2.200000000E1
3.123357812E0,2.200000000E1
3.243365104E0,2.200000000E1
3.363232292E0,2.200000000E1
3.483316667E0,2.400000000E1
3.603209375E0,2.400000000E1
3.723221875E0,2.600000000E1
3.843233333E0,2.800000000E1
3.963218750E0,2.800000000E1
4.083362500E0,2.800000000E1
4.203369791E0,2.800000000E1
4.323378125E0,2.800000000E1
4.443235937E0,3.200000000E1
4.563361458E0,3.400000000E1
4.683439062E0,3.400000000E1
4.803238020E0,3.400000000E1
4.923218750E0,3.400000000E1
5.043263020E0,3.400000000E1
5.163352604E0,3.800000000E1
5.283232812E0,3.800000000E1
5.403213020E0,3.800000000E1
5.523219791E0,3.900000000E1
5.643233333E0,4.300000000E1
5.763351562E0,4.500000000E1
5.883218229E0,4.700000000E1
6.003243229E0,4.700000000E1
6.123372395E0,4.700000000E1
6.243348437E0,4.900000000E1
6.363210937E0,5.300000000E1
6.483327083E0,5.500000000E1
6.603379687E0,5.800000000E1
6.723212499E0,6.200000000E1
6.843344270E0,6.600000000E1
6.963232812E0,6.800000000E1
7.083243228E0,7.000000000E1
7.203353645E0,7.400000000E1
7.323344791E0,8.500000000E1
7.443228645E0,9.100000000E1
7.563252083E0,9.500000000E1
7.683351041E0,1.000000000E2
7.803220312E0,1.000000000E2
7.923228645E0,1.020000000E2
8.043243228E0,1.100000000E2
8.163356249E0,1.190000000E2
8.283367707E0,1.210000000E2
8.403384895E0,1.250000000E2
8.523232812E0,1.340000000E2
8.643205728E0,1.500000000E2
8.763216145E0,1.780000000E2
8.883222916E0,2.670000000E2
9.003202082E0,3.570000000E2
9.123517707E0,4.950000000E2
9.243231770E0,6.320000000E2
9.363230728E0,7.310000000E2
9.483216145E0,8.340000000E2
9.603218228E0,1.016000000E3
9.723222395E0,1.136000000E3
9.843228645E0,1.227000000E3
9.963203645E0,1.254000000E3
1.008322708E1,1.267000000E3
1.020322812E1,1.295000000E3
1.032323646E1,1.447000000E3
1.044321094E1,1.489000000E3
1.056321719E1,1.569000000E3
1.068324271E1,1.653000000E3
1.080323958E1,1.795000000E3
1.092321354E1,1.907000000E3
1.104322500E1,2.160000000E3
1.116323385E1,2.458000000E3
1.128324531E1,2.711000000E3
1.140320937E1,3.205000000E3
1.152322396E1,3.496000000E3
1.164322552E1,3.482000000E3
1.176324062E1,3.980000000E3
1.188335989E1,3.971000000E3
1.200322656E1,3.921000000E3
1.212322344E1,3.895000000E3
1.224337292E1,3.765000000E3
1.236321406E1,3.712000000E3
1.248322656E1,2.992000000E3
1.260324062E1,2.665000000E3
1.272320625E1,2.194000000E3
1.284321302E1,1.675000000E3
1.296321666E1,1.202000000E3
1.308322396E1,9.120000000E2
1.320320364E1,5.160000000E2
1.332334479E1,4.800000000E2
1.344322292E1,4.020000000E2
1.356322396E1,3.070000000E2
1.368320521E1,2.770000000E2
1.380323229E1,2.560000000E2
1.392337344E1,1.840000000E2
1.404324010E1,1.670000000E2
1.416335364E1,1.610000000E2
1.428337500E1,1.530000000E2
1.440336979E1,1.360000000E2
1.452323802E1,1.120000000E2
1.464322656E1,7.600000000E1
1.476337864E1,7.400000000E1
1.488322656E1,7.000000000E1
1.500323489E1,6.400000000E1
1.512321719E1,6.000000000E1
1.524322708E1,5.800000000E1
1.536325156E1,5.700000000E1
1.548320677E1,5.500000000E1
1.560320833E1,5.300000000E1
1.572334792E1,5.300000000E1
1.584323542E1,5.100000000E1
1.596320521E1,5.100000000E1
1.608321979E1,4.900000000E1
1.620323073E1,4.700000000E1
1.632337760E1,4.700000000E1
1.644335468E1,4.500000000E1
1.656338542E1,4.300000000E1
1.668322708E1,4.300000000E1
1.680323281E1,4.300000000E1
1.692337968E1,4.300000000E1
