"Time (s)","Illuminance (lx)"
0.000000000E0,2.600000000E1
1.311338540E-1,2.600000000E1
2.471666660E-1,2.600000000E1
3.670526040E-1,2.600000000E1
4.870671870E-1,2.600000000E1
6.071593740E-1,2.600000000E1
7.271687490E-1,2.600000000E1
8.470552080E-1,2.600000000E1
9.670609370E-1,2.600000000E1
1.087182291E0,2.600000000E1
1.207214062E0,2.600000000E1
1.327063541E0,2.600000000E1
1.447062499E0,2.600000000E1
1.567039062E0,2.600000000E1
1.687047916E0,2.600000000E1
1.807063541E0,2.600000000E1
1.927071353E0,2.600000000E1
2.047041666E0,2.600000000E1
2.167047395E0,2.600000000E1
2.287204687E0,2.600000000E1
2.407061978E0,2.600000000E1
2.527048957E0,2.600000000E1
2.647054166E0,2.600000000E1
2.767080728E0,2.600000000E1
2.887152603E0,2.600000000E1
3.007049478E0,2.600000000E1
3.127052603E0,2.600000000E1
3.247064582E0,2.600000000E1
3.367034374E0,2.600000000E1
3.487176562E0,2.600000000E1
3.607180207E0,2.600000000E1
3.727060416E0,2.600000000E1
3.847041145E0,2.600000000E1
3.967065103E0,2.600000000E1
4.087054166E0,2.400000000E1
4.207067707E0,2.400000000E1
4.327064061E0,2.400000000E1
4.447061457E0,2.600000000E1
4.567184374E0,2.600000000E1
4.687066665E0,2.600000000E1
4.807038020E0,2.600000000E1
4.927046874E0,2.600000000E1
5.047178645E0,2.600000000E1
5.167217186E0,2.600000000E1
5.287186457E0,2.600000000E1
5.407067186E0,2.600000000E1
5.527208332E0,2.600000000E1
5.647216665E0,2.600000000E1
5.767047915E0,2.600000000E1
5.887069790E0,2.600000000E1
6.007057811E0,2.600000000E1
6.127215624E0,2.800000000E1
6.247039582E0,2.600000000E1
6.367056769E0,2.600000000E1
6.487062499E0,2.600000000E1
6.607185936E0,2.600000000E1
6.727049478E0,2.600000000E1
6.847060936E0,2.600000000E1
6.967183853E0,2.600000000E1
7.087044790E0,2.600000000E1
7.207050519E0,2.600000000E1
7.327053123E0,2.600000000E1
7.447275519E0,2.600000000E1
7.567166665E0,2.600000000E1
7.687066144E0,2.600000000E1
7.807199998E0,2.600000000E1
7.927076561E0,2.600000000E1
8.047169790E0,2.600000000E1
8.167055207E0,2.600000000E1
8.287067186E0,2.600000000E1
8.407069269E0,2.600000000E1
8.527046873E0,2.600000000E1
8.647194269E0,2.600000000E1
8.767056248E0,2.600000000E1
8.887073436E0,2.600000000E1
9.007197394E0,2.400000000E1
9.127201040E0,2.400000000E1
9.247058331E0,2.400000000E1
9.367066144E0,2.600000000E1
9.487088540E0,2.600000000E1
9.607177081E0,2.600000000E1
9.727210415E0,2.600000000E1
9.847043748E0,2.600000000E1
9.967172394E0,2.600000000E1
1.008718125E1,2.600000000E1
1.020706250E1,2.600000000E1
1.032703646E1,2.600000000E1
1.044705364E1,2.600000000E1
1.056707239E1,2.400000000E1
1.068721094E1,2.400000000E1
1.080703646E1,2.600000000E1
1.092704531E1,2.400000000E1
1.104718385E1,2.600000000E1
1.116706875E1,2.600000000E1
1.128704062E1,2.400000000E1
1.140705833E1,2.600000000E1
1.152720468E1,2.600000000E1
1.164721614E1,2.600000000E1
1.176704375E1,2.600000000E1
1.188705937E1,2.600000000E1
1.200720573E1,2.600000000E1
1.212719062E1,2.600000000E1
1.224703906E1,2.600000000E1
1.236705416E1,2.600000000E1
1.248720573E1,2.600000000E1
1.260721510E1,2.600000000E1
1.272704271E1,2.600000000E1
1.284705729E1,2.600000000E1
1.296706458E1,2.600000000E1
1.308704166E1,2.600000000E1
1.320721198E1,2.600000000E1
1.332710260E1,2.600000000E1
1.344721198E1,2.600000000E1
1.356718437E1,2.600000000E1
1.368707396E1,2.600000000E1
1.380705156E1,2.600000000E1
1.392705781E1,2.800000000E1
1.404704062E1,2.600000000E1
1.416719218E1,2.600000000E1
1.428706302E1,2.600000000E1
1.440729427E1,2.600000000E1
1.452719218E1,2.600000000E1
1.464705364E1,2.600000000E1
1.476706718E1,2.600000000E1
1.488707760E1,2.600000000E1
1.500718854E1,2.600000000E1
1.512718021E1,2.600000000E1
1.524721406E1,2.600000000E1
1.536706510E1,2.600000000E1
1.548704218E1,2.600000000E1
1.560705364E1,2.600000000E1
1.572706406E1,2.600000000E1
1.584706770E1,2.600000000E1
1.596719010E1,2.600000000E1
1.608718698E1,2.600000000E1
1.620706406E1,2.600000000E1
1.632704218E1,2.600000000E1
1.644717448E1,2.600000000E1
1.656720052E1,2.800000000E1
1.668707187E1,2.600000000E1
1.680706718E1,2.600000000E1
1.692704791E1,2.800000000E1
1.704705156E1,2.800000000E1
1.716706770E1,2.600000000E1
1.728703906E1,2.600000000E1
1.740705000E1,2.600000000E1
1.752705937E1,2.600000000E1
1.764707552E1,2.600000000E1
1.776704166E1,2.800000000E1
1.788706354E1,2.800000000E1
1.800706614E1,2.800000000E1
1.812706562E1,2.800000000E1
1.824704896E1,2.800000000E1
1.836721979E1,2.800000000E1
1.848706041E1,2.600000000E1
1.860707083E1,2.600000000E1
1.872704635E1,2.600000000E1
1.884705416E1,2.600000000E1
1.896705833E1,2.600000000E1
1.908714739E1,2.600000000E1
1.920704531E1,2.600000000E1
1.932705468E1,2.600000000E1
1.944706354E1,2.600000000E1
1.956704062E1,2.600000000E1
1.968704739E1,2.600000000E1
1.980720468E1,2.600000000E1
1.992707656E1,2.600000000E1
2.004704218E1,2.600000000E1
2.016704427E1,2.600000000E1
2.028705468E1,2.600000000E1
2.040706198E1,2.600000000E1
2.052704843E1,2.600000000E1
2.064717708E1,2.600000000E1
2.076705364E1,2.600000000E1
2.088706458E1,2.600000000E1
2.100704635E1,2.600000000E1
2.112717343E1,2.600000000E1
2.124705885E1,2.600000000E1
2.136707916E1,2.600000000E1
2.148706770E1,2.600000000E1
2.160704583E1,2.600000000E1
2.172706198E1,2.600000000E1
