"Time (s)","Illuminance (lx)"
0.000000000E0,7.410000000E2
1.302942710E-1,7.480000000E2
2.453817710E-1,7.410000000E2
3.652078130E-1,7.410000000E2
4.852182290E-1,7.480000000E2
6.053562500E-1,7.420000000E2
7.252401040E-1,7.390000000E2
8.452130210E-1,7.420000000E2
9.652171880E-1,7.390000000E2
1.085229167E0,7.480000000E2
1.205241667E0,7.420000000E2
1.325217188E0,7.370000000E2
1.445221354E0,7.460000000E2
1.565227083E0,7.370000000E2
1.685377604E0,7.460000000E2
1.805232292E0,7.460000000E2
1.925237500E0,7.390000000E2
2.045375521E0,7.460000000E2
2.165241667E0,7.460000000E2
2.285214583E0,7.440000000E2
2.405222396E0,7.480000000E2
2.525250000E0,7.390000000E2
2.645238021E0,7.440000000E2
2.765219792E0,7.480000000E2
2.885250000E0,7.410000000E2
3.005240625E0,7.500000000E2
3.125238021E0,7.410000000E2
3.245340625E0,7.420000000E2
3.365253125E0,7.500000000E2
3.485238541E0,7.410000000E2
3.605341146E0,7.420000000E2
3.725219271E0,7.420000000E2
3.845228646E0,7.410000000E2
3.965241666E0,7.480000000E2
4.085216145E0,7.420000000E2
4.205217708E0,7.390000000E2
4.325228645E0,7.480000000E2
4.445353645E0,7.390000000E2
4.565235937E0,7.480000000E2
4.685357291E0,7.440000000E2
4.805239583E0,7.390000000E2
4.925275000E0,7.460000000E2
5.045212500E0,7.460000000E2
5.165227604E0,7.390000000E2
5.285231770E0,7.460000000E2
5.405239062E0,7.390000000E2
5.525214583E0,7.440000000E2
5.645217187E0,7.480000000E2
5.765235937E0,7.390000000E2
5.885229687E0,7.440000000E2
6.005217708E0,7.410000000E2
6.125277604E0,7.440000000E2
6.245382812E0,7.500000000E2
6.365238020E0,7.410000000E2
6.485240103E0,7.440000000E2
6.605366666E0,7.520000000E2
6.725375520E0,7.420000000E2
6.845220833E0,7.520000000E2
6.965220833E0,7.420000000E2
7.085220833E0,7.420000000E2
7.205232812E0,7.500000000E2
7.325209374E0,7.440000000E2
7.445223957E0,7.500000000E2
7.565244791E0,7.440000000E2
7.685228124E0,7.410000000E2
7.805211457E0,7.500000000E2
7.925252603E0,7.460000000E2
8.045247395E0,7.410000000E2
8.165240624E0,7.460000000E2
8.285214582E0,7.410000000E2
8.405221874E0,7.480000000E2
8.525236978E0,7.480000000E2
8.645399478E0,7.410000000E2
8.765218228E0,7.480000000E2
8.885212499E0,7.410000000E2
9.005229686E0,7.460000000E2
9.125246874E0,7.500000000E2
9.245220832E0,7.410000000E2
9.365223957E0,7.460000000E2
9.485231770E0,7.500000000E2
9.605270832E0,7.440000000E2
9.725215103E0,7.500000000E2
9.845229165E0,7.410000000E2
9.965235936E0,7.420000000E2
1.008521614E1,7.500000000E2
1.020531406E1,7.410000000E2
1.032523177E1,7.500000000E2
1.044523594E1,7.420000000E2
1.056521250E1,7.420000000E2
1.068521771E1,7.500000000E2
1.080522656E1,7.420000000E2
1.092523385E1,7.410000000E2
1.104521510E1,7.500000000E2
1.116523958E1,7.410000000E2
1.128535677E1,7.500000000E2
1.140523437E1,7.440000000E2
1.152520989E1,7.410000000E2
1.164533021E1,7.480000000E2
1.176522708E1,7.440000000E2
1.188523021E1,7.480000000E2
1.200521458E1,7.460000000E2
1.212523906E1,7.390000000E2
1.224522916E1,7.440000000E2
1.236523698E1,7.460000000E2
1.248521927E1,7.370000000E2
1.260523854E1,7.460000000E2
1.272526458E1,7.370000000E2
1.284524635E1,7.440000000E2
1.296521875E1,7.460000000E2
1.308523177E1,7.390000000E2
1.320538646E1,7.420000000E2
1.332520573E1,7.390000000E2
1.344521875E1,7.420000000E2
1.356523229E1,7.480000000E2
1.368523281E1,7.390000000E2
1.380526719E1,7.420000000E2
1.392521719E1,7.480000000E2
1.404522656E1,7.410000000E2
1.416523750E1,7.480000000E2
1.428522760E1,7.410000000E2
1.440522083E1,7.410000000E2
1.452525104E1,7.480000000E2
1.464536458E1,7.410000000E2
1.476521979E1,7.480000000E2
1.488521927E1,7.420000000E2
1.500522656E1,7.390000000E2
1.512525364E1,7.480000000E2
1.524521875E1,7.420000000E2
1.536522083E1,7.390000000E2
1.548535260E1,7.440000000E2
