"Time shift (s)","Autocorrelation of sum"
1.679974479E0,1.743825357E0
1.709978646E0,1.759364572E0
1.740033333E0,1.741391738E0
1.769978125E0,1.690077013E0
1.799954167E0,1.607724102E0
1.819965625E0,1.497193518E0
1.849964583E0,1.362390662E0
1.880148958E0,1.207789238E0
1.909980208E0,1.038141528E0
1.939970833E0,8.575431575E-1
1.969943750E0,6.702501638E-1
1.989967187E0,4.805828890E-1
2.009976562E0,2.931214387E-1
2.040020833E0,1.120188280E-1
2.069961458E0,-5.860008126E-2
2.089968229E0,-2.158146505E-1
2.119958854E0,-3.573414816E-1
2.139972396E0,-4.811973193E-1
2.169956250E0,-5.868039016E-1
2.190020312E0,-6.732846854E-1
2.219965104E0,-7.413417516E-1
2.249974479E0,-7.922625433E-1
2.269981250E0,-8.275892178E-1
2.299976562E0,-8.491765717E-1
2.329966146E0,-8.588318831E-1
2.349969791E0,-8.591575610E-1
2.379960416E0,-8.521949613E-1
2.399977083E0,-8.400849742E-1
2.429958854E0,-8.246926621E-1
2.459974479E0,-8.070999906E-1
2.489963021E0,-7.890924840E-1
2.520101041E0,-7.714316509E-1
2.549969271E0,-7.550393824E-1
2.579974479E0,-7.413682759E-1
2.600131771E0,-7.305017152E-1
2.629965625E0,-7.222216837E-1
2.659988021E0,-7.162699628E-1
2.689965104E0,-7.114744658E-1
2.719968750E0,-7.074065838E-1
2.749965104E0,-7.029334837E-1
2.780215625E0,-6.973382739E-1
2.809976562E0,-6.897803931E-1
2.839988021E0,-6.781422091E-1
2.860107812E0,-6.611799317E-1
2.889970312E0,-6.381826805E-1
2.920151041E0,-6.073896666E-1
2.949971354E0,-5.677201158E-1
2.979977083E0,-5.180182767E-1
3.000172916E0,-4.573769224E-1
3.029990104E0,-3.856384134E-1
3.059972916E0,-3.017941989E-1
3.089972396E0,-2.053981770E-1
3.119977083E0,-9.790235854E-2
3.149976562E0,1.965192285E-2
3.179967187E0,1.459130728E-1
3.199971875E0,2.787313610E-1
3.219977083E0,4.161123608E-1
3.239998958E0,5.556649603E-1
3.269956250E0,6.943868208E-1
3.289973437E0,8.279380266E-1
3.309985937E0,9.531331547E-1
3.339968750E0,1.066823471E0
3.369984896E0,1.165972272E0
3.399977604E0,1.247771214E0
3.429974479E0,1.308005315E0
3.449976562E0,1.344424573E0
3.480113541E0,1.356924611E0
3.500726562E0,1.345093035E0
3.529977083E0,1.310129215E0
3.560377604E0,1.252980661E0
3.589978645E0,1.175471535E0
3.619966666E0,1.079914802E0
3.649963541E0,9.684315443E-1
3.679962500E0,8.439313441E-1
3.699975000E0,7.097640508E-1
3.729954166E0,5.687845818E-1
3.760551041E0,4.239400986E-1
3.789965625E0,2.788245806E-1
3.819985937E0,1.371961631E-1
3.839997395E0,2.018580471E-3
3.869963541E0,-1.237689228E-1
3.899961979E0,-2.378120218E-1
3.919963541E0,-3.387964186E-1
3.939980729E0,-4.263010850E-1
3.959996875E0,-5.001509441E-1
3.989979166E0,-5.605850733E-1
4.019980208E0,-6.083630690E-1
4.050036979E0,-6.449916697E-1
4.079977604E0,-6.717403701E-1
4.109948958E0,-6.902178573E-1
4.129980729E0,-7.018067723E-1
4.159965104E0,-7.076728585E-1
4.189979687E0,-7.087668133E-1
4.220026041E0,-7.065950552E-1
4.249987500E0,-7.025992653E-1
4.279944791E0,-6.973432530E-1
4.299971354E0,-6.916793735E-1
4.329970833E0,-6.860501139E-1
4.349988020E0,-6.814236479E-1
4.379968229E0,-6.782544312E-1
4.409975000E0,-6.759958866E-1
4.440014583E0,-6.742629143E-1
4.469969270E0,-6.731304870E-1
4.490113020E0,-6.718680517E-1
4.519969791E0,-6.692583352E-1
4.549979687E0,-6.639641619E-1
4.579984895E0,-6.556989954E-1
4.609989583E0,-6.437110463E-1
4.639977083E0,-6.268392456E-1
4.660350520E0,-6.038866308E-1
4.689981249E0,-5.737403692E-1
4.719970833E0,-5.351515492E-1
4.740246874E0,-4.869272472E-1
4.769960937E0,-4.289547955E-1
4.799965104E0,-3.603460785E-1
4.829963020E0,-2.803667629E-1
4.859967187E0,-1.885989539E-1
4.889970833E0,-8.548168686E-2
4.910029687E0,2.779104150E-2
4.930102083E0,1.494255910E-1
4.959953124E0,2.769218115E-1
4.980122916E0,4.085069340E-1
