"Time (s)","Rotation x (rad/s)","Rotation y (rad/s)","Rotation z (rad/s)"
2.362499312E2,1.087340117E-1,-2.443460934E-2,-4.886921961E-3
2.362699349E2,0.000000000E0,0.000000000E0,0.000000000E0
2.362899546E2,1.050688252E-1,-3.298672289E-2,-1.954768784E-2
2.363199573E2,0.000000000E0,0.000000000E0,0.000000000E0
2.363499229E2,0.000000000E0,0.000000000E0,0.000000000E0
2.363699468E2,-6.475171447E-2,4.031710699E-2,-1.710422710E-2
2.363999510E2,-1.661553532E-1,5.253441259E-2,-7.330383174E-3
2.364299484E2,-3.579670191E-1,7.819075137E-2,0.000000000E0
2.364499583E2,-4.911356568E-1,9.651670605E-2,-4.886921961E-3
2.364799406E2,-7.269296646E-1,1.185078546E-1,-1.221730490E-3
2.365099416E2,-9.114109278E-1,1.514945775E-1,-9.773843922E-3
2.365399520E2,-1.158200502E0,1.857030392E-1,6.108652335E-3
2.365699500E2,-1.309695125E0,1.930334121E-1,-8.552113548E-3
2.365999463E2,-1.470963478E0,2.101376504E-1,-1.710422710E-2
2.366200255E2,-1.623679876E0,2.309070677E-1,-2.321287990E-2
2.366499437E2,-1.894904017E0,2.431243658E-1,-3.543018550E-2
2.366799531E2,-2.119702339E0,2.822197378E-1,-4.642575979E-2
2.367099463E2,-2.277305603E0,2.956587672E-1,-6.841690838E-2
2.367399625E2,-2.580294847E0,3.274237812E-1,-8.063421398E-2
2.367699552E2,-2.932153225E0,3.640756905E-1,-9.651670605E-2
2.367899885E2,-3.148399591E0,3.787364662E-1,-1.062905490E-1
2.368199422E2,-3.139847279E0,3.799581826E-1,-1.099557430E-1
2.368400906E2,-3.042109013E0,3.616322279E-1,-1.087340117E-1
2.368699390E2,-2.902831554E0,3.530801237E-1,-1.087340117E-1
2.368999401E2,-2.676811457E0,3.188716471E-1,-1.001819000E-1
2.369299557E2,-2.362826824E0,2.907718420E-1,-9.162978828E-2
2.369599468E2,-1.791056871E0,2.211332172E-1,-8.307767659E-2
2.369899343E2,-1.270599723E0,1.710422635E-1,-5.986479297E-2
2.370099395E2,-9.382890463E-1,1.295034289E-1,-4.398229718E-2
2.370399312E2,-1.050688252E-1,3.787364438E-2,-3.665191587E-3
2.370699432E2,6.719517708E-1,-5.009094998E-2,2.565634064E-2
2.370900729E2,1.004262447E0,-8.918632567E-2,4.031710699E-2
2.371199474E2,1.464854836E0,-1.404990107E-1,6.108652428E-2
2.371499296E2,1.868025899E0,-1.857030392E-1,7.819075137E-2
2.371799422E2,2.273640394E0,-2.284636050E-1,9.651670605E-2
2.372099333E2,2.442239285E0,-2.492330223E-1,1.026253626E-1
2.372304406E2,2.491108418E0,-2.541199327E-1,1.038470939E-1
2.372599323E2,2.616946697E0,-2.748893499E-1,9.651670605E-2
2.372899291E2,2.503325701E0,-2.712241709E-1,9.285151958E-2
2.373199333E2,2.353052855E0,-2.614503205E-1,8.552113175E-2
2.373499453E2,2.210110426E0,-2.382374406E-1,8.063421398E-2
2.373799359E2,2.119702339E0,-2.235766798E-1,7.941248268E-2
2.373999567E2,1.982868552E0,-2.199114859E-1,7.452555746E-2
2.374303619E2,1.792278647E0,-2.186897546E-1,6.719517708E-2
2.374599479E2,1.572367191E0,-1.820378453E-1,6.352998316E-2
2.374899411E2,1.417207360E0,-1.685988009E-1,6.108652428E-2
2.375199390E2,1.229060888E0,-1.514945775E-1,5.497787148E-2
2.375499505E2,1.155757070E0,-1.588249654E-1,5.497787148E-2
2.375799609E2,1.049466491E0,-1.441642046E-1,4.276056588E-2
2.376099437E2,9.309586287E-1,-1.441642046E-1,4.031710699E-2
2.376299448E2,8.515461683E-1,-1.380555481E-1,4.031710699E-2
2.376599557E2,7.696902156E-1,-1.246165112E-1,4.031710699E-2
2.376900755E2,6.609562039E-1,-1.099557430E-1,3.787364438E-2
2.377199760E2,5.681046844E-1,-1.001819000E-1,3.420845419E-2
2.377499468E2,4.703662395E-1,-1.038470939E-1,2.932153270E-2
2.377799604E2,4.239404798E-1,-9.529497474E-2,2.565634064E-2
2.378099479E2,3.750712574E-1,-7.452555746E-2,2.321287990E-2
2.378299932E2,3.408628106E-1,-7.819075137E-2,2.076941915E-2
2.378599395E2,2.590068579E-1,-7.208210230E-2,3.054326214E-2
2.378900937E2,1.673770845E-1,-4.642575979E-2,1.954768784E-2
2.379199687E2,1.502728462E-1,-3.665191308E-2,1.099557430E-2
2.379499546E2,1.075122803E-1,-2.321287990E-2,1.710422710E-2
2.379799474E2,1.319468915E-1,-2.687807009E-2,1.710422710E-2
2.380099494E2,7.086037099E-2,-2.687807009E-2,1.710422710E-2
2.380304270E2,0.000000000E0,0.000000000E0,0.000000000E0
2.380599422E2,-1.747074574E-1,9.773843922E-3,-2.443460980E-3
2.380899411E2,-2.541199327E-1,5.009094998E-2,-8.552113548E-3
2.381100948E2,-2.932153046E-1,7.574728876E-2,-9.773843922E-3
2.381301354E2,-3.677408695E-1,7.452555746E-2,0.000000000E0
2.381599416E2,-5.119050741E-1,9.285151958E-2,-7.330383174E-3
2.381799776E2,-5.729916096E-1,9.285151958E-2,-1.099557430E-2
2.382099343E2,-6.023131609E-1,1.148426682E-1,-1.343903504E-2
2.382302656E2,-7.122688890E-1,1.282816976E-1,-1.832595654E-2
2.382599599E2,-8.393288255E-1,1.490511149E-1,-2.076941915E-2
2.382899479E2,-1.001819015E0,1.514945775E-1,-2.443460934E-2
2.383099760E2,-1.092227101E0,1.649336219E-1,-2.809980139E-2
2.383399458E2,-1.187522054E0,1.722639948E-1,-3.298672289E-2
2.383699546E2,-1.372003317E0,1.820378453E-1,-3.176499158E-2
2.383999422E2,-1.615127683E0,2.089159191E-1,-3.909537569E-2
2.384199453E2,-1.788613439E0,2.321287990E-1,-4.520402849E-2
2.384499422E2,-2.144136906E0,2.577851415E-1,-5.742133409E-2
2.384701015E2,-2.205223560E0,2.577851415E-1,-7.330382615E-2
2.384999286E2,-2.256536245E0,2.687807083E-1,-7.330382615E-2
2.385199312E2,-2.235766888E0,2.748893499E-1,-8.429940045E-2
2.385399416E2,-2.299296856E0,2.748893499E-1,-8.552113175E-2
2.385699734E2,-2.478891134E0,2.956587672E-1,-9.162978828E-2
2.385999474E2,-2.243097067E0,2.748893499E-1,-9.407325089E-2
2.386199474E2,-2.124589205E0,2.553416789E-1,-8.796459436E-2
2.386499432E2,-1.963320851E0,2.467895597E-1,-7.819075137E-2
2.386699765E2,-1.794722080E0,2.223549485E-1,-7.452555746E-2
2.386999583E2,-1.517389297E0,2.089159191E-1,-6.475171447E-2
2.387299427E2,-1.043357849E0,1.478293836E-1,-5.497787148E-2
2.387599364E2,-7.525860071E-1,1.087340117E-1,-3.909537569E-2
2.387899458E2,-1.673770845E-1,4.642575979E-2,-1.466076635E-2
2.388100703E2,2.076941878E-1,2.443460980E-3,1.221730490E-3
2.388399338E2,6.389650702E-1,-4.398229718E-2,1.954768784E-2
2.388699474E2,1.105666041E0,-9.529497474E-2,4.276056588E-2
2.388999385E2,1.453859329E0,-1.331686229E-1,5.619960278E-2
2.389301911E2,1.744631171E0,-1.783726513E-1,6.963863969E-2
2.389599604E2,1.969429493E0,-2.113593817E-1,7.696902007E-2
2.389899489E2,2.095267773E0,-2.186897546E-1,8.307767659E-2
2.390199593E2,2.087937355E0,-2.125810981E-1,8.307767659E-2
2.390499463E2,2.048841953E0,-2.076941878E-1,9.529497474E-2
2.390799500E2,2.070833206E0,-2.199114859E-1,9.285151958E-2
2.391099562E2,1.954768777E0,-2.162462920E-1,8.429940045E-2
2.391304203E2,1.837482691E0,-2.101376504E-1,7.696902007E-2
2.391599458E2,1.729970336E0,-1.893682331E-1,7.208210230E-2
2.391799463E2,1.637118816E0,-1.759291887E-1,6.841690838E-2
2.392099432E2,1.420872569E0,-1.759291887E-1,7.086037099E-2
2.392399448E2,1.304808140E0,-1.649336219E-1,6.719517708E-2
2.392699593E2,1.192408919E0,-1.551597714E-1,5.986479297E-2
2.392999520E2,1.083674908E0,-1.343903542E-1,6.719517708E-2
2.393305880E2,9.260717034E-1,-1.343903542E-1,5.742133409E-2
2.393600036E2,8.136724830E-1,-1.221730486E-1,5.131268129E-2
2.393899427E2,7.342600226E-1,-1.295034289E-1,5.742133409E-2
2.394099932E2,6.462954283E-1,-1.087340117E-1,5.131268129E-2
2.394399416E2,5.534439087E-1,-9.896016866E-2,4.520402849E-2
2.394699380E2,4.667010605E-1,-9.040805697E-2,3.665191308E-2
2.394899468E2,4.214970171E-1,-1.026253626E-1,3.298672289E-2
2.395199369E2,3.640756905E-1,-8.185594529E-2,3.054326214E-2
2.395499343E2,3.176499307E-1,-9.162978828E-2,2.565634064E-2
2.395799354E2,2.492330223E-1,-6.841690838E-2,2.199114859E-2
2.396101083E2,1.649336219E-1,-5.375614017E-2,1.466076635E-2
2.396400645E2,1.490511149E-1,-4.398229718E-2,1.221730467E-2
2.396699416E2,1.307251602E-1,-3.909537569E-2,8.552113548E-3
2.396900599E2,7.452555746E-2,-2.565634064E-2,6.108652335E-3
2.397199385E2,5.619960278E-2,-3.176499158E-2,-4.520402849E-2
2.397399531E2,0.000000000E0,0.000000000E0,0.000000000E0
2.397699437E2,0.000000000E0,0.000000000E0,0.000000000E0
2.397999354E2,-1.026253626E-1,3.787364438E-2,-1.954768784E-2
2.398303578E2,-1.795943826E-1,5.986479297E-2,-2.199114859E-2
2.398599369E2,-2.614503205E-1,6.841690838E-2,-1.954768784E-2
2.398899265E2,-3.481931984E-1,8.185594529E-2,-1.832595654E-2
2.399199338E2,-4.960225821E-1,1.123992056E-1,-2.076941915E-2
2.399399828E2,-5.668829679E-1,1.087340117E-1,-3.298672289E-2
2.399699296E2,-6.133087277E-1,1.001819000E-1,-3.054326214E-2
2.399999489E2,-7.110471725E-1,1.148426682E-1,-2.932153270E-2
2.400306515E2,-9.101892114E-1,1.514945775E-1,-3.298672289E-2
2.400599422E2,-1.053131700E0,1.624901593E-1,-3.176499158E-2
2.400899380E2,-1.128878951E0,1.576032341E-1,-2.932153270E-2
2.401199380E2,-1.334129691E0,1.795943826E-1,-3.543018550E-2
2.401399427E2,-1.445307136E0,1.954768747E-1,-4.031710699E-2
2.401699359E2,-1.626123309E0,2.015855312E-1,-4.520402849E-2
2.401999474E2,-1.699427128E0,2.138028294E-1,-4.764748737E-2
2.402299494E2,-1.791056871E0,2.138028294E-1,-5.009094998E-2
2.402599604E2,-1.832595706E0,2.113593817E-1,-5.375614017E-2
2.402899442E2,-2.057394028E0,2.296853364E-1,-4.764748737E-2
2.403199474E2,-2.015855312E0,2.223549485E-1,-5.131268129E-2
2.403499468E2,-1.853365183E0,2.174680233E-1,-5.131268129E-2
2.403799198E2,-1.695761919E0,1.966986060E-1,-4.764748737E-2
2.403999468E2,-1.512502313E0,1.893682331E-1,-4.520402849E-2
2.404299552E2,-1.299921274E0,1.624901593E-1,-2.565634064E-2
2.404599458E2,-9.920451641E-1,1.246165112E-1,-1.832595654E-2
2.404899531E2,-6.756169796E-1,1.136209369E-1,-1.099557430E-2
2.405199354E2,-3.139847219E-1,7.696902007E-2,0.000000000E0
2.405399510E2,-1.466076523E-1,5.009094998E-2,2.443460980E-3
2.405699437E2,3.579670191E-1,0.000000000E0,2.199114859E-2
2.405899609E2,5.791002512E-1,-2.932153270E-2,2.932153270E-2
2.406199338E2,8.698720932E-1,-6.719517708E-2,5.253441259E-2
2.406399349E2,1.062905550E0,-9.162978828E-2,5.619960278E-2
2.406599557E2,1.204626322E0,-1.099557430E-1,5.864306539E-2
2.406899323E2,1.401324868E0,-1.343903542E-1,6.475171447E-2
2.407099349E2,1.494176388E0,-1.441642046E-1,6.963863969E-2
2.407399557E2,1.562593341E0,-1.527163088E-1,5.864306539E-2
2.407699448E2,1.645671010E0,-1.771509200E-1,6.108652428E-2
2.407899474E2,1.605353832E0,-1.698205322E-1,6.108652428E-2
2.408199380E2,1.611462474E0,-1.795943826E-1,6.230825558E-2
2.408499515E2,1.605353832E0,-1.881465018E-1,6.352998316E-2
2.408799458E2,1.550375938E0,-1.857030392E-1,6.230825558E-2
2.409100411E2,1.420872569E0,-1.869247705E-1,5.497787148E-2
2.409300812E2,1.315803766E0,-1.661553532E-1,5.253441259E-2
2.409599479E2,1.231504321E0,-1.600466967E-1,2.199114859E-2
2.409899562E2,1.145983219E0,-1.527163088E-1,2.809980139E-2
2.410199432E2,1.093448758E0,-1.490511149E-1,3.420845419E-2
2.410399593E2,1.016479731E0,-1.441642046E-1,3.543018550E-2
2.410699411E2,9.309586287E-1,-1.490511149E-1,3.543018550E-2
2.410899453E2,8.662069440E-1,-1.307251602E-1,3.543018550E-2
2.411099536E2,7.916813493E-1,-1.136209369E-1,3.298672289E-2
2.411399307E2,7.012733221E-1,-1.062905490E-1,3.176499158E-2
2.411599474E2,6.291912198E-1,-1.026253626E-1,2.932153270E-2
2.411899578E2,5.497786999E-1,-9.529497474E-2,2.443460934E-2
2.412209010E2,5.131267905E-1,-7.941248268E-2,2.565634064E-2
2.412499588E2,4.251621962E-1,-6.108652428E-2,2.443460934E-2
2.412700791E2,3.995058835E-1,-8.063421398E-2,2.199114859E-2
2.412999645E2,3.249803185E-1,-6.230825558E-2,1.832595654E-2
2.413299474E2,2.553416789E-1,-4.642575979E-2,1.588249579E-2
2.413599448E2,2.040289938E-1,-3.543018550E-2,1.343903504E-2
2.413901073E2,1.527163088E-1,-2.565634064E-2,9.773843922E-3
2.414199573E2,1.722639948E-1,-2.443460934E-2,4.886921961E-3
2.414500687E2,1.099557430E-1,-1.710422710E-2,2.443460980E-3
2.414799276E2,0.000000000E0,0.000000000E0,0.000000000E0
2.414999427E2,-7.696902007E-2,1.466076635E-2,-1.221730490E-3
2.415303151E2,-2.309070677E-1,4.520402849E-2,-7.330383174E-3
2.415599625E2,-3.176499307E-1,5.253441259E-2,-1.221730467E-2
2.415899099E2,-3.249803185E-1,5.986479297E-2,-1.221730467E-2
2.416099354E2,-3.591887653E-1,7.330382615E-2,-1.221730467E-2
2.416399474E2,-4.373795092E-1,7.208210230E-2,-1.343903504E-2
2.416699427E2,-4.715879560E-1,6.963863969E-2,-1.466076635E-2
2.416899557E2,-4.911356568E-1,6.719517708E-2,-1.710422710E-2
2.417100510E2,-5.106833577E-1,6.963863969E-2,-1.588249579E-2
2.417301260E2,-5.143485069E-1,8.063421398E-2,-1.466076635E-2
2.417599166E2,-6.316346526E-1,1.111774743E-1,7.330383174E-3
2.417799427E2,-6.499606371E-1,1.172861308E-1,2.443460980E-3
2.418099557E2,-8.210029006E-1,1.221730486E-1,-6.108652335E-3
2.418399536E2,-1.007927656E0,1.319468915E-1,-1.466076635E-2
2.418699520E2,-1.036027431E0,1.295034289E-1,-1.588249579E-2
2.418999338E2,-1.194852471E0,1.661553532E-1,-2.321287990E-2
2.419199494E2,-1.251052022E0,1.771509200E-1,-2.809980139E-2
2.419499614E2,-1.437976837E0,1.857030392E-1,-3.665191308E-2
2.419799552E2,-1.667662144E0,2.003637999E-1,-4.276056588E-2
2.420099406E2,-1.677435994E0,1.954768747E-1,-4.398229718E-2
2.420399437E2,-1.698205352E0,2.052507252E-1,-4.764748737E-2
2.420699218E2,-1.656666517E0,2.223549485E-1,-5.131268129E-2
2.420899437E2,-1.635897160E0,2.125810981E-1,-4.886921868E-2
2.421199692E2,-1.481959105E0,1.869247705E-1,-4.398229718E-2
2.421499515E2,-1.429424644E0,1.857030392E-1,-4.642575979E-2
2.421699557E2,-1.246165156E0,1.734857261E-1,-4.153883830E-2
2.421999385E2,-9.199630618E-1,1.295034289E-1,-2.932153270E-2
2.422199395E2,-7.379252315E-1,1.050688252E-1,-2.199114859E-2
2.422499317E2,-5.033529401E-1,7.574728876E-2,-1.343903504E-2
2.422799948E2,-1.685988009E-1,4.398229718E-2,-2.443460980E-3
2.423099380E2,1.111774743E-1,1.099557430E-2,7.330383174E-3
2.423399588E2,4.557054639E-1,-2.443460934E-2,1.954768784E-2
2.423699510E2,7.073819637E-1,-5.497787148E-2,3.054326214E-2
2.423999406E2,9.957103729E-1,-8.918632567E-2,4.153883830E-2
2.424199500E2,1.123992085E0,-1.026253626E-1,3.420845419E-2
2.424499390E2,1.275486588E0,-1.343903542E-1,4.520402849E-2
2.424699505E2,1.247386813E0,-1.307251602E-1,4.520402849E-2
2.424899619E2,1.352455616E0,-1.392772794E-1,3.665191308E-2
2.425199187E2,1.420872569E0,-1.429424733E-1,4.398229718E-2
2.425399411E2,1.464854836E0,-1.466076523E-1,5.009094998E-2
2.425699479E2,1.534493446E0,-1.624901593E-1,4.520402849E-2
2.425999661E2,1.557706356E0,-1.979203373E-1,5.009094998E-2
2.426299849E2,1.507615447E0,-1.783726513E-1,5.009094998E-2
2.426599500E2,1.417207360E0,-1.710422635E-1,3.543018550E-2
2.426899307E2,1.263269305E0,-1.722639948E-1,3.420845419E-2
2.427099411E2,1.255938888E0,-1.612684280E-1,3.909537569E-2
2.427303593E2,1.171639562E0,-1.441642046E-1,3.787364438E-2
2.427599442E2,1.036027431E0,-1.453859210E-1,3.787364438E-2
2.427899395E2,9.236282706E-1,-1.368338168E-1,4.764748737E-2
2.428199406E2,7.916813493E-1,-1.087340117E-1,4.276056588E-2
2.428399411E2,7.122688890E-1,-1.075122803E-1,3.909537569E-2
2.428599463E2,6.609562039E-1,-1.075122803E-1,5.009094998E-2
2.428799526E2,5.937610269E-1,-9.162978828E-2,4.642575979E-2
2.429099531E2,5.277875662E-1,-8.796459436E-2,3.909537569E-2
2.429301062E2,4.447098970E-1,-7.208210230E-2,3.176499158E-2
2.429599453E2,3.433062732E-1,-6.352998316E-2,2.687807009E-2
2.429901088E2,2.968805134E-1,-5.009094998E-2,3.665191308E-2
2.430199458E2,1.673770845E-1,-4.276056588E-2,2.565634064E-2
2.430499432E2,1.466076523E-1,-3.543018550E-2,3.787364438E-2
2.430799484E2,1.050688252E-1,-2.443460934E-2,2.687807009E-2
2.431099536E2,6.597344577E-2,-1.832595654E-2,3.909537569E-2
2.431399291E2,6.841690838E-2,-1.710422710E-2,3.543018550E-2
2.431599421E2,2.443460934E-2,-2.321287990E-2,7.086037099E-2
2.431899458E2,-7.696902007E-2,1.221730490E-3,1.588249579E-2
2.432199427E2,-1.111774743E-1,4.886921961E-3,9.773843922E-3
2.432399448E2,-1.343903542E-1,2.443460934E-2,7.330383174E-3
2.432599494E2,-7.574728876E-2,2.076941915E-2,2.443460980E-3
2.432799505E2,-1.307251602E-1,3.665191308E-2,0.000000000E0
2.432999546E2,-2.028072625E-1,4.276056588E-2,-3.665191587E-3
2.433301573E2,-3.371976018E-1,5.497787148E-2,-7.330383174E-3
2.433599599E2,-3.933972120E-1,7.086037099E-2,-1.099557430E-2
2.433799609E2,-3.665191531E-1,7.696902007E-2,-8.552113548E-3
2.434099448E2,-3.982841372E-1,8.552113175E-2,-9.773843922E-3
2.434399421E2,-4.263839424E-1,8.918632567E-2,-9.773843922E-3
2.434699406E2,-4.544837475E-1,8.307767659E-2,-2.199114859E-2
2.434999588E2,-4.373795092E-1,7.330382615E-2,-1.832595654E-2
2.435299442E2,-3.897320330E-1,7.941248268E-2,-3.909537569E-2
2.435499536E2,-3.811798990E-1,8.552113175E-2,-3.298672289E-2
2.435799364E2,-4.630358517E-1,8.307767659E-2,-2.932153270E-2
2.436099500E2,-5.192354321E-1,8.063421398E-2,-2.321287990E-2
2.436301291E2,-5.791002512E-1,8.429940045E-2,-2.076941915E-2
2.436599489E2,-7.220427394E-1,9.285151958E-2,-2.321287990E-2
2.436899406E2,-8.100073338E-1,9.773843735E-2,-2.443460934E-2
2.437199369E2,-9.932668805E-1,1.136209369E-1,-2.809980139E-2
2.437500823E2,-1.208291411E0,1.478293836E-1,-3.420845419E-2
2.437799421E2,-1.577254057E0,1.795943826E-1,-4.642575979E-2
2.438099781E2,-1.666440368E0,1.844813079E-1,-5.253441259E-2
2.438399448E2,-1.687209845E0,1.942551434E-1,-5.497787148E-2
2.438599453E2,-1.726305127E0,2.223549485E-1,-5.864306539E-2
2.438899437E2,-1.773952723E0,2.162462920E-1,-6.108652428E-2
2.439199562E2,-1.610240817E0,1.918116808E-1,-5.619960278E-2
2.439501166E2,-1.414763927E0,1.930334121E-1,-5.253441259E-2
2.439799484E2,-1.232726097E0,1.624901593E-1,-4.642575979E-2
2.440101192E2,-9.236282706E-1,1.356120855E-1,-3.665191308E-2
2.440399510E2,-6.646214128E-1,1.111774743E-1,-2.687807009E-2
2.440599552E2,-4.740314186E-1,8.307767659E-2,-1.954768784E-2
2.440899411E2,0.000000000E0,0.000000000E0,0.000000000E0
2.441100770E2,0.000000000E0,0.000000000E0,0.000000000E0
2.441399416E2,4.178318381E-1,-5.253441259E-2,1.466076635E-2
2.441599432E2,6.743952036E-1,-7.696902007E-2,2.687807009E-2
2.441799578E2,8.710938692E-1,-9.407325089E-2,3.543018550E-2
2.442099234E2,1.054353356E0,-1.099557430E-1,4.276056588E-2
2.442299505E2,1.152091861E0,-1.172861308E-1,4.764748737E-2
2.442599578E2,1.359786034E0,-1.624901593E-1,5.619960278E-2
2.442899739E2,1.481959105E0,-1.783726513E-1,5.864306539E-2
2.443199526E2,1.490511179E0,-1.698205322E-1,7.330382615E-2
2.443499505E2,1.572367191E0,-1.844813079E-1,7.086037099E-2
2.443799192E2,1.644449234E0,-2.076941878E-1,6.963863969E-2
2.443999401E2,1.560149789E0,-1.905899495E-1,6.475171447E-2
2.444199557E2,1.470963478E0,-1.747074574E-1,6.108652428E-2
2.444499328E2,1.336573124E0,-1.759291887E-1,5.253441259E-2
2.444699354E2,1.266934514E0,-1.600466967E-1,5.009094998E-2
2.444899609E2,1.187522054E0,-1.453859210E-1,4.764748737E-2
2.445199276E2,1.043357849E0,-1.343903542E-1,4.520402849E-2
2.445399380E2,9.871582389E-1,-1.356120855E-1,4.031710699E-2
2.445699411E2,8.442157507E-1,-1.099557430E-1,3.665191308E-2
2.445900619E2,7.305948138E-1,-9.285151958E-2,3.298672289E-2
2.446199296E2,5.510004759E-1,-8.063421398E-2,4.276056588E-2
2.446499369E2,4.459316432E-1,-6.230825558E-2,3.420845419E-2
2.446799552E2,4.092797041E-1,-6.597344577E-2,3.054326214E-2
2.447099494E2,3.689626157E-1,-6.475171447E-2,2.443460934E-2
2.447399395E2,3.066543639E-1,-4.764748737E-2,3.420845419E-2
2.447700630E2,2.553416789E-1,-3.909537569E-2,2.809980139E-2
2.447999573E2,2.040289938E-1,-2.932153270E-2,2.199114859E-2
2.448299109E2,1.527163088E-1,-2.076941915E-2,1.588249579E-2
2.448499390E2,1.527163088E-1,-1.954768784E-2,1.832595654E-2
2.448699494E2,1.343903542E-1,-1.588249579E-2,1.832595654E-2
2.448900776E2,1.099557430E-1,-1.221730467E-2,1.221730467E-2
2.449199317E2,7.819075137E-2,-7.330383174E-3,-1.221730490E-3
2.449399718E2,7.452555746E-2,-1.343903504E-2,-1.954768784E-2
2.449699526E2,-7.574728876E-2,2.199114859E-2,-4.886921961E-3
2.449999182E2,-1.307251602E-1,3.543018550E-2,-4.886921961E-3
2.450199510E2,-1.087340117E-1,2.687807009E-2,-4.886921961E-3
2.450499505E2,-1.087340117E-1,2.443460934E-2,-4.886921961E-3
2.450699567E2,-1.514945775E-1,3.054326214E-2,-1.588249579E-2
2.450999375E2,-2.296853364E-1,4.764748737E-2,-1.588249579E-2
2.451301343E2,-2.638937831E-1,5.742133409E-2,-1.466076635E-2
2.451599474E2,-3.054326177E-1,5.986479297E-2,-1.466076635E-2
2.451899448E2,-4.019493461E-1,6.352998316E-2,-1.466076635E-2
2.452199375E2,-4.373795092E-1,7.452555746E-2,-2.321287990E-2
2.452499463E2,-5.192354321E-1,7.574728876E-2,-2.321287990E-2
2.452799432E2,-5.583308339E-1,7.696902007E-2,-2.076941915E-2
2.453099093E2,-5.424483418E-1,7.208210230E-2,-1.710422710E-2
2.453302354E2,-5.522221923E-1,8.552113175E-2,-1.466076635E-2
2.453599364E2,-6.597344875E-1,9.162978828E-2,-1.588249579E-2
2.453900609E2,-8.649851680E-1,1.062905490E-1,-6.108652335E-3
2.454199515E2,-9.663888216E-1,1.136209369E-1,0.000000000E0
2.454499182E2,-1.012814522E0,1.160643995E-1,-7.330383174E-3
2.454699427E2,-1.051909924E0,1.343903542E-1,-1.221730467E-2
2.454899453E2,-1.045801282E0,1.417207420E-1,-1.588249579E-2
2.455100276E2,-1.177748203E0,1.514945775E-1,-2.199114859E-2
2.455399317E2,-1.317025423E0,1.600466967E-1,-2.932153270E-2
2.455599609E2,-1.381777167E0,1.771509200E-1,-3.298672289E-2
2.455900963E2,-1.384220600E0,1.942551434E-1,-3.909537569E-2
2.456199130E2,-1.170417786E0,1.747074574E-1,-3.420845419E-2
2.456399468E2,-1.018923283E0,1.502728462E-1,-2.932153270E-2
2.456699546E2,-8.674286604E-1,1.233947799E-1,-2.565634064E-2
2.457000109E2,-6.340781450E-1,9.407325089E-2,-1.466076635E-2
2.457301067E2,-4.337143302E-1,9.040805697E-2,-9.773843922E-3
2.457599255E2,-1.295034289E-1,4.153883830E-2,-1.221730490E-3
2.457799546E2,7.696902007E-2,1.221730467E-2,6.108652335E-3
2.458099494E2,3.909537494E-1,-9.773843922E-3,1.954768784E-2
2.458300791E2,4.508185387E-1,-2.076941915E-2,2.199114859E-2
